Time	(21) S1i	(22) S2i	(23) S3i	(24) S4i	
1.6944	-0.06840903	-0.04894914	-0.05159096	-0.07105085	
1.6946	-0.06842163	-0.04896147	-0.05157837	-0.07103853	
1.6948	-0.06843422	-0.04897378	-0.05156579	-0.07102622	
1.695	-0.06844674	-0.04898603	-0.05155326	-0.07101396	
1.6952	-0.0684593	-0.04899832	-0.0515407	-0.07100168	
1.6954	-0.06847184	-0.04901059	-0.05152816	-0.07098942	
1.6956	-0.06848433	-0.0490228	-0.05151567	-0.0709772	
1.6958	-0.06849685	-0.04903505	-0.05150316	-0.07096495	
1.696	-0.06850935	-0.04904728	-0.05149065	-0.07095272	
1.6962	-0.0685218	-0.04905946	-0.0514782	-0.07094054	
1.6964	-0.06853427	-0.04907167	-0.05146573	-0.07092833	
1.6966	-0.06854673	-0.04908386	-0.05145327	-0.07091614	
1.6968	-0.06855914	-0.049096	-0.05144086	-0.07090399	
1.697	-0.06857158	-0.04910817	-0.05142842	-0.07089183	
1.6972	-0.068584	-0.04912033	-0.051416	-0.07087968	
1.6974	-0.06859637	-0.04913243	-0.05140363	-0.07086757	
1.6976	-0.06860877	-0.04914456	-0.05139123	-0.07085544	
1.6978	-0.06862114	-0.04915667	-0.05137885	-0.07084332	
1.698	-0.06863347	-0.04916874	-0.05136652	-0.07083126	
1.6982	-0.06864583	-0.04918083	-0.05135417	-0.07081917	
1.6984	-0.06865817	-0.04919291	-0.05134182	-0.07080709	
1.6986	-0.06867047	-0.04920494	-0.05132953	-0.07079506	
1.6988	-0.06868278	-0.04921699	-0.05131721	-0.07078301	
1.699	-0.06869508	-0.04922903	-0.05130491	-0.07077097	
1.6992	-0.06870734	-0.04924102	-0.05129266	-0.07075898	
1.6994	-0.06871962	-0.04925304	-0.05128038	-0.07074697	
1.6996	-0.06873188	-0.04926504	-0.05126812	-0.07073496	
1.6998	-0.06874409	-0.04927699	-0.05125591	-0.070723	
1.7	-0.06875633	-0.04928897	-0.05124367	-0.07071103	
1.7002	-0.06876855	-0.04930094	-0.05123145	-0.07069907	
1.7004	-0.06878073	-0.04931285	-0.05121927	-0.07068715	
1.7006	-0.06879292	-0.04932479	-0.05120707	-0.07067521	
1.7008	-0.06880511	-0.04933672	-0.05119489	-0.07066328	
1.701	-0.06881725	-0.0493486	-0.05118275	-0.0706514	
1.7012	-0.06882941	-0.0493605	-0.05117059	-0.0706395	
1.7014	-0.06884155	-0.04937239	-0.05115845	-0.07062761	
1.7016	-0.06885365	-0.04938423	-0.05114635	-0.07061577	
1.7018	-0.06886578	-0.0493961	-0.05113423	-0.0706039	
1.702	-0.06887788	-0.04940796	-0.05112212	-0.07059205	
1.7022	-0.06888994	-0.04941976	-0.05111006	-0.07058024	
1.7024	-0.06890202	-0.04943159	-0.05109798	-0.07056841	
1.7026	-0.06891409	-0.04944341	-0.05108591	-0.0705566	
1.7028	-0.06892611	-0.04945517	-0.05107389	-0.07054482	
1.703	-0.06893816	-0.04946697	-0.05106184	-0.07053303	
1.7032	-0.06895019	-0.04947875	-0.05104981	-0.07052125	
1.7034	-0.06896217	-0.04949048	-0.05103783	-0.07050952	
1.7036	-0.06897417	-0.04950224	-0.05102582	-0.07049777	
1.7038	-0.06898617	-0.04951398	-0.05101383	-0.07048602	
1.704	-0.06899811	-0.04952568	-0.05100188	-0.07047432	
1.7042	-0.06901009	-0.0495374	-0.05098991	-0.0704626	
1.7044	-0.06902204	-0.04954911	-0.05097796	-0.07045089	
1.7046	-0.06903394	-0.04956077	-0.05096605	-0.07043923	
1.7048	-0.06904588	-0.04957245	-0.05095412	-0.07042755	
1.705	-0.06905779	-0.04958412	-0.0509422	-0.07041588	
1.7052	-0.06906966	-0.04959575	-0.05093034	-0.07040425	
1.7054	-0.06908156	-0.0496074	-0.05091844	-0.0703926	
1.7056	-0.06909344	-0.04961903	-0.05090657	-0.07038096	
1.7058	-0.06910527	-0.04963062	-0.05089473	-0.07036938	
1.706	-0.06911712	-0.04964224	-0.05088288	-0.07035776	
1.7062	-0.06912897	-0.04965384	-0.05087103	-0.07034616	
1.7064	-0.06914076	-0.04966539	-0.05085924	-0.07033461	
1.7066	-0.06915258	-0.04967697	-0.05084742	-0.07032303	
1.7068	-0.06916439	-0.04968854	-0.05083561	-0.07031146	
1.707	-0.06917614	-0.04970006	-0.05082386	-0.07029995	
1.7072	-0.06918792	-0.0497116	-0.05081208	-0.0702884	
1.7074	-0.0691997	-0.04972313	-0.05080031	-0.07027687	
1.7076	-0.06921142	-0.04973461	-0.05078859	-0.07026539	
1.7078	-0.06922316	-0.04974612	-0.05077684	-0.07025388	
1.708	-0.06923489	-0.04975761	-0.05076511	-0.07024238	
1.7082	-0.06924658	-0.04976906	-0.05075343	-0.07023094	
1.7084	-0.06925828	-0.04978054	-0.05074172	-0.07021946	
1.7086	-0.06926998	-0.049792	-0.05073002	-0.070208	
1.7088	-0.06928162	-0.04980341	-0.05071838	-0.07019658	
1.709	-0.0692933	-0.04981485	-0.0507067	-0.07018515	
1.7092	-0.06930495	-0.04982628	-0.05069505	-0.07017372	
1.7094	-0.06931657	-0.04983766	-0.05068344	-0.07016234	
1.7096	-0.0693282	-0.04984906	-0.0506718	-0.07015093	
1.7098	-0.06933982	-0.04986046	-0.05066018	-0.07013954	
1.71	-0.0693514	-0.0498718	-0.0506486	-0.07012819	
1.7102	-0.069363	-0.04988317	-0.05063701	-0.07011683	
1.7104	-0.06937458	-0.04989453	-0.05062542	-0.07010547	
1.7106	-0.06938612	-0.04990584	-0.05061388	-0.07009416	
1.7108	-0.06939768	-0.04991718	-0.05060232	-0.07008282	
1.711	-0.06940923	-0.0499285	-0.05059077	-0.0700715	
1.7112	-0.06942073	-0.04993978	-0.05057926	-0.07006022	
1.7114	-0.06943226	-0.04995108	-0.05056774	-0.07004891	
1.7116	-0.06944378	-0.04996238	-0.05055622	-0.07003763	
1.7118	-0.06945524	-0.04997362	-0.05054476	-0.07002638	
1.712	-0.06946673	-0.04998489	-0.05053326	-0.07001511	
1.7122	-0.06947821	-0.04999615	-0.05052179	-0.07000385	
1.7124	-0.06948964	-0.05000736	-0.05051036	-0.06999264	
1.7126	-0.0695011	-0.0500186	-0.0504989	-0.0699814	
1.7128	-0.06951255	-0.05002982	-0.05048746	-0.06997018	
1.713	-0.06952394	-0.050041	-0.05047606	-0.069959	
1.7132	-0.06953536	-0.0500522	-0.05046464	-0.06994779	
1.7134	-0.06954677	-0.05006339	-0.05045323	-0.0699366	
1.7136	-0.06955813	-0.05007454	-0.05044187	-0.06992546	
1.7138	-0.06956951	-0.05008571	-0.05043049	-0.06991429	
1.714	-0.06958088	-0.05009687	-0.05041911	-0.06990314	
1.7142	-0.06959222	-0.05010798	-0.05040779	-0.06989202	
1.7144	-0.06960356	-0.05011912	-0.05039644	-0.06988088	
1.7146	-0.0696149	-0.05013024	-0.0503851	-0.06986976	
1.7148	-0.06962619	-0.05014133	-0.05037381	-0.06985868	
1.715	-0.06963751	-0.05015243	-0.05036249	-0.06984757	
1.7152	-0.06964881	-0.05016353	-0.05035119	-0.06983647	
1.7154	-0.06966007	-0.05017458	-0.05033993	-0.06982543	
1.7156	-0.06967135	-0.05018565	-0.05032865	-0.06981435	
1.7158	-0.06968261	-0.05019671	-0.05031738	-0.06980329	
1.716	-0.06969383	-0.05020773	-0.05030616	-0.06979228	
1.7162	-0.06970508	-0.05021876	-0.05029492	-0.06978124	
1.7164	-0.06971632	-0.0502298	-0.05028368	-0.0697702	
1.7166	-0.0697275	-0.05024078	-0.05027249	-0.06975922	
1.7168	-0.06973872	-0.05025179	-0.05026128	-0.06974821	
1.717	-0.06974991	-0.05026279	-0.05025008	-0.06973721	
1.7172	-0.06976107	-0.05027374	-0.05023893	-0.06972626	
1.7174	-0.06977225	-0.05028472	-0.05022775	-0.06971528	
1.7176	-0.06978341	-0.05029568	-0.05021659	-0.06970432	
1.7178	-0.06979454	-0.05030661	-0.05020547	-0.06969339	
1.718	-0.06980567	-0.05031756	-0.05019432	-0.06968244	
1.7182	-0.06981681	-0.05032849	-0.05018319	-0.06967151	
1.7184	-0.06982789	-0.05033938	-0.05017211	-0.06966062	
1.7186	-0.06983901	-0.0503503	-0.05016099	-0.0696497	
1.7188	-0.0698501	-0.0503612	-0.0501499	-0.0696388	
1.719	-0.06986116	-0.05037206	-0.05013885	-0.06962794	
1.7192	-0.06987223	-0.05038295	-0.05012777	-0.06961706	
1.7194	-0.06988329	-0.05039382	-0.0501167	-0.06960618	
1.7196	-0.06989431	-0.05040465	-0.05010568	-0.06959535	
1.7198	-0.06990536	-0.0504155	-0.05009464	-0.0695845	
1.72	-0.06991639	-0.05042635	-0.05008361	-0.06957366	
1.7202	-0.06992738	-0.05043714	-0.05007263	-0.06956285	
1.7204	-0.06993838	-0.05044797	-0.05006161	-0.06955203	
1.7206	-0.06994938	-0.05045878	-0.05005062	-0.06954122	
1.7208	-0.06996033	-0.05046955	-0.05003966	-0.06953045	
1.721	-0.06997132	-0.05048034	-0.05002869	-0.06951965	
1.7212	-0.06998228	-0.05049112	-0.05001772	-0.06950887	
1.7214	-0.0699932	-0.05050186	-0.0500068	-0.06949814	
1.7216	-0.07000414	-0.05051263	-0.04999586	-0.06948737	
1.7218	-0.07001507	-0.05052338	-0.04998492	-0.06947662	
1.722	-0.07002597	-0.05053409	-0.04997404	-0.06946591	
1.7222	-0.07003687	-0.05054482	-0.04996313	-0.06945518	
1.7224	-0.07004777	-0.05055555	-0.04995223	-0.06944446	
1.7226	-0.07005863	-0.05056623	-0.04994137	-0.06943378	
1.7228	-0.07006951	-0.05057693	-0.04993049	-0.06942307	
1.723	-0.07008037	-0.05058762	-0.04991963	-0.06941238	
1.7232	-0.0700912	-0.05059827	-0.04990881	-0.06940173	
1.7234	-0.07010204	-0.05060895	-0.04989796	-0.06939106	
1.7236	-0.07011288	-0.05061961	-0.04988712	-0.06938039	
1.7238	-0.07012367	-0.05063023	-0.04987633	-0.06936977	
1.724	-0.07013448	-0.05064088	-0.04986552	-0.06935912	
1.7242	-0.07014529	-0.05065151	-0.04985471	-0.06934849	
1.7244	-0.07015605	-0.0506621	-0.04984396	-0.0693379	
1.7246	-0.07016683	-0.05067272	-0.04983317	-0.06932728	
1.7248	-0.07017759	-0.05068333	-0.0498224	-0.06931667	
1.725	-0.07018832	-0.05069389	-0.04981168	-0.06930611	
1.7252	-0.07019907	-0.05070448	-0.04980093	-0.06929552	
1.7254	-0.07020981	-0.05071506	-0.04979019	-0.06928495	
1.7256	-0.07022051	-0.05072559	-0.04977949	-0.06927441	
1.7258	-0.07023122	-0.05073615	-0.04976878	-0.06926385	
1.726	-0.07024193	-0.0507467	-0.04975807	-0.0692533	
1.7262	-0.0702526	-0.05075721	-0.0497474	-0.06924279	
1.7264	-0.07026328	-0.05076774	-0.04973672	-0.06923226	
1.7266	-0.07027396	-0.05077826	-0.04972604	-0.06922174	
1.7268	-0.07028459	-0.05078874	-0.04971541	-0.06921126	
1.727	-0.07029524	-0.05079924	-0.04970475	-0.06920075	
1.7272	-0.07030589	-0.05080974	-0.04969411	-0.06919026	
1.7274	-0.07031649	-0.05082019	-0.04968351	-0.06917981	
1.7276	-0.07032712	-0.05083066	-0.04967288	-0.06916934	
1.7278	-0.07033773	-0.05084113	-0.04966227	-0.06915887	
1.728	-0.0703483	-0.05085155	-0.0496517	-0.06914844	
1.7282	-0.07035889	-0.050862	-0.0496411	-0.069138	
1.7284	-0.07036947	-0.05087244	-0.04963052	-0.06912756	
1.7286	-0.07038002	-0.05088283	-0.04961998	-0.06911717	
1.7288	-0.07039058	-0.05089326	-0.04960942	-0.06910674	
1.729	-0.07040113	-0.05090367	-0.04959887	-0.06909633	
1.7292	-0.07041164	-0.05091404	-0.04958836	-0.06908596	
1.7294	-0.07042217	-0.05092443	-0.04957782	-0.06907557	
1.7296	-0.07043269	-0.05093481	-0.0495673	-0.06906518	
1.7298	-0.07044318	-0.05094516	-0.04955683	-0.06905484	
1.73	-0.07045368	-0.05095553	-0.04954632	-0.06904447	
1.7302	-0.07046417	-0.05096588	-0.04953583	-0.06903411	
1.7304	-0.07047462	-0.0509762	-0.04952538	-0.0690238	
1.7306	-0.07048509	-0.05098654	-0.04951491	-0.06901346	
1.7308	-0.07049555	-0.05099687	-0.04950445	-0.06900313	
1.731	-0.07050597	-0.05100716	-0.04949403	-0.06899284	
1.7312	-0.07051641	-0.05101747	-0.04948359	-0.06898253	
1.7314	-0.07052684	-0.05102778	-0.04947316	-0.06897222	
1.7316	-0.07053723	-0.05103804	-0.04946277	-0.06896196	
1.7318	-0.07054764	-0.05104833	-0.04945236	-0.06895167	
1.732	-0.07055804	-0.05105861	-0.04944196	-0.06894139	
1.7322	-0.07056841	-0.05106885	-0.0494316	-0.06893115	
1.7324	-0.07057878	-0.05107911	-0.04942121	-0.06892089	
1.7326	-0.07058915	-0.05108936	-0.04941084	-0.06891064	
1.7328	-0.07059949	-0.05109958	-0.04940051	-0.06890042	
1.733	-0.07060984	-0.05110981	-0.04939016	-0.06889019	
1.7332	-0.07062018	-0.05112004	-0.04937982	-0.06887996	
1.7334	-0.07063048	-0.05113023	-0.04936952	-0.06886978	
1.7336	-0.0706408	-0.05114044	-0.04935919	-0.06885956	
1.7338	-0.07065112	-0.05115064	-0.04934888	-0.06884936	
1.734	-0.07066139	-0.0511608	-0.04933861	-0.0688392	
1.7342	-0.07067169	-0.05117099	-0.04932832	-0.06882901	
1.7344	-0.07068197	-0.05118116	-0.04931803	-0.06881884	
1.7346	-0.07069221	-0.0511913	-0.04930779	-0.0688087	
1.7348	-0.07070248	-0.05120146	-0.04929752	-0.06879854	
1.735	-0.07071273	-0.05121161	-0.04928727	-0.06878839	
1.7352	-0.07072295	-0.05122172	-0.04927706	-0.06877828	
1.7354	-0.07073318	-0.05123186	-0.04926682	-0.06876814	
1.7356	-0.0707434	-0.05124199	-0.04925659	-0.06875801	
1.7358	-0.07075359	-0.05125207	-0.04924641	-0.06874792	
1.736	-0.0707638	-0.05126219	-0.0492362	-0.06873781	
1.7362	-0.070774	-0.05127229	-0.049226	-0.06872771	
1.7364	-0.07078415	-0.05128235	-0.04921585	-0.06871764	
1.7366	-0.07079434	-0.05129244	-0.04920567	-0.06870756	
1.7368	-0.0708045	-0.05130252	-0.0491955	-0.06869748	
1.737	-0.07081463	-0.05131256	-0.04918537	-0.06868744	
1.7372	-0.07082478	-0.05132262	-0.04917522	-0.06867737	
1.7374	-0.07083492	-0.05133268	-0.04916508	-0.06866732	
1.7376	-0.07084502	-0.05134269	-0.04915498	-0.06865731	
1.7378	-0.07085515	-0.05135273	-0.04914485	-0.06864727	
1.738	-0.07086526	-0.05136276	-0.04913474	-0.06863724	
1.7382	-0.07087533	-0.05137276	-0.04912467	-0.06862725	
1.7384	-0.07088543	-0.05138277	-0.04911457	-0.06861722	
1.7386	-0.07089551	-0.05139278	-0.04910449	-0.06860722	
1.7388	-0.07090556	-0.05140275	-0.04909444	-0.06859725	
1.739	-0.07091562	-0.05141274	-0.04908438	-0.06858726	
1.7392	-0.07092568	-0.05142273	-0.04907432	-0.06857727	
1.7394	-0.0709357	-0.05143267	-0.0490643	-0.06856733	
1.7396	-0.07094574	-0.05144264	-0.04905426	-0.06855736	
1.7398	-0.07095577	-0.0514526	-0.04904423	-0.0685474	
1.74	-0.07096576	-0.05146253	-0.04903424	-0.06853747	
1.7402	-0.07097577	-0.05147247	-0.04902423	-0.06852753	
1.7404	-0.07098577	-0.05148241	-0.04901423	-0.06851759	
1.7406	-0.07099573	-0.05149231	-0.04900426	-0.06850769	
1.7408	-0.07100572	-0.05150224	-0.04899428	-0.06849776	
1.741	-0.0710157	-0.05151215	-0.0489843	-0.06848785	
1.7412	-0.07102563	-0.05152203	-0.04897436	-0.06847797	
1.7414	-0.07103559	-0.05153193	-0.04896441	-0.06846806	
1.7416	-0.07104554	-0.05154183	-0.04895446	-0.06845817	
1.7418	-0.07105545	-0.05155168	-0.04894455	-0.06844831	
1.742	-0.07106538	-0.05156156	-0.04893462	-0.06843843	
1.7422	-0.07107531	-0.05157144	-0.0489247	-0.06842856	
1.7424	-0.07108518	-0.05158127	-0.04891482	-0.06841873	
1.7426	-0.07109509	-0.05159113	-0.04890491	-0.06840887	
1.7428	-0.07110499	-0.05160098	-0.04889502	-0.06839902	
1.743	-0.07111484	-0.05161079	-0.04888516	-0.06838921	
1.7432	-0.07112472	-0.05162063	-0.04887528	-0.06837937	
1.7434	-0.07113459	-0.05163046	-0.04886541	-0.06836955	
1.7436	-0.07114442	-0.05164025	-0.04885558	-0.06835975	
1.7438	-0.07115427	-0.05165006	-0.04884573	-0.06834994	
1.744	-0.07116412	-0.05165987	-0.04883589	-0.06834013	
1.7442	-0.07117391	-0.05166964	-0.04882608	-0.06833036	
1.7444	-0.07118374	-0.05167944	-0.04881626	-0.06832056	
1.7446	-0.07119356	-0.05168922	-0.04880644	-0.06831078	
1.7448	-0.07120334	-0.05169897	-0.04879666	-0.06830103	
1.745	-0.07121313	-0.05170874	-0.04878686	-0.06829125	
1.7452	-0.07122292	-0.05171851	-0.04877707	-0.06828149	
1.7454	-0.07123268	-0.05172824	-0.04876732	-0.06827176	
1.7456	-0.07124245	-0.05173799	-0.04875755	-0.06826201	
1.7458	-0.07125222	-0.05174774	-0.04874778	-0.06825227	
1.746	-0.07126194	-0.05175744	-0.04873805	-0.06824256	
1.7462	-0.0712717	-0.05176718	-0.04872831	-0.06823283	
1.7464	-0.07128143	-0.0517769	-0.04871857	-0.0682231	
1.7466	-0.07129113	-0.05178659	-0.04870887	-0.06821341	
1.7468	-0.07130086	-0.0517963	-0.04869914	-0.0682037	
1.747	-0.07131057	-0.05180601	-0.04868943	-0.06819399	
1.7472	-0.07132025	-0.05181567	-0.04867975	-0.06818432	
1.7474	-0.07132994	-0.05182537	-0.04867005	-0.06817463	
1.7476	-0.07133964	-0.05183505	-0.04866036	-0.06816495	
1.7478	-0.07134929	-0.0518447	-0.04865072	-0.0681553	
1.748	-0.07135896	-0.05185437	-0.04864104	-0.06814563	
1.7482	-0.07136862	-0.05186404	-0.04863138	-0.06813596	
1.7484	-0.07137825	-0.05187367	-0.04862175	-0.06812634	
1.7486	-0.07138789	-0.05188332	-0.0486121	-0.06811668	
1.7488	-0.07139754	-0.05189297	-0.04860247	-0.06810704	
1.749	-0.07140714	-0.05190257	-0.04859286	-0.06809743	
1.7492	-0.07141676	-0.05191221	-0.04858324	-0.06808779	
1.7494	-0.07142638	-0.05192184	-0.04857362	-0.06807817	
1.7496	-0.07143595	-0.05193143	-0.04856405	-0.06806857	
1.7498	-0.07144555	-0.05194104	-0.04855445	-0.06805896	
1.75	-0.07145514	-0.05195065	-0.04854486	-0.06804935	
1.7502	-0.0714647	-0.05196022	-0.04853531	-0.06803978	
1.7504	-0.07147427	-0.05196982	-0.04852573	-0.06803019	
1.7506	-0.07148384	-0.05197941	-0.04851617	-0.06802059	
1.7508	-0.07149336	-0.05198896	-0.04850664	-0.06801104	
1.751	-0.07150291	-0.05199854	-0.04849709	-0.06800146	
1.7512	-0.07151245	-0.05200811	-0.04848755	-0.06799189	
1.7514	-0.07152196	-0.05201764	-0.04847804	-0.06798235	
1.7516	-0.07153148	-0.0520272	-0.04846852	-0.06797279	
1.7518	-0.071541	-0.05203676	-0.048459	-0.06796324	
1.752	-0.07155048	-0.05204627	-0.04844952	-0.06795373	
1.7522	-0.07155999	-0.05205582	-0.04844002	-0.06794418	
1.7524	-0.07156948	-0.05206535	-0.04843052	-0.06793465	
1.7526	-0.07157893	-0.05207485	-0.04842107	-0.06792515	
1.7528	-0.07158841	-0.05208438	-0.04841159	-0.06791563	
1.753	-0.07159788	-0.05209389	-0.04840212	-0.06790611	
1.7532	-0.07160732	-0.05210337	-0.04839268	-0.06789663	
1.7534	-0.07161678	-0.05211288	-0.04838322	-0.06788712	
1.7536	-0.07162622	-0.05212238	-0.04837378	-0.06787762	
1.7538	-0.07163563	-0.05213185	-0.04836437	-0.06786816	
1.754	-0.07164507	-0.05214133	-0.04835493	-0.06785867	
1.7542	-0.07165448	-0.05215082	-0.04834551	-0.06784918	
1.7544	-0.07166387	-0.05216026	-0.04833613	-0.06783973	
1.7546	-0.07167328	-0.05216974	-0.04832672	-0.06783026	
1.7548	-0.07168268	-0.0521792	-0.04831732	-0.06782079	
1.755	-0.07169205	-0.05218863	-0.04830795	-0.06781136	
1.7552	-0.07170144	-0.05219809	-0.04829857	-0.06780191	
1.7554	-0.07171081	-0.05220754	-0.04828919	-0.06779246	
1.7556	-0.07172015	-0.05221695	-0.04827985	-0.06778305	
1.7558	-0.07172952	-0.05222639	-0.04827048	-0.06777361	
1.756	-0.07173887	-0.05223583	-0.04826113	-0.06776418	
1.7562	-0.07174819	-0.05224522	-0.04825181	-0.06775478	
1.7564	-0.07175753	-0.05225465	-0.04824247	-0.06774535	
1.7566	-0.07176686	-0.05226406	-0.04823314	-0.06773594	
1.7568	-0.07177616	-0.05227344	-0.04822384	-0.06772655	
1.757	-0.07178548	-0.05228285	-0.04821452	-0.06771715	
1.7572	-0.07179479	-0.05229225	-0.04820521	-0.06770775	
1.7574	-0.07180406	-0.05230162	-0.04819594	-0.06769838	
1.7576	-0.07181336	-0.05231101	-0.04818664	-0.06768899	
1.7578	-0.07182264	-0.05232039	-0.04817735	-0.06767961	
1.758	-0.0718319	-0.05232975	-0.0481681	-0.06767026	
1.7582	-0.07184117	-0.05233912	-0.04815883	-0.06766088	
1.7584	-0.07185044	-0.05234849	-0.04814956	-0.06765151	
1.7586	-0.07185967	-0.05235783	-0.04814033	-0.06764217	
1.7588	-0.07186892	-0.05236718	-0.04813108	-0.06763282	
1.759	-0.07187817	-0.05237654	-0.04812184	-0.06762346	
1.7592	-0.07188737	-0.05238586	-0.04811263	-0.06761414	
1.7594	-0.07189661	-0.05239521	-0.0481034	-0.0676048	
1.7596	-0.07190583	-0.05240455	-0.04809418	-0.06759546	
1.7598	-0.07191502	-0.05241385	-0.04808499	-0.06758615	
1.76	-0.07192422	-0.05242318	-0.04807578	-0.06757682	
1.7602	-0.07193343	-0.0524325	-0.04806658	-0.0675675	
1.7604	-0.07194259	-0.05244179	-0.04805741	-0.06755821	
1.7606	-0.07195178	-0.05245111	-0.04804822	-0.06754889	
1.7608	-0.07196096	-0.05246042	-0.04803905	-0.06753958	
1.761	-0.0719701	-0.0524697	-0.0480299	-0.0675303	
1.7612	-0.07197926	-0.052479	-0.04802074	-0.067521	
1.7614	-0.07198843	-0.05248829	-0.04801157	-0.06751171	
1.7616	-0.07199755	-0.05249755	-0.04800245	-0.06750245	
1.7618	-0.07200669	-0.05250685	-0.04799331	-0.06749316	
1.762	-0.07201583	-0.05251613	-0.04798417	-0.06748387	
1.7622	-0.07202493	-0.05252538	-0.04797507	-0.06747463	
1.7624	-0.07203405	-0.05253465	-0.04796594	-0.06746535	
1.7626	-0.07204317	-0.05254392	-0.04795683	-0.06745608	
1.7628	-0.07205226	-0.05255315	-0.04794775	-0.06744685	
1.763	-0.07206136	-0.05256241	-0.04793864	-0.06743759	
1.7632	-0.07207046	-0.05257167	-0.04792955	-0.06742834	
1.7634	-0.07207952	-0.05258089	-0.04792048	-0.06741911	
1.7636	-0.0720886	-0.05259013	-0.0479114	-0.06740987	
1.7638	-0.07209767	-0.05259937	-0.04790233	-0.06740063	
1.764	-0.07210671	-0.05260858	-0.04789329	-0.06739142	
1.7642	-0.07211578	-0.05261781	-0.04788422	-0.06738219	
1.7644	-0.07212483	-0.05262704	-0.04787517	-0.06737296	
1.7646	-0.07213385	-0.05263624	-0.04786615	-0.06736376	
1.7648	-0.07214289	-0.05264546	-0.04785711	-0.06735454	
1.765	-0.07215193	-0.05265467	-0.04784807	-0.06734533	
1.7652	-0.07216093	-0.05266386	-0.04783907	-0.06733614	
1.7654	-0.07216995	-0.05267306	-0.04783005	-0.06732693	
1.7656	-0.07217897	-0.05268227	-0.04782103	-0.06731773	
1.7658	-0.07218795	-0.05269144	-0.04781205	-0.06730857	
1.766	-0.07219695	-0.05270063	-0.04780305	-0.06729937	
1.7662	-0.07220595	-0.05270982	-0.04779406	-0.06729018	
1.7664	-0.07221491	-0.05271898	-0.0477851	-0.06728102	
1.7666	-0.07222389	-0.05272816	-0.04777611	-0.06727184	
1.7668	-0.07223286	-0.05273734	-0.04776714	-0.06726266	
1.767	-0.07224181	-0.05274649	-0.0477582	-0.06725352	
1.7672	-0.07225077	-0.05275566	-0.04774923	-0.06724434	
1.7674	-0.07225972	-0.05276483	-0.04774028	-0.06723518	
1.7676	-0.07226864	-0.05277396	-0.04773135	-0.06722604	
1.7678	-0.07227759	-0.05278312	-0.04772241	-0.06721688	
1.768	-0.07228652	-0.05279227	-0.04771347	-0.06720772	
1.7682	-0.07229543	-0.0528014	-0.04770457	-0.0671986	
1.7684	-0.07230435	-0.05281054	-0.04769565	-0.06718946	
1.7686	-0.07231327	-0.05281969	-0.04768673	-0.06718031	
1.7688	-0.07232215	-0.0528288	-0.04767784	-0.0671712	
1.769	-0.07233106	-0.05283793	-0.04766894	-0.06716207	
1.7692	-0.07233996	-0.05284707	-0.04766004	-0.06715293	
1.7694	-0.07234883	-0.05285617	-0.04765118	-0.06714384	
1.7696	-0.07235771	-0.05286529	-0.04764229	-0.06713471	
1.7698	-0.07236659	-0.05287442	-0.04763341	-0.06712559	
1.77	-0.07237544	-0.0528835	-0.04762457	-0.0671165	
1.7702	-0.07238431	-0.05289262	-0.0476157	-0.06710738	
1.7704	-0.07239316	-0.05290173	-0.04760683	-0.06709827	
1.7706	-0.07240199	-0.05291081	-0.04759801	-0.06708919	
1.7708	-0.07241084	-0.05291991	-0.04758916	-0.06708009	
1.771	-0.07241969	-0.05292901	-0.04758032	-0.06707098	
1.7712	-0.07242849	-0.05293808	-0.04757151	-0.06706192	
1.7714	-0.07243732	-0.05294717	-0.04756267	-0.06705283	
1.7716	-0.07244615	-0.05295627	-0.04755385	-0.06704374	
1.7718	-0.07245494	-0.05296532	-0.04754506	-0.06703468	
1.772	-0.07246375	-0.05297441	-0.04753625	-0.06702559	
1.7722	-0.07247256	-0.05298349	-0.04752744	-0.06701651	
1.7724	-0.07248133	-0.05299254	-0.04751867	-0.06700746	
1.7726	-0.07249013	-0.05300161	-0.04750988	-0.06699838	
1.7728	-0.07249892	-0.05301068	-0.04750109	-0.06698932	
1.773	-0.07250767	-0.05301972	-0.04749233	-0.06698028	
1.7732	-0.07251645	-0.05302878	-0.04748355	-0.06697121	
1.7734	-0.07252522	-0.05303785	-0.04747478	-0.06696215	
1.7736	-0.07253395	-0.05304688	-0.04746605	-0.06695312	
1.7738	-0.07254271	-0.05305593	-0.04745729	-0.06694407	
1.774	-0.07255147	-0.05306498	-0.04744853	-0.06693502	
1.7742	-0.07256018	-0.05307401	-0.04743982	-0.066926	
1.7744	-0.07256892	-0.05308305	-0.04743107	-0.06691695	
1.7746	-0.07257766	-0.05309209	-0.04742234	-0.06690791	
1.7748	-0.07258637	-0.0531011	-0.04741364	-0.0668989	
1.775	-0.07259509	-0.05311014	-0.04740491	-0.06688986	
1.7752	-0.07260381	-0.05311918	-0.04739619	-0.06688082	
1.7754	-0.07261249	-0.05312818	-0.04738751	-0.06687182	
1.7756	-0.0726212	-0.05313721	-0.0473788	-0.06686279	
1.7758	-0.0726299	-0.05314623	-0.0473701	-0.06685377	
1.776	-0.07263856	-0.05315523	-0.04736144	-0.06684478	
1.7762	-0.07264725	-0.05316425	-0.04735275	-0.06683575	
1.7764	-0.07265594	-0.05317327	-0.04734406	-0.06682674	
1.7766	-0.07266459	-0.05318225	-0.04733541	-0.06681775	
1.7768	-0.07267326	-0.05319126	-0.04732674	-0.06680874	
