Time	(10) Hip Flx Ib	(11) Knee Ext Ib	(12) Knee Flx Ib	(13) Ankle Ext Ib	(14) Ankle Flx Ib	(9) Hip Ext Ib	
0.4116	-0.03703691	-0.05873059	-0.0424457	-0.05873214	-0.04258277	-0.05831515	
0.4118	-0.03703361	-0.05873182	-0.0424411	-0.05873338	-0.04257952	-0.0583168	
0.412	-0.03703044	-0.05873299	-0.04243667	-0.05873458	-0.04257639	-0.05831839	
0.4122	-0.03702704	-0.05873426	-0.04243187	-0.05873587	-0.04257302	-0.0583201	
0.4124	-0.03702377	-0.05873547	-0.04242725	-0.05873711	-0.04256978	-0.05832174	
0.4126	-0.03702063	-0.05873665	-0.04242281	-0.0587383	-0.04256666	-0.05832332	
0.4128	-0.03701727	-0.05873791	-0.04241798	-0.05873959	-0.0425633	-0.05832503	
0.413	-0.03701404	-0.05873913	-0.04241335	-0.05874082	-0.04256007	-0.05832667	
0.4132	-0.03701093	-0.05874029	-0.0424089	-0.05874201	-0.04255696	-0.05832824	
0.4134	-0.0370076	-0.05874155	-0.04240406	-0.05874329	-0.04255361	-0.05832994	
0.4136	-0.0370044	-0.05874276	-0.04239941	-0.05874452	-0.04255039	-0.05833157	
0.4138	-0.03700133	-0.05874392	-0.04239494	-0.05874571	-0.0425473	-0.05833314	
0.414	-0.03699803	-0.05874518	-0.04239008	-0.05874699	-0.04254396	-0.05833483	
0.4142	-0.03699486	-0.05874638	-0.04238541	-0.05874822	-0.04254074	-0.05833646	
0.4144	-0.03699182	-0.05874754	-0.04238093	-0.0587494	-0.04253766	-0.05833802	
0.4146	-0.03698856	-0.05874879	-0.04237606	-0.05875067	-0.04253433	-0.05833972	
0.4148	-0.03698543	-0.05874999	-0.04237137	-0.0587519	-0.04253113	-0.05834134	
0.415	-0.03698242	-0.05875114	-0.04236688	-0.05875307	-0.04252806	-0.05834289	
0.4152	-0.0369792	-0.05875239	-0.04236199	-0.05875434	-0.04252474	-0.05834458	
0.4154	-0.0369761	-0.05875359	-0.04235728	-0.05875556	-0.04252155	-0.05834619	
0.4156	-0.03697313	-0.05875474	-0.04235277	-0.05875673	-0.04251849	-0.05834775	
0.4158	-0.03696994	-0.05875598	-0.04234786	-0.058758	-0.04251518	-0.05834943	
0.416	-0.03696688	-0.05875717	-0.04234315	-0.05875922	-0.042512	-0.05835104	
0.4162	-0.03696394	-0.05875831	-0.04233862	-0.05876038	-0.04250894	-0.05835259	
0.4164	-0.03696079	-0.05875955	-0.04233369	-0.05876165	-0.04250564	-0.05835426	
0.4166	-0.03695776	-0.05876074	-0.04232896	-0.05876286	-0.04250248	-0.05835586	
0.4168	-0.03695485	-0.05876188	-0.04232441	-0.05876402	-0.04249943	-0.05835741	
0.417	-0.03695174	-0.05876311	-0.04231947	-0.05876528	-0.04249614	-0.05835908	
0.4172	-0.03694875	-0.0587643	-0.04231472	-0.05876649	-0.04249299	-0.05836067	
0.4174	-0.03694587	-0.05876543	-0.04231015	-0.05876765	-0.04248995	-0.05836221	
0.4176	-0.03694279	-0.05876666	-0.04230519	-0.0587689	-0.04248668	-0.05836387	
0.4178	-0.03693984	-0.05876784	-0.04230042	-0.05877011	-0.04248353	-0.05836547	
0.418	-0.036937	-0.05876897	-0.04229584	-0.05877126	-0.0424805	-0.058367	
0.4182	-0.03693396	-0.05877019	-0.04229086	-0.05877251	-0.04247724	-0.05836866	
0.4184	-0.03693104	-0.05877137	-0.04228608	-0.05877371	-0.0424741	-0.05837025	
0.4186	-0.03692823	-0.0587725	-0.04228148	-0.05877486	-0.04247108	-0.05837178	
0.4188	-0.03692523	-0.05877372	-0.04227648	-0.05877611	-0.04246783	-0.05837343	
0.419	-0.03692235	-0.05877489	-0.04227168	-0.05877731	-0.0424647	-0.05837501	
0.4192	-0.03691958	-0.05877601	-0.04226706	-0.05877845	-0.04246169	-0.05837654	
0.4194	-0.03691661	-0.05877723	-0.04226204	-0.05877969	-0.04245845	-0.05837818	
0.4196	-0.03691376	-0.05877839	-0.04225722	-0.05878089	-0.04245533	-0.05837976	
0.4198	-0.03691103	-0.05877952	-0.04225259	-0.05878203	-0.04245234	-0.05838128	
0.42	-0.0369081	-0.05878073	-0.04224755	-0.05878327	-0.0424491	-0.05838292	
0.4202	-0.03690529	-0.05878189	-0.04224271	-0.05878446	-0.04244599	-0.0583845	
0.4204	-0.03690259	-0.058783	-0.04223806	-0.0587856	-0.04244301	-0.05838601	
0.4206	-0.0368997	-0.05878421	-0.04223301	-0.05878683	-0.04243978	-0.05838764	
0.4208	-0.03689693	-0.05878537	-0.04222815	-0.05878802	-0.04243669	-0.05838921	
0.421	-0.03689426	-0.05878648	-0.04222348	-0.05878915	-0.04243371	-0.05839072	
0.4212	-0.03689141	-0.05878768	-0.04221841	-0.05879038	-0.0424305	-0.05839235	
0.4214	-0.03688868	-0.05878883	-0.04221353	-0.05879156	-0.04242741	-0.05839391	
0.4216	-0.03688605	-0.05878994	-0.04220884	-0.0587927	-0.04242444	-0.05839542	
0.4218	-0.03688324	-0.05879114	-0.04220375	-0.05879392	-0.04242124	-0.05839704	
0.422	-0.03688054	-0.05879229	-0.04219885	-0.0587951	-0.04241816	-0.0583986	
0.4222	-0.03687795	-0.05879339	-0.04219414	-0.05879623	-0.04241521	-0.0584001	
0.4224	-0.03687517	-0.05879458	-0.04218903	-0.05879745	-0.04241201	-0.05840172	
0.4226	-0.03687251	-0.05879573	-0.04218411	-0.05879862	-0.04240895	-0.05840328	
0.4228	-0.03686995	-0.05879683	-0.04217939	-0.05879975	-0.042406	-0.05840477	
0.423	-0.03686722	-0.05879802	-0.04217425	-0.05880097	-0.04240282	-0.05840638	
0.4232	-0.0368646	-0.05879916	-0.04216932	-0.05880214	-0.04239976	-0.05840793	
0.4234	-0.03686208	-0.05880025	-0.04216458	-0.05880326	-0.04239682	-0.05840942	
0.4236	-0.03685939	-0.05880144	-0.04215942	-0.05880447	-0.04239365	-0.05841103	
0.4238	-0.0368568	-0.05880257	-0.04215446	-0.05880563	-0.0423906	-0.05841257	
0.424	-0.03685432	-0.05880367	-0.0421497	-0.05880675	-0.04238767	-0.05841406	
0.4242	-0.03685167	-0.05880485	-0.04214453	-0.05880796	-0.04238451	-0.05841566	
0.4244	-0.03684912	-0.05880598	-0.04213955	-0.05880912	-0.04238147	-0.0584172	
0.4246	-0.03684667	-0.05880707	-0.04213477	-0.05881024	-0.04237855	-0.05841868	
0.4248	-0.03684407	-0.05880824	-0.04212958	-0.05881144	-0.0423754	-0.05842027	
0.425	-0.03684156	-0.05880937	-0.04212458	-0.0588126	-0.04237237	-0.05842181	
0.4252	-0.03683915	-0.05881045	-0.04211978	-0.05881371	-0.04236946	-0.05842328	
0.4254	-0.03683658	-0.05881163	-0.04211456	-0.05881491	-0.04236632	-0.05842488	
0.4256	-0.03683411	-0.05881275	-0.04210955	-0.05881607	-0.0423633	-0.05842641	
0.4258	-0.03683174	-0.05881383	-0.04210473	-0.05881717	-0.0423604	-0.05842788	
0.426	-0.03682921	-0.058815	-0.04209949	-0.05881837	-0.04235727	-0.05842946	
0.4262	-0.03682678	-0.05881612	-0.04209445	-0.05881952	-0.04235426	-0.05843099	
0.4264	-0.03682445	-0.05881719	-0.04208962	-0.05882062	-0.04235137	-0.05843246	
0.4266	-0.03682196	-0.05881836	-0.04208435	-0.05882182	-0.04234825	-0.05843404	
0.4268	-0.03681957	-0.05881947	-0.0420793	-0.05882296	-0.04234525	-0.05843556	
0.427	-0.03681727	-0.05882055	-0.04207444	-0.05882406	-0.04234237	-0.05843702	
0.4272	-0.03681483	-0.0588217	-0.04206916	-0.05882525	-0.04233926	-0.05843859	
0.4274	-0.03681248	-0.05882281	-0.04206408	-0.05882639	-0.04233627	-0.05844011	
0.4276	-0.03681022	-0.05882388	-0.0420592	-0.05882749	-0.0423334	-0.05844156	
0.4278	-0.03680782	-0.05882503	-0.0420539	-0.05882868	-0.0423303	-0.05844314	
0.428	-0.03680551	-0.05882614	-0.0420488	-0.05882981	-0.04232732	-0.05844465	
0.4282	-0.03680329	-0.05882721	-0.0420439	-0.05883091	-0.04232446	-0.0584461	
0.4284	-0.03680093	-0.05882836	-0.04203857	-0.05883209	-0.04232137	-0.05844766	
0.4286	-0.03679866	-0.05882946	-0.04203345	-0.05883322	-0.0423184	-0.05844917	
0.4288	-0.03679648	-0.05883052	-0.04202854	-0.05883431	-0.04231554	-0.05845062	
0.429	-0.03679417	-0.05883167	-0.04202319	-0.05883549	-0.04231246	-0.05845218	
0.4292	-0.03679194	-0.05883277	-0.04201804	-0.05883662	-0.0423095	-0.05845368	
0.4294	-0.0367898	-0.05883382	-0.04201311	-0.05883771	-0.04230665	-0.05845512	
0.4296	-0.03678752	-0.05883497	-0.04200774	-0.05883888	-0.04230358	-0.05845667	
0.4298	-0.03678533	-0.05883606	-0.04200257	-0.05884001	-0.04230063	-0.05845817	
0.43	-0.03678324	-0.05883711	-0.04199762	-0.05884109	-0.0422978	-0.05845961	
0.4302	-0.036781	-0.05883825	-0.04199222	-0.05884226	-0.04229474	-0.05846116	
0.4304	-0.03677886	-0.05883934	-0.04198704	-0.05884338	-0.04229179	-0.05846265	
0.4306	-0.0367768	-0.05884039	-0.04198206	-0.05884446	-0.04228897	-0.05846408	
0.4308	-0.03677461	-0.05884152	-0.04197664	-0.05884563	-0.04228592	-0.05846563	
0.431	-0.0367725	-0.05884261	-0.04197143	-0.05884675	-0.04228299	-0.05846712	
0.4312	-0.03677049	-0.05884366	-0.04196643	-0.05884782	-0.04228017	-0.05846854	
0.4314	-0.03676834	-0.05884479	-0.041961	-0.05884898	-0.04227713	-0.05847009	
0.4316	-0.03676628	-0.05884587	-0.04195577	-0.0588501	-0.0422742	-0.05847157	
0.4318	-0.0367643	-0.05884691	-0.04195075	-0.05885117	-0.0422714	-0.05847299	
0.432	-0.0367622	-0.05884803	-0.04194528	-0.05885233	-0.04226837	-0.05847453	
0.4322	-0.03676018	-0.05884911	-0.04194003	-0.05885344	-0.04226545	-0.058476	
0.4324	-0.03675824	-0.05885015	-0.04193499	-0.05885451	-0.04226265	-0.05847742	
0.4326	-0.03675618	-0.05885127	-0.04192951	-0.05885566	-0.04225963	-0.05847895	
0.4328	-0.0367542	-0.05885235	-0.04192423	-0.05885677	-0.04225673	-0.05848043	
0.433	-0.03675231	-0.05885338	-0.04191917	-0.05885784	-0.04225394	-0.05848184	
0.4332	-0.03675029	-0.0588545	-0.04191366	-0.05885899	-0.04225092	-0.05848337	
0.4334	-0.03674836	-0.05885557	-0.04190837	-0.05886009	-0.04224803	-0.05848483	
0.4336	-0.0367465	-0.0588566	-0.04190328	-0.05886116	-0.04224525	-0.05848624	
0.4338	-0.03674453	-0.05885771	-0.04189775	-0.0588623	-0.04224225	-0.05848777	
0.434	-0.03674264	-0.05885878	-0.04189244	-0.0588634	-0.04223936	-0.05848923	
0.4342	-0.03674082	-0.05885981	-0.04188733	-0.05886446	-0.04223659	-0.05849063	
0.4344	-0.0367389	-0.05886091	-0.04188177	-0.0588656	-0.0422336	-0.05849215	
0.4346	-0.03673706	-0.05886197	-0.04187644	-0.0588667	-0.04223072	-0.05849361	
0.4348	-0.03673528	-0.058863	-0.04187131	-0.05886775	-0.04222796	-0.05849501	
0.435	-0.0367334	-0.0588641	-0.04186573	-0.05886889	-0.04222497	-0.05849652	
0.4352	-0.0367316	-0.05886516	-0.04186037	-0.05886999	-0.0422221	-0.05849797	
0.4354	-0.03672987	-0.05886618	-0.04185522	-0.05887104	-0.04221935	-0.05849937	
0.4356	-0.03672804	-0.05886728	-0.04184962	-0.05887217	-0.04221638	-0.05850088	
0.4358	-0.03672628	-0.05886834	-0.04184423	-0.05887326	-0.04221352	-0.05850232	
0.436	-0.03672459	-0.05886935	-0.04183906	-0.05887431	-0.04221078	-0.05850372	
0.4362	-0.0367228	-0.05887045	-0.04183343	-0.05887544	-0.04220781	-0.05850522	
0.4364	-0.03672108	-0.0588715	-0.04182803	-0.05887653	-0.04220496	-0.05850666	
0.4366	-0.03671944	-0.05887251	-0.04182284	-0.05887757	-0.04220223	-0.05850805	
0.4368	-0.0367177	-0.0588736	-0.04181719	-0.0588787	-0.04219927	-0.05850955	
0.437	-0.03671603	-0.05887465	-0.04181176	-0.05887978	-0.04219643	-0.05851099	
0.4372	-0.03671442	-0.05887566	-0.04180654	-0.05888082	-0.04219371	-0.05851237	
0.4374	-0.03671273	-0.05887675	-0.04180087	-0.05888195	-0.04219076	-0.05851386	
0.4376	-0.0367111	-0.05887779	-0.04179542	-0.05888303	-0.04218793	-0.0585153	
0.4378	-0.03670954	-0.05887879	-0.04179018	-0.05888407	-0.04218521	-0.05851668	
0.438	-0.03670789	-0.05887988	-0.04178448	-0.05888518	-0.04218227	-0.05851817	
0.4382	-0.03670631	-0.05888092	-0.04177901	-0.05888626	-0.04217945	-0.0585196	
0.4384	-0.03670479	-0.05888192	-0.04177375	-0.05888729	-0.04217674	-0.05852097	
0.4386	-0.03670319	-0.058883	-0.04176803	-0.05888841	-0.04217382	-0.05852246	
0.4388	-0.03670166	-0.05888404	-0.04176253	-0.05888948	-0.04217101	-0.05852388	
0.439	-0.03670018	-0.05888503	-0.04175725	-0.05889051	-0.0421683	-0.05852525	
0.4392	-0.03669863	-0.05888611	-0.04175151	-0.05889162	-0.04216539	-0.05852673	
0.4394	-0.03669714	-0.05888714	-0.04174599	-0.05889269	-0.04216258	-0.05852815	
0.4396	-0.03669571	-0.05888813	-0.04174068	-0.05889372	-0.04215989	-0.05852951	
0.4398	-0.0366942	-0.0588892	-0.04173492	-0.05889483	-0.04215698	-0.05853099	
0.44	-0.03669276	-0.05889023	-0.04172937	-0.05889589	-0.04215419	-0.05853241	
0.4402	-0.03669137	-0.05889122	-0.04172404	-0.05889692	-0.0421515	-0.05853377	
0.4404	-0.03668991	-0.05889229	-0.04171825	-0.05889802	-0.0421486	-0.05853524	
0.4406	-0.03668851	-0.05889332	-0.04171269	-0.05889909	-0.04214582	-0.05853665	
0.4408	-0.03668717	-0.0588943	-0.04170734	-0.05890011	-0.04214314	-0.05853801	
0.441	-0.03668576	-0.05889536	-0.04170152	-0.05890121	-0.04214026	-0.05853947	
0.4412	-0.03668441	-0.05889639	-0.04169593	-0.05890227	-0.04213748	-0.05854088	
0.4414	-0.0366831	-0.05889737	-0.04169056	-0.05890328	-0.04213481	-0.05854223	
0.4416	-0.03668175	-0.05889843	-0.04168472	-0.05890438	-0.04213193	-0.05854369	
0.4418	-0.03668044	-0.05889945	-0.04167911	-0.05890543	-0.04212917	-0.0585451	
0.442	-0.03667918	-0.05890043	-0.04167372	-0.05890645	-0.04212651	-0.05854645	
0.4422	-0.03667787	-0.05890148	-0.04166785	-0.05890754	-0.04212364	-0.0585479	
0.4424	-0.03667661	-0.05890249	-0.04166222	-0.05890859	-0.04212088	-0.0585493	
0.4426	-0.0366754	-0.05890347	-0.0416568	-0.05890961	-0.04211823	-0.05855064	
0.4428	-0.03667414	-0.05890452	-0.04165091	-0.05891069	-0.04211537	-0.05855209	
0.443	-0.03667293	-0.05890553	-0.04164526	-0.05891174	-0.04211262	-0.05855349	
0.4432	-0.03667176	-0.0589065	-0.04163982	-0.05891275	-0.04210998	-0.05855483	
0.4434	-0.03667055	-0.05890755	-0.04163391	-0.05891384	-0.04210712	-0.05855628	
0.4436	-0.03666938	-0.05890856	-0.04162823	-0.05891488	-0.04210438	-0.05855767	
0.4438	-0.03666826	-0.05890953	-0.04162277	-0.05891588	-0.04210175	-0.058559	
0.444	-0.0366671	-0.05891057	-0.04161683	-0.05891697	-0.04209891	-0.05856045	
0.4442	-0.03666598	-0.05891157	-0.04161113	-0.05891801	-0.04209618	-0.05856183	
0.4444	-0.0366649	-0.05891254	-0.04160564	-0.05891901	-0.04209355	-0.05856316	
0.4446	-0.03666379	-0.05891358	-0.04159968	-0.05892009	-0.04209072	-0.0585646	
0.4448	-0.03666272	-0.05891458	-0.04159396	-0.05892113	-0.04208799	-0.05856598	
0.445	-0.03666169	-0.05891554	-0.04158846	-0.05892212	-0.04208538	-0.05856731	
0.4452	-0.03666062	-0.05891658	-0.04158247	-0.0589232	-0.04208255	-0.05856874	
0.4454	-0.0366596	-0.05891757	-0.04157672	-0.05892424	-0.04207984	-0.05857012	
0.4456	-0.03665861	-0.05891853	-0.04157119	-0.05892523	-0.04207723	-0.05857144	
0.4458	-0.0366576	-0.05891956	-0.04156518	-0.0589263	-0.04207441	-0.05857287	
0.446	-0.03665663	-0.05892055	-0.04155941	-0.05892733	-0.04207171	-0.05857424	
0.4462	-0.03665569	-0.05892151	-0.04155386	-0.05892832	-0.04206911	-0.05857556	
0.4464	-0.03665472	-0.05892254	-0.04154783	-0.05892939	-0.0420663	-0.05857699	
0.4466	-0.03665379	-0.05892352	-0.04154203	-0.05893042	-0.04206361	-0.05857836	
0.4468	-0.0366529	-0.05892447	-0.04153647	-0.05893141	-0.04206101	-0.05857967	
0.447	-0.03665199	-0.0589255	-0.04153041	-0.05893247	-0.04205821	-0.05858109	
0.4472	-0.03665111	-0.05892649	-0.04152459	-0.05893349	-0.04205552	-0.05858245	
0.4474	-0.03665027	-0.05892743	-0.041519	-0.05893448	-0.04205294	-0.05858377	
0.4476	-0.0366494	-0.05892845	-0.04151291	-0.05893554	-0.04205015	-0.05858518	
0.4478	-0.03664857	-0.05892944	-0.04150707	-0.05893656	-0.04204747	-0.05858654	
0.448	-0.03664777	-0.05893038	-0.04150146	-0.05893754	-0.0420449	-0.05858785	
0.4482	-0.03664696	-0.0589314	-0.04149536	-0.0589386	-0.04204212	-0.05858926	
0.4484	-0.03664618	-0.05893238	-0.04148949	-0.05893962	-0.04203945	-0.05859062	
0.4486	-0.03664543	-0.05893331	-0.04148386	-0.05894059	-0.04203688	-0.05859192	
0.4488	-0.03664466	-0.05893433	-0.04147773	-0.05894165	-0.04203411	-0.05859333	
0.449	-0.03664393	-0.0589353	-0.04147184	-0.05894266	-0.04203145	-0.05859468	
0.4492	-0.03664323	-0.05893624	-0.04146618	-0.05894364	-0.04202889	-0.05859598	
0.4494	-0.03664252	-0.05893725	-0.04146003	-0.05894469	-0.04202613	-0.05859738	
0.4496	-0.03664183	-0.05893822	-0.04145412	-0.0589457	-0.04202347	-0.05859873	
0.4498	-0.03664118	-0.05893915	-0.04144844	-0.05894667	-0.04202092	-0.05860002	
0.45	-0.03664052	-0.05894016	-0.04144226	-0.05894772	-0.04201817	-0.05860142	
0.4502	-0.03663988	-0.05894113	-0.04143633	-0.05894873	-0.04201552	-0.05860277	
0.4504	-0.03663927	-0.05894206	-0.04143063	-0.05894969	-0.04201298	-0.05860405	
0.4506	-0.03663867	-0.05894306	-0.04142443	-0.05895074	-0.04201024	-0.05860545	
0.4508	-0.03663808	-0.05894402	-0.04141848	-0.05895174	-0.0420076	-0.05860679	
0.451	-0.03663752	-0.05894495	-0.04141276	-0.0589527	-0.04200507	-0.05860807	
0.4512	-0.03663696	-0.05894595	-0.04140653	-0.05895375	-0.04200233	-0.05860946	
0.4514	-0.03663643	-0.05894691	-0.04140056	-0.05895475	-0.0419997	-0.0586108	
0.4516	-0.03663591	-0.05894783	-0.04139481	-0.05895571	-0.04199718	-0.05861208	
0.4518	-0.03663541	-0.05894883	-0.04138857	-0.05895675	-0.04199445	-0.05861347	
0.452	-0.03663492	-0.05894978	-0.04138257	-0.05895774	-0.04199183	-0.0586148	
0.4522	-0.03663446	-0.0589507	-0.0413768	-0.0589587	-0.04198931	-0.05861608	
0.4524	-0.036634	-0.05895169	-0.04137053	-0.05895974	-0.04198659	-0.05861746	
0.4526	-0.03663357	-0.05895265	-0.04136451	-0.05896073	-0.04198398	-0.05861879	
0.4528	-0.03663315	-0.05895356	-0.04135872	-0.05896169	-0.04198147	-0.05862006	
0.453	-0.03663275	-0.05895455	-0.04135243	-0.05896272	-0.04197876	-0.05862144	
0.4532	-0.03663236	-0.0589555	-0.04134639	-0.0589637	-0.04197615	-0.05862276	
0.4534	-0.03663199	-0.05895641	-0.04134058	-0.05896466	-0.04197365	-0.05862403	
0.4536	-0.03663164	-0.0589574	-0.04133426	-0.05896569	-0.04197095	-0.0586254	
0.4538	-0.03663131	-0.05895835	-0.0413282	-0.05896667	-0.04196836	-0.05862672	
0.454	-0.03663098	-0.05895926	-0.04132237	-0.05896762	-0.04196586	-0.05862799	
0.4542	-0.03663069	-0.05896024	-0.04131603	-0.05896864	-0.04196317	-0.05862936	
0.4544	-0.0366304	-0.05896118	-0.04130995	-0.05896963	-0.04196058	-0.05863068	
0.4546	-0.03663013	-0.05896209	-0.0413041	-0.05897057	-0.0419581	-0.05863194	
0.4548	-0.03662989	-0.05896306	-0.04129774	-0.0589716	-0.04195541	-0.0586333	
0.455	-0.03662965	-0.058964	-0.04129162	-0.05897258	-0.04195283	-0.05863461	
0.4552	-0.03662943	-0.05896491	-0.04128576	-0.05897352	-0.04195036	-0.05863587	
0.4554	-0.03662924	-0.05896588	-0.04127937	-0.05897454	-0.04194768	-0.05863723	
0.4556	-0.03662905	-0.05896682	-0.04127324	-0.05897551	-0.04194511	-0.05863854	
0.4558	-0.03662888	-0.05896772	-0.04126735	-0.05897645	-0.04194264	-0.05863979	
0.456	-0.03662874	-0.05896869	-0.04126095	-0.05897747	-0.04193997	-0.05864115	
0.4562	-0.03662861	-0.05896962	-0.04125479	-0.05897844	-0.04193741	-0.05864245	
0.4564	-0.03662848	-0.05897051	-0.04124888	-0.05897938	-0.04193495	-0.05864371	
0.4566	-0.0366284	-0.05897148	-0.04124246	-0.05898039	-0.04193229	-0.05864506	
0.4568	-0.03662831	-0.05897241	-0.04123628	-0.05898136	-0.04192974	-0.05864636	
0.457	-0.03662824	-0.0589733	-0.04123035	-0.05898229	-0.04192728	-0.05864761	
0.4572	-0.0366282	-0.05897427	-0.0412239	-0.0589833	-0.04192463	-0.05864896	
0.4574	-0.03662817	-0.0589752	-0.04121771	-0.05898427	-0.04192208	-0.05865025	
0.4576	-0.03662814	-0.05897608	-0.04121175	-0.0589852	-0.04191964	-0.05865149	
0.4578	-0.03662816	-0.05897705	-0.04120529	-0.0589862	-0.041917	-0.05865284	
0.458	-0.03662818	-0.05897797	-0.04119907	-0.05898717	-0.04191446	-0.05865413	
0.4582	-0.0366282	-0.05897886	-0.0411931	-0.05898809	-0.04191202	-0.05865537	
0.4584	-0.03662828	-0.05897981	-0.0411866	-0.05898909	-0.04190939	-0.05865671	
0.4586	-0.03662835	-0.05898073	-0.04118037	-0.05899005	-0.04190686	-0.058658	
0.4588	-0.03662841	-0.05898162	-0.04117438	-0.05899098	-0.04190442	-0.05865923	
0.459	-0.03662854	-0.05898257	-0.04116786	-0.05899198	-0.0419018	-0.05866057	
0.4592	-0.03662867	-0.05898349	-0.04116161	-0.05899293	-0.04189928	-0.05866185	
0.4594	-0.03662878	-0.05898437	-0.0411556	-0.05899386	-0.04189685	-0.05866309	
0.4596	-0.03662897	-0.05898532	-0.04114906	-0.05899485	-0.04189424	-0.05866442	
0.4598	-0.03662914	-0.05898623	-0.04114278	-0.05899581	-0.04189172	-0.0586657	
0.46	-0.0366293	-0.0589871	-0.04113675	-0.05899672	-0.04188931	-0.05866693	
0.4602	-0.03662954	-0.05898805	-0.0411302	-0.05899771	-0.0418867	-0.05866825	
0.4604	-0.03662977	-0.05898896	-0.0411239	-0.05899867	-0.0418842	-0.05866953	
0.4606	-0.03662998	-0.05898983	-0.04111785	-0.05899958	-0.04188178	-0.05867076	
0.4608	-0.03663027	-0.05899078	-0.04111128	-0.05900057	-0.04187918	-0.05867208	
0.461	-0.03663055	-0.05899169	-0.04110496	-0.05900152	-0.04187669	-0.05867335	
0.4612	-0.03663081	-0.05899255	-0.04109889	-0.05900243	-0.04187429	-0.05867457	
0.4614	-0.03663116	-0.0589935	-0.04109229	-0.05900341	-0.04187169	-0.05867589	
0.4616	-0.03663148	-0.0589944	-0.04108595	-0.05900436	-0.0418692	-0.05867716	
0.4618	-0.0366318	-0.05899527	-0.04107987	-0.05900527	-0.04186681	-0.05867838	
0.462	-0.0366322	-0.0589962	-0.04107325	-0.05900625	-0.04186423	-0.05867969	
0.4622	-0.03663258	-0.0589971	-0.04106689	-0.05900719	-0.04186175	-0.05868096	
0.4624	-0.03663294	-0.05899797	-0.04106079	-0.0590081	-0.04185936	-0.05868217	
0.4626	-0.03663339	-0.0589989	-0.04105415	-0.05900908	-0.04185678	-0.05868348	
0.4628	-0.03663382	-0.0589998	-0.04104777	-0.05901001	-0.04185431	-0.05868474	
0.463	-0.03663424	-0.05900066	-0.04104165	-0.05901092	-0.04185193	-0.05868595	
0.4632	-0.03663474	-0.05900159	-0.04103499	-0.05901189	-0.04184937	-0.05868726	
0.4634	-0.03663522	-0.05900248	-0.0410286	-0.05901283	-0.0418469	-0.05868852	
0.4636	-0.03663569	-0.05900334	-0.04102245	-0.05901373	-0.04184453	-0.05868973	
0.4638	-0.03663624	-0.05900427	-0.04101578	-0.0590147	-0.04184197	-0.05869103	
0.464	-0.03663678	-0.05900516	-0.04100937	-0.05901563	-0.04183951	-0.05869228	
0.4642	-0.0366373	-0.05900601	-0.0410032	-0.05901653	-0.04183715	-0.05869349	
0.4644	-0.03663791	-0.05900693	-0.04099651	-0.05901749	-0.0418346	-0.05869479	
0.4646	-0.03663849	-0.05900782	-0.04099008	-0.05901843	-0.04183215	-0.05869604	
0.4648	-0.03663906	-0.05900867	-0.0409839	-0.05901932	-0.04182979	-0.05869724	
0.465	-0.03663972	-0.05900959	-0.04097718	-0.05902028	-0.04182725	-0.05869853	
0.4652	-0.03664036	-0.05901048	-0.04097073	-0.05902121	-0.04182481	-0.05869978	
0.4654	-0.03664098	-0.05901133	-0.04096454	-0.0590221	-0.04182246	-0.05870098	
0.4656	-0.03664169	-0.05901224	-0.0409578	-0.05902306	-0.04181992	-0.05870227	
0.4658	-0.03664239	-0.05901312	-0.04095133	-0.05902399	-0.04181749	-0.05870351	
0.466	-0.03664305	-0.05901397	-0.04094512	-0.05902488	-0.04181515	-0.0587047	
0.4662	-0.03664382	-0.05901488	-0.04093837	-0.05902584	-0.04181262	-0.05870599	
0.4664	-0.03664457	-0.05901576	-0.04093188	-0.05902676	-0.04181019	-0.05870723	
0.4666	-0.03664528	-0.0590166	-0.04092565	-0.05902764	-0.04180786	-0.05870842	
0.4668	-0.03664611	-0.05901751	-0.04091888	-0.0590286	-0.04180534	-0.05870971	
0.467	-0.0366469	-0.05901839	-0.04091238	-0.05902952	-0.04180292	-0.05871094	
0.4672	-0.03664766	-0.05901923	-0.04090613	-0.0590304	-0.0418006	-0.05871213	
0.4674	-0.03664855	-0.05902014	-0.04089934	-0.05903135	-0.04179808	-0.05871341	
0.4676	-0.03664939	-0.05902101	-0.04089282	-0.05903226	-0.04179567	-0.05871464	
0.4678	-0.0366502	-0.05902184	-0.04088655	-0.05903314	-0.04179335	-0.05871582	
0.468	-0.03665114	-0.05902275	-0.04087975	-0.05903409	-0.04179085	-0.0587171	
0.4682	-0.03665204	-0.05902361	-0.04087321	-0.059035	-0.04178844	-0.05871833	
0.4684	-0.0366529	-0.05902445	-0.04086693	-0.05903588	-0.04178613	-0.05871951	
0.4686	-0.03665389	-0.05902535	-0.04086011	-0.05903682	-0.04178364	-0.05872078	
0.4688	-0.03665484	-0.05902622	-0.04085356	-0.05903773	-0.04178124	-0.058722	
0.469	-0.03665575	-0.05902705	-0.04084726	-0.05903861	-0.04177894	-0.05872318	
0.4692	-0.03665679	-0.05902794	-0.04084042	-0.05903955	-0.04177645	-0.05872445	
0.4694	-0.0366578	-0.0590288	-0.04083385	-0.05904046	-0.04177406	-0.05872567	
0.4696	-0.03665876	-0.05902964	-0.04082754	-0.05904133	-0.04177177	-0.05872684	
