Time	(10) Hip Flx Ib	(11) Knee Ext Ib	(12) Knee Flx Ib	(13) Ankle Ext Ib	(14) Ankle Flx Ib	(9) Hip Ext Ib	
4.0942	-0.05069324	-0.04851789	-0.04	-0.04852953	-0.04	-0.05973445	
4.0944	-0.05070373	-0.04850775	-0.04	-0.04851941	-0.04	-0.05973459	
4.0946	-0.05071382	-0.04849801	-0.04	-0.04850968	-0.04	-0.05973473	
4.0948	-0.0507235	-0.04848865	-0.04	-0.04850034	-0.04	-0.05973487	
4.095	-0.05073396	-0.04847855	-0.04	-0.04849025	-0.04	-0.05973502	
4.0952	-0.05074401	-0.04846884	-0.04	-0.04848056	-0.04	-0.05973515	
4.0954	-0.05075367	-0.04845951	-0.04	-0.04847125	-0.04	-0.05973529	
4.0956	-0.05076409	-0.04844944	-0.04	-0.04846119	-0.04	-0.05973544	
4.0958	-0.0507741	-0.04843976	-0.04	-0.04845153	-0.04	-0.05973557	
4.096	-0.05078373	-0.04843047	-0.04	-0.04844225	-0.04	-0.05973571	
4.0962	-0.05079412	-0.04842043	-0.04	-0.04843223	-0.04	-0.05973586	
4.0964	-0.0508041	-0.04841078	-0.04	-0.0484226	-0.04	-0.05973599	
4.0966	-0.05081369	-0.04840152	-0.04	-0.04841335	-0.04	-0.05973613	
4.0968	-0.05082405	-0.04839151	-0.04	-0.04840336	-0.04	-0.05973627	
4.097	-0.050834	-0.0483819	-0.04	-0.04839376	-0.04	-0.05973641	
4.0972	-0.05084356	-0.04837267	-0.04	-0.04838454	-0.04	-0.05973655	
4.0974	-0.05085388	-0.0483627	-0.04	-0.04837459	-0.04	-0.05973669	
4.0976	-0.05086379	-0.04835312	-0.04	-0.04836502	-0.04	-0.05973683	
4.0978	-0.05087332	-0.04834392	-0.04	-0.04835583	-0.04	-0.05973696	
4.098	-0.05088361	-0.04833398	-0.04	-0.04834591	-0.04	-0.0597371	
4.0982	-0.05089349	-0.04832443	-0.04	-0.04833638	-0.04	-0.05973724	
4.0984	-0.05090299	-0.04831526	-0.04	-0.04832722	-0.04	-0.05973738	
4.0986	-0.05091324	-0.04830536	-0.04	-0.04831733	-0.04	-0.05973752	
4.0988	-0.05092309	-0.04829584	-0.04	-0.04830782	-0.04	-0.05973766	
4.099	-0.05093256	-0.0482867	-0.04	-0.04829869	-0.04	-0.05973779	
4.0992	-0.05094278	-0.04827683	-0.04	-0.04828884	-0.04	-0.05973793	
4.0994	-0.0509526	-0.04826735	-0.04	-0.04827937	-0.04	-0.05973807	
4.0996	-0.05096203	-0.04825823	-0.04	-0.04827027	-0.04	-0.0597382	
4.0998	-0.05097222	-0.0482484	-0.04	-0.04826044	-0.04	-0.05973835	
4.1	-0.05098201	-0.04823894	-0.04	-0.048251	-0.04	-0.05973848	
4.1002	-0.05099141	-0.04822987	-0.04	-0.04824194	-0.04	-0.05973861	
4.1004	-0.05100156	-0.04822006	-0.04	-0.04823214	-0.04	-0.05973876	
4.1006	-0.05101131	-0.04821064	-0.04	-0.04822274	-0.04	-0.05973889	
4.1008	-0.05102069	-0.04820159	-0.04	-0.04821369	-0.04	-0.05973902	
4.101	-0.0510308	-0.04819182	-0.04	-0.04820393	-0.04	-0.05973917	
4.1012	-0.05104053	-0.04818244	-0.04	-0.04819456	-0.04	-0.0597393	
4.1014	-0.05104987	-0.04817341	-0.04	-0.04818555	-0.04	-0.05973943	
4.1016	-0.05105995	-0.04816367	-0.04	-0.04817582	-0.04	-0.05973957	
4.1018	-0.05106964	-0.04815432	-0.04	-0.04816648	-0.04	-0.05973971	
4.102	-0.05107895	-0.04814533	-0.04	-0.04815749	-0.04	-0.05973984	
4.1022	-0.051089	-0.04813563	-0.04	-0.0481478	-0.04	-0.05973998	
4.1024	-0.05109866	-0.0481263	-0.04	-0.04813848	-0.04	-0.05974011	
4.1026	-0.05110794	-0.04811734	-0.04	-0.04812953	-0.04	-0.05974024	
4.1028	-0.05111796	-0.04810767	-0.04	-0.04811987	-0.04	-0.05974038	
4.103	-0.05112759	-0.04809838	-0.04	-0.04811059	-0.04	-0.05974052	
4.1032	-0.05113684	-0.04808945	-0.04	-0.04810167	-0.04	-0.05974065	
4.1034	-0.05114682	-0.04807981	-0.04	-0.04809203	-0.04	-0.05974079	
4.1036	-0.05115642	-0.04807055	-0.04	-0.04808278	-0.04	-0.05974092	
4.1038	-0.05116563	-0.04806165	-0.04	-0.04807389	-0.04	-0.05974105	
4.104	-0.05117559	-0.04805204	-0.04	-0.04806429	-0.04	-0.05974119	
4.1042	-0.05118515	-0.04804281	-0.04	-0.04805507	-0.04	-0.05974132	
4.1044	-0.05119434	-0.04803394	-0.04	-0.04804621	-0.04	-0.05974145	
4.1046	-0.05120426	-0.04802436	-0.04	-0.04803663	-0.04	-0.05974159	
4.1048	-0.05121379	-0.04801516	-0.04	-0.04802744	-0.04	-0.05974172	
4.105	-0.05122294	-0.04800633	-0.04	-0.04801861	-0.04	-0.05974185	
4.1052	-0.05123283	-0.04799678	-0.04	-0.04800908	-0.04	-0.05974199	
4.1054	-0.05124233	-0.04798761	-0.04	-0.04799991	-0.04	-0.05974212	
4.1056	-0.05125146	-0.0479788	-0.04	-0.04799111	-0.04	-0.05974225	
4.1058	-0.05126131	-0.04796929	-0.04	-0.0479816	-0.04	-0.05974239	
4.106	-0.05127078	-0.04796015	-0.04	-0.04797247	-0.04	-0.05974252	
4.1062	-0.05127988	-0.04795137	-0.04	-0.0479637	-0.04	-0.05974265	
4.1064	-0.0512897	-0.04794189	-0.04	-0.04795422	-0.04	-0.05974279	
4.1066	-0.05129914	-0.04793279	-0.04	-0.04794512	-0.04	-0.05974292	
4.1068	-0.0513082	-0.04792404	-0.04	-0.04793638	-0.04	-0.05974304	
4.107	-0.05131799	-0.04791459	-0.04	-0.04792693	-0.04	-0.05974318	
4.1072	-0.0513274	-0.04790551	-0.04	-0.04791786	-0.04	-0.05974331	
4.1074	-0.05133644	-0.04789679	-0.04	-0.04790914	-0.04	-0.05974344	
4.1076	-0.05134619	-0.04788738	-0.04	-0.04789973	-0.04	-0.05974358	
4.1078	-0.05135557	-0.04787833	-0.04	-0.04789069	-0.04	-0.05974371	
4.108	-0.05136458	-0.04786964	-0.04	-0.047882	-0.04	-0.05974383	
4.1082	-0.0513743	-0.04786025	-0.04	-0.04787262	-0.04	-0.05974397	
4.1084	-0.05138365	-0.04785124	-0.04	-0.04786361	-0.04	-0.0597441	
4.1086	-0.05139262	-0.04784258	-0.04	-0.04785495	-0.04	-0.05974422	
4.1088	-0.05140232	-0.04783322	-0.04	-0.0478456	-0.04	-0.05974436	
4.109	-0.05141163	-0.04782424	-0.04	-0.04783662	-0.04	-0.05974449	
4.1092	-0.05142058	-0.04781561	-0.04	-0.04782799	-0.04	-0.05974462	
4.1094	-0.05143024	-0.04780629	-0.04	-0.04781867	-0.04	-0.05974475	
4.1096	-0.05143952	-0.04779733	-0.04	-0.04780972	-0.04	-0.05974488	
4.1098	-0.05144844	-0.04778872	-0.04	-0.04780111	-0.04	-0.059745	
4.11	-0.05145807	-0.04777944	-0.04	-0.04779183	-0.04	-0.05974514	
4.1102	-0.05146732	-0.04777051	-0.04	-0.04778291	-0.04	-0.05974527	
4.1104	-0.05147621	-0.04776194	-0.04	-0.04777433	-0.04	-0.05974539	
4.1106	-0.05148581	-0.04775268	-0.04	-0.04776507	-0.04	-0.05974553	
4.1108	-0.05149503	-0.04774378	-0.04	-0.04775618	-0.04	-0.05974565	
4.111	-0.05150389	-0.04773524	-0.04	-0.04774763	-0.04	-0.05974578	
4.1112	-0.05151345	-0.04772601	-0.04	-0.04773841	-0.04	-0.05974591	
4.1114	-0.05152265	-0.04771714	-0.04	-0.04772954	-0.04	-0.05974604	
4.1116	-0.05153148	-0.04770862	-0.04	-0.04772102	-0.04	-0.05974616	
4.1118	-0.05154101	-0.04769943	-0.04	-0.04771183	-0.04	-0.0597463	
4.112	-0.05155017	-0.04769059	-0.04	-0.04770299	-0.04	-0.05974643	
4.1122	-0.05155897	-0.0476821	-0.04	-0.0476945	-0.04	-0.05974655	
4.1124	-0.05156847	-0.04767294	-0.04	-0.04768534	-0.04	-0.05974668	
4.1126	-0.05157761	-0.04766413	-0.04	-0.04767653	-0.04	-0.05974681	
4.1128	-0.05158637	-0.04765567	-0.04	-0.04766807	-0.04	-0.05974693	
4.113	-0.05159585	-0.04764654	-0.04	-0.04765894	-0.04	-0.05974707	
4.1132	-0.05160495	-0.04763776	-0.04	-0.04765016	-0.04	-0.05974719	
4.1134	-0.05161369	-0.04762933	-0.04	-0.04764173	-0.04	-0.05974731	
4.1136	-0.05162313	-0.04762023	-0.04	-0.04763262	-0.04	-0.05974745	
4.1138	-0.0516322	-0.04761148	-0.04	-0.04762387	-0.04	-0.05974757	
4.114	-0.05164092	-0.04760307	-0.04	-0.04761547	-0.04	-0.0597477	
4.1142	-0.05165032	-0.047594	-0.04	-0.04760639	-0.04	-0.05974783	
4.1144	-0.05165936	-0.04758529	-0.04	-0.04759767	-0.04	-0.05974795	
4.1146	-0.05166805	-0.04757691	-0.04	-0.04758929	-0.04	-0.05974807	
4.1148	-0.05167743	-0.04756787	-0.04	-0.04758025	-0.04	-0.05974821	
4.115	-0.05168644	-0.04755918	-0.04	-0.04757156	-0.04	-0.05974833	
4.1152	-0.05169509	-0.04755083	-0.04	-0.04756321	-0.04	-0.05974845	
4.1154	-0.05170444	-0.04754182	-0.04	-0.04755419	-0.04	-0.05974858	
4.1156	-0.05171342	-0.04753316	-0.04	-0.04754553	-0.04	-0.05974871	
4.1158	-0.05172205	-0.04752484	-0.04	-0.04753721	-0.04	-0.05974883	
4.116	-0.05173137	-0.04751586	-0.04	-0.04752822	-0.04	-0.05974896	
4.1162	-0.05174032	-0.04750723	-0.04	-0.04751959	-0.04	-0.05974909	
4.1164	-0.05174892	-0.04749894	-0.04	-0.04751129	-0.04	-0.0597492	
4.1166	-0.0517582	-0.04748999	-0.04	-0.04750234	-0.04	-0.05974934	
4.1168	-0.05176713	-0.04748139	-0.04	-0.04749373	-0.04	-0.05974946	
4.117	-0.0517757	-0.04747313	-0.04	-0.04748547	-0.04	-0.05974958	
4.1172	-0.05178495	-0.0474642	-0.04	-0.04747654	-0.04	-0.05974971	
4.1174	-0.05179384	-0.04745563	-0.04	-0.04746796	-0.04	-0.05974983	
4.1176	-0.05180239	-0.04744739	-0.04	-0.04745972	-0.04	-0.05974995	
4.1178	-0.05181161	-0.0474385	-0.04	-0.04745083	-0.04	-0.05975008	
