Time	(15) Hip Ext II	(16) Hip Flx II	(17) Knee Ext II	(18) Knee Flx II	(19) Ankle Ext II	(20) Ankle Flx II	
2.7662	-0.05612752	-0.04539146	-0.05998677	-0.04000504	-0.05999434	-0.04	
2.7664	-0.05612298	-0.04539707	-0.05998677	-0.04000504	-0.05999434	-0.04	
2.7666	-0.05611807	-0.04540316	-0.05998676	-0.04000504	-0.05999434	-0.04	
2.7668	-0.05611334	-0.045409	-0.05998676	-0.04000504	-0.05999434	-0.04	
2.767	-0.0561088	-0.04541462	-0.05998676	-0.04000504	-0.05999434	-0.04	
2.7672	-0.05610388	-0.0454207	-0.05998676	-0.04000505	-0.05999434	-0.04	
2.7674	-0.05609915	-0.04542655	-0.05998675	-0.04000505	-0.05999434	-0.04	
2.7676	-0.0560946	-0.04543217	-0.05998675	-0.04000505	-0.05999434	-0.04	
2.7678	-0.05608967	-0.04543827	-0.05998674	-0.04000506	-0.05999434	-0.04	
2.768	-0.05608493	-0.04544412	-0.05998674	-0.04000506	-0.05999434	-0.04	
2.7682	-0.05608037	-0.04544974	-0.05998674	-0.04000507	-0.05999434	-0.04	
2.7684	-0.05607544	-0.04545584	-0.05998674	-0.04000507	-0.05999434	-0.04	
2.7686	-0.05607069	-0.0454617	-0.05998674	-0.04000507	-0.05999434	-0.04	
2.7688	-0.05606613	-0.04546732	-0.05998674	-0.04000507	-0.05999433	-0.04	
2.769	-0.05606118	-0.04547343	-0.05998673	-0.04000507	-0.05999433	-0.04	
2.7692	-0.05605643	-0.04547929	-0.05998673	-0.04000508	-0.05999433	-0.04	
2.7694	-0.05605186	-0.04548492	-0.05998673	-0.04000508	-0.05999433	-0.04	
2.7696	-0.05604691	-0.04549103	-0.05998672	-0.04000508	-0.05999433	-0.04	
2.7698	-0.05604215	-0.0454969	-0.05998672	-0.04000509	-0.05999433	-0.04	
2.77	-0.05603758	-0.04550254	-0.05998671	-0.04000509	-0.05999433	-0.04	
2.7702	-0.05603261	-0.04550865	-0.05998671	-0.04000509	-0.05999433	-0.04	
2.7704	-0.05602785	-0.04551452	-0.05998671	-0.0400051	-0.05999433	-0.04	
2.7706	-0.05602327	-0.04552016	-0.05998671	-0.0400051	-0.05999432	-0.04	
2.7708	-0.0560183	-0.04552627	-0.05998671	-0.0400051	-0.05999432	-0.04	
2.771	-0.05601352	-0.04553214	-0.0599867	-0.0400051	-0.05999432	-0.04	
2.7712	-0.05600894	-0.04553778	-0.0599867	-0.04000511	-0.05999432	-0.04	
2.7714	-0.05600396	-0.04554391	-0.0599867	-0.04000511	-0.05999432	-0.04	
2.7716	-0.05599918	-0.04554978	-0.0599867	-0.04000511	-0.05999431	-0.04	
2.7718	-0.05599459	-0.04555543	-0.05998669	-0.04000511	-0.05999431	-0.04	
2.772	-0.05598961	-0.04556156	-0.05998669	-0.04000511	-0.05999431	-0.04	
2.7722	-0.05598482	-0.04556743	-0.05998668	-0.04000511	-0.05999431	-0.04	
2.7724	-0.05598022	-0.04557309	-0.05998668	-0.04000512	-0.05999431	-0.04	
2.7726	-0.05597523	-0.04557921	-0.05998668	-0.04000512	-0.05999431	-0.04	
2.7728	-0.05597044	-0.0455851	-0.05998668	-0.04000512	-0.05999431	-0.04	
2.773	-0.05596583	-0.04559075	-0.05998667	-0.04000512	-0.05999431	-0.04	
2.7732	-0.05596084	-0.04559689	-0.05998667	-0.04000513	-0.0599943	-0.04	
2.7734	-0.05595604	-0.04560278	-0.05998667	-0.04000513	-0.0599943	-0.04	
2.7736	-0.05595143	-0.04560844	-0.05998666	-0.04000513	-0.0599943	-0.04	
2.7738	-0.05594643	-0.04561457	-0.05998666	-0.04000513	-0.0599943	-0.04	
2.774	-0.05594162	-0.04562047	-0.05998665	-0.04000513	-0.0599943	-0.04	
2.7742	-0.05593701	-0.04562613	-0.05998665	-0.04000514	-0.0599943	-0.04	
2.7744	-0.055932	-0.04563227	-0.05998665	-0.04000514	-0.0599943	-0.04	
2.7746	-0.05592719	-0.04563817	-0.05998664	-0.04000514	-0.0599943	-0.04	
2.7748	-0.05592256	-0.04564384	-0.05998664	-0.04000514	-0.0599943	-0.04	
2.775	-0.05591755	-0.04564998	-0.05998664	-0.04000514	-0.0599943	-0.04	
2.7752	-0.05591273	-0.04565588	-0.05998664	-0.04000515	-0.0599943	-0.04	
2.7754	-0.0559081	-0.04566155	-0.05998663	-0.04000515	-0.05999429	-0.04	
2.7756	-0.05590308	-0.04566769	-0.05998663	-0.04000515	-0.05999429	-0.04	
2.7758	-0.05589825	-0.0456736	-0.05998662	-0.04000515	-0.0599943	-0.04	
2.776	-0.05589361	-0.04567927	-0.05998662	-0.04000515	-0.0599943	-0.04	
2.7762	-0.05588859	-0.04568542	-0.05998662	-0.04000516	-0.05999429	-0.04	
2.7764	-0.05588375	-0.04569133	-0.05998661	-0.04000516	-0.05999429	-0.04	
2.7766	-0.05587911	-0.04569701	-0.05998661	-0.04000516	-0.05999429	-0.04	
2.7768	-0.05587408	-0.04570316	-0.05998661	-0.04000516	-0.05999429	-0.04	
2.777	-0.05586924	-0.04570907	-0.05998661	-0.04000516	-0.05999429	-0.04	
2.7772	-0.05586459	-0.04571475	-0.0599866	-0.04000517	-0.05999429	-0.04	
2.7774	-0.05585955	-0.04572091	-0.0599866	-0.04000517	-0.05999429	-0.04	
2.7776	-0.05585471	-0.04572682	-0.0599866	-0.04000517	-0.05999428	-0.04	
2.7778	-0.05585006	-0.0457325	-0.0599866	-0.04000517	-0.05999428	-0.04	
2.778	-0.05584501	-0.04573866	-0.05998659	-0.04000518	-0.05999428	-0.04	
2.7782	-0.05584016	-0.04574458	-0.05998659	-0.04000518	-0.05999428	-0.04	
2.7784	-0.0558355	-0.04575027	-0.05998658	-0.04000518	-0.05999428	-0.04	
2.7786	-0.05583045	-0.04575643	-0.05998658	-0.04000518	-0.05999428	-0.04	
2.7788	-0.05582559	-0.04576235	-0.05998658	-0.04000518	-0.05999428	-0.04	
2.779	-0.05582093	-0.04576804	-0.05998658	-0.04000519	-0.05999428	-0.04	
2.7792	-0.05581586	-0.04577421	-0.05998657	-0.04000519	-0.05999428	-0.04	
2.7794	-0.055811	-0.04578013	-0.05998657	-0.04000519	-0.05999428	-0.04	
2.7796	-0.05580633	-0.04578582	-0.05998657	-0.04000519	-0.05999428	-0.04	
2.7798	-0.05580126	-0.04579199	-0.05998656	-0.0400052	-0.05999427	-0.04	
2.78	-0.0557964	-0.04579792	-0.05998656	-0.0400052	-0.05999427	-0.04	
2.7802	-0.05579172	-0.04580361	-0.05998655	-0.0400052	-0.05999427	-0.04	
2.7804	-0.05578665	-0.04580979	-0.05998655	-0.0400052	-0.05999427	-0.04	
2.7806	-0.05578177	-0.04581571	-0.05998655	-0.0400052	-0.05999427	-0.04	
2.7808	-0.05577709	-0.04582141	-0.05998655	-0.0400052	-0.05999427	-0.04	
2.781	-0.05577201	-0.04582759	-0.05998654	-0.0400052	-0.05999427	-0.04	
2.7812	-0.05576713	-0.04583352	-0.05998654	-0.04000521	-0.05999427	-0.04	
2.7814	-0.05576244	-0.04583922	-0.05998654	-0.04000521	-0.05999427	-0.04	
2.7816	-0.05575735	-0.0458454	-0.05998654	-0.04000521	-0.05999427	-0.04	
2.7818	-0.05575247	-0.04585133	-0.05998653	-0.04000521	-0.05999427	-0.04	
2.782	-0.05574777	-0.04585703	-0.05998653	-0.04000521	-0.05999427	-0.04	
2.7822	-0.05574268	-0.04586322	-0.05998653	-0.04000522	-0.05999427	-0.04	
2.7824	-0.05573779	-0.04586916	-0.05998653	-0.04000522	-0.05999427	-0.04	
2.7826	-0.05573309	-0.04587486	-0.05998652	-0.04000522	-0.05999427	-0.04	
2.7828	-0.055728	-0.04588105	-0.05998652	-0.04000523	-0.05999426	-0.04	
2.783	-0.0557231	-0.04588699	-0.05998652	-0.04000523	-0.05999426	-0.04	
2.7832	-0.05571839	-0.0458927	-0.05998651	-0.04000523	-0.05999426	-0.04	
2.7834	-0.05571329	-0.04589888	-0.05998651	-0.04000523	-0.05999425	-0.04	
2.7836	-0.05570839	-0.04590483	-0.05998651	-0.04000523	-0.05999425	-0.04	
2.7838	-0.05570367	-0.04591054	-0.05998651	-0.04000523	-0.05999425	-0.04	
2.784	-0.05569857	-0.04591673	-0.0599865	-0.04000524	-0.05999425	-0.04	
2.7842	-0.05569366	-0.04592267	-0.0599865	-0.04000524	-0.05999425	-0.04	
2.7844	-0.05568894	-0.04592839	-0.0599865	-0.04000524	-0.05999425	-0.04	
2.7846	-0.05568383	-0.04593458	-0.05998649	-0.04000524	-0.05999425	-0.04	
2.7848	-0.05567892	-0.04594053	-0.05998649	-0.04000524	-0.05999425	-0.04	
2.785	-0.0556742	-0.04594625	-0.05998649	-0.04000525	-0.05999425	-0.04	
2.7852	-0.05566908	-0.04595245	-0.05998648	-0.04000525	-0.05999424	-0.04	
2.7854	-0.05566416	-0.0459584	-0.05998648	-0.04000525	-0.05999424	-0.04	
2.7856	-0.05565943	-0.04596411	-0.05998648	-0.04000525	-0.05999424	-0.04	
2.7858	-0.05565431	-0.04597031	-0.05998648	-0.04000526	-0.05999424	-0.04	
2.786	-0.05564938	-0.04597627	-0.05998647	-0.04000526	-0.05999424	-0.04	
2.7862	-0.05564465	-0.04598199	-0.05998647	-0.04000526	-0.05999424	-0.04	
2.7864	-0.05563952	-0.04598819	-0.05998646	-0.04000526	-0.05999424	-0.04	
2.7866	-0.05563459	-0.04599414	-0.05998646	-0.04000526	-0.05999424	-0.04	
2.7868	-0.05562985	-0.04599987	-0.05998646	-0.04000527	-0.05999424	-0.04	
2.787	-0.05562471	-0.04600607	-0.05998645	-0.04000527	-0.05999424	-0.04	
2.7872	-0.05561978	-0.04601203	-0.05998645	-0.04000527	-0.05999423	-0.04	
2.7874	-0.05561503	-0.04601776	-0.05998645	-0.04000527	-0.05999423	-0.04	
2.7876	-0.05560989	-0.04602396	-0.05998645	-0.04000527	-0.05999423	-0.04	
2.7878	-0.05560495	-0.04602992	-0.05998644	-0.04000527	-0.05999423	-0.04	
2.788	-0.0556002	-0.04603565	-0.05998643	-0.04000527	-0.05999423	-0.04	
2.7882	-0.05559506	-0.04604186	-0.05998643	-0.04000527	-0.05999423	-0.04	
2.7884	-0.05559011	-0.04604782	-0.05998643	-0.04000527	-0.05999423	-0.04	
2.7886	-0.05558535	-0.04605355	-0.05998643	-0.04000527	-0.05999423	-0.04	
2.7888	-0.0555802	-0.04605976	-0.05998643	-0.04000527	-0.05999423	-0.04	
2.789	-0.05557525	-0.04606572	-0.05998642	-0.04000528	-0.05999423	-0.04	
2.7892	-0.05557049	-0.04607145	-0.05998642	-0.04000528	-0.05999423	-0.04	
2.7894	-0.05556534	-0.04607766	-0.05998642	-0.04000528	-0.05999423	-0.04	
2.7896	-0.05556038	-0.04608363	-0.05998642	-0.04000529	-0.05999423	-0.04	
2.7898	-0.05555562	-0.04608937	-0.05998641	-0.04000529	-0.05999423	-0.04	
2.79	-0.05555045	-0.04609558	-0.05998641	-0.04000529	-0.05999422	-0.04	
2.7902	-0.05554549	-0.04610155	-0.05998641	-0.04000529	-0.05999422	-0.04	
2.7904	-0.05554072	-0.04610728	-0.0599864	-0.04000529	-0.05999422	-0.04	
2.7906	-0.05553555	-0.0461135	-0.0599864	-0.04000529	-0.05999422	-0.04	
2.7908	-0.05553059	-0.04611947	-0.0599864	-0.0400053	-0.05999422	-0.04	
2.791	-0.05552581	-0.04612521	-0.05998639	-0.0400053	-0.05999422	-0.04	
2.7912	-0.05552064	-0.04613142	-0.05998639	-0.0400053	-0.05999422	-0.04	
2.7914	-0.05551567	-0.0461374	-0.05998639	-0.0400053	-0.05999422	-0.04	
2.7916	-0.05551089	-0.04614314	-0.05998639	-0.0400053	-0.05999422	-0.04	
2.7918	-0.05550571	-0.04614935	-0.05998638	-0.0400053	-0.05999422	-0.04	
2.792	-0.05550073	-0.04615533	-0.05998638	-0.0400053	-0.05999422	-0.04	
2.7922	-0.05549595	-0.04616107	-0.05998637	-0.04000531	-0.05999422	-0.04	
2.7924	-0.05549077	-0.04616729	-0.05998637	-0.04000531	-0.05999422	-0.04	
2.7926	-0.05548579	-0.04617327	-0.05998637	-0.04000531	-0.05999422	-0.04	
2.7928	-0.055481	-0.04617901	-0.05998636	-0.04000531	-0.05999421	-0.04	
2.793	-0.05547581	-0.04618523	-0.05998636	-0.04000531	-0.05999421	-0.04	
2.7932	-0.05547082	-0.04619121	-0.05998635	-0.04000531	-0.05999421	-0.04	
2.7934	-0.05546603	-0.04619695	-0.05998635	-0.04000532	-0.05999422	-0.04	
2.7936	-0.05546084	-0.04620317	-0.05998635	-0.04000532	-0.05999421	-0.04	
2.7938	-0.05545584	-0.04620915	-0.05998635	-0.04000532	-0.05999421	-0.04	
2.794	-0.05545105	-0.04621489	-0.05998635	-0.04000532	-0.05999421	-0.04	
2.7942	-0.05544585	-0.04622112	-0.05998634	-0.04000532	-0.05999421	-0.04	
2.7944	-0.05544085	-0.0462271	-0.05998634	-0.04000532	-0.05999421	-0.04	
2.7946	-0.05543606	-0.04623285	-0.05998633	-0.04000532	-0.05999421	-0.04	
2.7948	-0.05543085	-0.04623907	-0.05998633	-0.04000532	-0.05999421	-0.04	
2.795	-0.05542585	-0.04624505	-0.05998633	-0.04000533	-0.05999421	-0.04	
2.7952	-0.05542105	-0.0462508	-0.05998632	-0.04000533	-0.05999421	-0.04	
2.7954	-0.05541584	-0.04625703	-0.05998632	-0.04000533	-0.05999421	-0.04	
2.7956	-0.05541083	-0.04626301	-0.05998632	-0.04000533	-0.05999421	-0.04	
2.7958	-0.05540602	-0.04626876	-0.05998632	-0.04000533	-0.05999421	-0.04	
2.796	-0.0554008	-0.04627499	-0.05998631	-0.04000533	-0.05999421	-0.04	
2.7962	-0.0553958	-0.04628098	-0.05998631	-0.04000533	-0.05999421	-0.04	
2.7964	-0.05539098	-0.04628673	-0.0599863	-0.04000533	-0.05999421	-0.04	
2.7966	-0.05538576	-0.04629296	-0.0599863	-0.04000533	-0.05999421	-0.04	
2.7968	-0.05538075	-0.04629894	-0.0599863	-0.04000533	-0.0599942	-0.04	
2.797	-0.05537593	-0.0463047	-0.0599863	-0.04000533	-0.0599942	-0.04	
2.7972	-0.05537071	-0.04631093	-0.0599863	-0.04000533	-0.0599942	-0.04	
2.7974	-0.05536569	-0.04631691	-0.05998629	-0.04000533	-0.0599942	-0.04	
2.7976	-0.05536086	-0.04632267	-0.05998629	-0.04000534	-0.0599942	-0.04	
2.7978	-0.05535564	-0.0463289	-0.05998629	-0.04000534	-0.0599942	-0.04	
2.798	-0.05535062	-0.04633489	-0.05998629	-0.04000534	-0.0599942	-0.04	
2.7982	-0.05534579	-0.04634064	-0.05998628	-0.04000534	-0.0599942	-0.04	
2.7984	-0.05534056	-0.04634687	-0.05998628	-0.04000534	-0.0599942	-0.04	
2.7986	-0.05533553	-0.04635286	-0.05998627	-0.04000534	-0.0599942	-0.04	
2.7988	-0.0553307	-0.04635862	-0.05998627	-0.04000535	-0.0599942	-0.04	
2.799	-0.05532546	-0.04636485	-0.05998627	-0.04000535	-0.0599942	-0.04	
2.7992	-0.05532043	-0.04637084	-0.05998626	-0.04000535	-0.0599942	-0.04	
2.7994	-0.0553156	-0.04637659	-0.05998626	-0.04000535	-0.0599942	-0.04	
2.7996	-0.05531035	-0.04638283	-0.05998626	-0.04000535	-0.0599942	-0.04	
2.7998	-0.05530532	-0.04638882	-0.05998626	-0.04000535	-0.0599942	-0.04	
2.8	-0.05530048	-0.04639457	-0.05998625	-0.04000535	-0.0599942	-0.04	
2.8002	-0.05529523	-0.04640081	-0.05998625	-0.04000535	-0.0599942	-0.04	
2.8004	-0.05529019	-0.0464068	-0.05998625	-0.04000535	-0.0599942	-0.04	
2.8006	-0.05528535	-0.04641255	-0.05998624	-0.04000536	-0.0599942	-0.04	
2.8008	-0.0552801	-0.04641879	-0.05998624	-0.04000536	-0.05999419	-0.04	
2.801	-0.05527506	-0.04642479	-0.05998624	-0.04000536	-0.05999419	-0.04	
2.8012	-0.05527021	-0.04643054	-0.05998624	-0.04000536	-0.05999419	-0.04	
2.8014	-0.05526496	-0.04643678	-0.05998623	-0.04000536	-0.05999419	-0.04	
2.8016	-0.05525991	-0.04644277	-0.05998623	-0.04000536	-0.05999419	-0.04	
2.8018	-0.05525506	-0.04644853	-0.05998623	-0.04000536	-0.05999419	-0.04	
2.802	-0.0552498	-0.04645477	-0.05998623	-0.04000537	-0.05999419	-0.04	
2.8022	-0.05524474	-0.04646076	-0.05998622	-0.04000537	-0.05999419	-0.04	
2.8024	-0.05523989	-0.04646652	-0.05998622	-0.04000537	-0.05999419	-0.04	
2.8026	-0.05523463	-0.04647276	-0.05998622	-0.04000537	-0.05999418	-0.04	
2.8028	-0.05522957	-0.04647875	-0.05998621	-0.04000537	-0.05999418	-0.04	
2.803	-0.05522471	-0.04648451	-0.05998621	-0.04000537	-0.05999418	-0.04	
2.8032	-0.05521944	-0.04649075	-0.05998621	-0.04000537	-0.05999418	-0.04	
2.8034	-0.05521438	-0.04649675	-0.0599862	-0.04000537	-0.05999418	-0.04	
2.8036	-0.05520952	-0.0465025	-0.0599862	-0.04000537	-0.05999418	-0.04	
2.8038	-0.05520425	-0.04650874	-0.0599862	-0.04000537	-0.05999418	-0.04	
2.804	-0.05519919	-0.04651474	-0.05998619	-0.04000537	-0.05999418	-0.04	
2.8042	-0.05519432	-0.0465205	-0.05998619	-0.04000537	-0.05999418	-0.04	
2.8044	-0.05518905	-0.04652674	-0.05998619	-0.04000538	-0.05999418	-0.04	
2.8046	-0.05518398	-0.04653274	-0.05998618	-0.04000538	-0.05999418	-0.04	
2.8048	-0.05517911	-0.04653849	-0.05998618	-0.04000538	-0.05999418	-0.04	
2.805	-0.05517383	-0.04654473	-0.05998617	-0.04000538	-0.05999418	-0.04	
2.8052	-0.05516876	-0.04655072	-0.05998617	-0.04000538	-0.05999417	-0.04	
2.8054	-0.05516389	-0.04655648	-0.05998617	-0.04000538	-0.05999417	-0.04	
2.8056	-0.05515861	-0.04656272	-0.05998617	-0.04000538	-0.05999417	-0.04	
2.8058	-0.05515353	-0.04656872	-0.05998616	-0.04000538	-0.05999417	-0.04	
2.806	-0.05514865	-0.04657448	-0.05998616	-0.04000538	-0.05999417	-0.04	
2.8062	-0.05514337	-0.04658072	-0.05998616	-0.04000538	-0.05999417	-0.04	
2.8064	-0.05513829	-0.04658671	-0.05998616	-0.04000538	-0.05999417	-0.04	
2.8066	-0.05513341	-0.04659247	-0.05998616	-0.04000538	-0.05999416	-0.04	
2.8068	-0.05512812	-0.04659871	-0.05998615	-0.04000539	-0.05999416	-0.04	
2.807	-0.05512304	-0.04660471	-0.05998615	-0.04000539	-0.05999416	-0.04	
2.8072	-0.05511815	-0.04661047	-0.05998614	-0.04000539	-0.05999416	-0.04	
2.8074	-0.05511286	-0.04661671	-0.05998614	-0.04000539	-0.05999416	-0.04	
2.8076	-0.05510778	-0.0466227	-0.05998614	-0.04000539	-0.05999416	-0.04	
2.8078	-0.05510289	-0.04662846	-0.05998613	-0.04000539	-0.05999416	-0.04	
2.808	-0.05509759	-0.0466347	-0.05998613	-0.04000539	-0.05999416	-0.04	
2.8082	-0.05509251	-0.0466407	-0.05998613	-0.04000539	-0.05999416	-0.04	
2.8084	-0.05508761	-0.04664645	-0.05998613	-0.04000539	-0.05999416	-0.04	
2.8086	-0.05508231	-0.0466527	-0.05998612	-0.04000539	-0.05999416	-0.04	
2.8088	-0.05507722	-0.04665869	-0.05998612	-0.0400054	-0.05999416	-0.04	
2.809	-0.05507233	-0.04666445	-0.05998611	-0.0400054	-0.05999416	-0.04	
2.8092	-0.05506702	-0.04667069	-0.05998611	-0.0400054	-0.05999415	-0.04	
2.8094	-0.05506193	-0.04667668	-0.05998611	-0.0400054	-0.05999415	-0.04	
2.8096	-0.05505703	-0.04668244	-0.0599861	-0.0400054	-0.05999415	-0.04	
2.8098	-0.05505172	-0.04668868	-0.0599861	-0.0400054	-0.05999415	-0.04	
2.81	-0.05504662	-0.04669467	-0.0599861	-0.0400054	-0.05999415	-0.04	
2.8102	-0.05504172	-0.04670043	-0.05998609	-0.0400054	-0.05999415	-0.04	
2.8104	-0.05503641	-0.04670667	-0.05998609	-0.0400054	-0.05999415	-0.04	
2.8106	-0.05503131	-0.04671266	-0.05998608	-0.0400054	-0.05999415	-0.04	
2.8108	-0.05502641	-0.04671842	-0.05998608	-0.0400054	-0.05999415	-0.04	
2.811	-0.0550211	-0.04672466	-0.05998608	-0.0400054	-0.05999415	-0.04	
2.8112	-0.05501599	-0.04673065	-0.05998607	-0.0400054	-0.05999415	-0.04	
2.8114	-0.05501109	-0.04673641	-0.05998607	-0.0400054	-0.05999415	-0.04	
2.8116	-0.05500577	-0.04674264	-0.05998607	-0.0400054	-0.05999415	-0.04	
2.8118	-0.05500066	-0.04674863	-0.05998607	-0.0400054	-0.05999415	-0.04	
2.812	-0.05499575	-0.04675439	-0.05998607	-0.0400054	-0.05999415	-0.04	
2.8122	-0.05499043	-0.04676063	-0.05998606	-0.0400054	-0.05999415	-0.04	
2.8124	-0.05498532	-0.04676662	-0.05998606	-0.0400054	-0.05999415	-0.04	
2.8126	-0.05498041	-0.04677238	-0.05998605	-0.0400054	-0.05999415	-0.04	
2.8128	-0.05497509	-0.04677861	-0.05998605	-0.0400054	-0.05999414	-0.04	
2.813	-0.05496997	-0.0467846	-0.05998605	-0.0400054	-0.05999414	-0.04	
2.8132	-0.05496506	-0.04679036	-0.05998604	-0.0400054	-0.05999414	-0.04	
2.8134	-0.05495973	-0.04679659	-0.05998604	-0.0400054	-0.05999414	-0.04	
2.8136	-0.05495462	-0.04680258	-0.05998604	-0.0400054	-0.05999414	-0.04	
2.8138	-0.0549497	-0.04680834	-0.05998603	-0.0400054	-0.05999414	-0.04	
2.814	-0.05494437	-0.04681458	-0.05998603	-0.0400054	-0.05999414	-0.04	
2.8142	-0.05493926	-0.04682056	-0.05998603	-0.0400054	-0.05999414	-0.04	
2.8144	-0.05493433	-0.04682632	-0.05998603	-0.0400054	-0.05999414	-0.04	
2.8146	-0.054929	-0.04683255	-0.05998602	-0.0400054	-0.05999414	-0.04	
2.8148	-0.05492388	-0.04683854	-0.05998601	-0.0400054	-0.05999414	-0.04	
2.815	-0.05491896	-0.04684429	-0.05998601	-0.0400054	-0.05999414	-0.04	
2.8152	-0.05491363	-0.04685052	-0.05998601	-0.0400054	-0.05999413	-0.04	
2.8154	-0.0549085	-0.04685651	-0.05998601	-0.0400054	-0.05999413	-0.04	
2.8156	-0.05490357	-0.04686226	-0.059986	-0.0400054	-0.05999413	-0.04	
2.8158	-0.05489824	-0.0468685	-0.059986	-0.0400054	-0.05999413	-0.04	
2.816	-0.05489311	-0.04687448	-0.059986	-0.0400054	-0.05999413	-0.04	
2.8162	-0.05488818	-0.04688023	-0.059986	-0.0400054	-0.05999413	-0.04	
2.8164	-0.05488284	-0.04688646	-0.05998599	-0.0400054	-0.05999413	-0.04	
2.8166	-0.05487771	-0.04689245	-0.05998599	-0.0400054	-0.05999413	-0.04	
2.8168	-0.05487278	-0.0468982	-0.05998598	-0.0400054	-0.05999413	-0.04	
2.817	-0.05486744	-0.04690443	-0.05998598	-0.0400054	-0.05999412	-0.04	
2.8172	-0.05486231	-0.04691041	-0.05998597	-0.04000541	-0.05999412	-0.04	
2.8174	-0.05485738	-0.04691616	-0.05998597	-0.04000541	-0.05999412	-0.04	
2.8176	-0.05485203	-0.04692239	-0.05998597	-0.04000541	-0.05999412	-0.04	
2.8178	-0.0548469	-0.04692837	-0.05998596	-0.04000541	-0.05999412	-0.04	
2.818	-0.05484197	-0.04693412	-0.05998596	-0.04000541	-0.05999412	-0.04	
2.8182	-0.05483662	-0.04694034	-0.05998596	-0.0400054	-0.05999412	-0.04	
2.8184	-0.05483148	-0.04694632	-0.05998595	-0.0400054	-0.05999412	-0.04	
2.8186	-0.05482655	-0.04695207	-0.05998595	-0.0400054	-0.05999412	-0.04	
2.8188	-0.0548212	-0.04695829	-0.05998595	-0.04000541	-0.05999412	-0.04	
2.819	-0.05481606	-0.04696427	-0.05998594	-0.04000541	-0.05999412	-0.04	
2.8192	-0.05481112	-0.04697002	-0.05998594	-0.04000541	-0.05999412	-0.04	
2.8194	-0.05480577	-0.04697624	-0.05998594	-0.04000541	-0.05999412	-0.04	
2.8196	-0.05480062	-0.04698221	-0.05998593	-0.04000541	-0.05999412	-0.04	
2.8198	-0.05479568	-0.04698796	-0.05998593	-0.04000541	-0.05999412	-0.04	
2.82	-0.05479033	-0.04699418	-0.05998592	-0.04000541	-0.05999412	-0.04	
2.8202	-0.05478519	-0.04700015	-0.05998592	-0.04000541	-0.05999411	-0.04	
2.8204	-0.05478024	-0.0470059	-0.05998592	-0.0400054	-0.05999411	-0.04	
2.8206	-0.05477489	-0.04701211	-0.05998591	-0.0400054	-0.05999411	-0.04	
2.8208	-0.05476974	-0.04701809	-0.05998591	-0.0400054	-0.05999411	-0.04	
2.821	-0.0547648	-0.04702383	-0.0599859	-0.0400054	-0.05999411	-0.04	
2.8212	-0.05475944	-0.04703005	-0.0599859	-0.0400054	-0.05999411	-0.04	
2.8214	-0.05475429	-0.04703602	-0.05998589	-0.0400054	-0.05999411	-0.04	
2.8216	-0.05474935	-0.04704176	-0.05998589	-0.0400054	-0.05999411	-0.04	
2.8218	-0.05474399	-0.04704797	-0.05998589	-0.0400054	-0.05999411	-0.04	
2.822	-0.05473883	-0.04705394	-0.05998589	-0.0400054	-0.05999411	-0.04	
2.8222	-0.05473389	-0.04705968	-0.05998588	-0.04000539	-0.05999411	-0.04	
2.8224	-0.05472852	-0.04706589	-0.05998588	-0.04000539	-0.05999411	-0.04	
2.8226	-0.05472337	-0.04707186	-0.05998588	-0.04000539	-0.05999411	-0.04	
2.8228	-0.05471842	-0.04707759	-0.05998588	-0.04000539	-0.05999411	-0.04	
2.823	-0.05471306	-0.0470838	-0.05998587	-0.04000539	-0.05999411	-0.04	
2.8232	-0.0547079	-0.04708977	-0.05998587	-0.04000539	-0.05999411	-0.04	
2.8234	-0.05470295	-0.0470955	-0.05998587	-0.04000539	-0.05999411	-0.04	
2.8236	-0.05469758	-0.04710171	-0.05998586	-0.04000539	-0.05999411	-0.04	
2.8238	-0.05469243	-0.04710768	-0.05998586	-0.04000539	-0.05999411	-0.04	
2.824	-0.05468748	-0.04711341	-0.05998586	-0.0400054	-0.0599941	-0.04	
2.8242	-0.05468211	-0.04711961	-0.05998585	-0.0400054	-0.0599941	-0.04	
2.8244	-0.05467695	-0.04712558	-0.05998585	-0.0400054	-0.0599941	-0.04	
2.8246	-0.054672	-0.04713131	-0.05998585	-0.0400054	-0.0599941	-0.04	
2.8248	-0.05466663	-0.04713751	-0.05998585	-0.0400054	-0.0599941	-0.04	
2.825	-0.05466147	-0.04714347	-0.05998584	-0.0400054	-0.0599941	-0.04	
2.8252	-0.05465651	-0.0471492	-0.05998584	-0.04000539	-0.0599941	-0.04	
2.8254	-0.05465114	-0.0471554	-0.05998584	-0.04000539	-0.0599941	-0.04	
2.8256	-0.05464598	-0.04716136	-0.05998583	-0.04000539	-0.0599941	-0.04	
2.8258	-0.05464102	-0.04716709	-0.05998583	-0.04000539	-0.0599941	-0.04	
2.826	-0.05463565	-0.04717328	-0.05998582	-0.0400054	-0.05999409	-0.04	
2.8262	-0.05463048	-0.04717924	-0.05998582	-0.0400054	-0.05999409	-0.04	
2.8264	-0.05462553	-0.04718497	-0.05998582	-0.0400054	-0.05999409	-0.04	
2.8266	-0.05462015	-0.04719116	-0.05998582	-0.0400054	-0.05999409	-0.04	
2.8268	-0.05461499	-0.04719712	-0.05998581	-0.0400054	-0.05999409	-0.04	
