Time	(21) S1i	(22) S2i	(23) S3i	(24) S4i	
2.239	-0.046066	-0.05996666	-0.04931847	-0.04000318	
2.2392	-0.0460673	-0.05996669	-0.04931691	-0.04000318	
2.2394	-0.0460686	-0.05996672	-0.04931535	-0.04000318	
2.2396	-0.04606989	-0.05996675	-0.04931381	-0.04000318	
2.2398	-0.04607118	-0.05996678	-0.04931227	-0.04000318	
2.24	-0.04607245	-0.05996681	-0.04931075	-0.04000318	
2.2402	-0.04607372	-0.05996683	-0.04930923	-0.04000318	
2.2404	-0.04607498	-0.05996685	-0.04930772	-0.04000318	
2.2406	-0.04607623	-0.05996688	-0.04930623	-0.04000319	
2.2408	-0.04607748	-0.05996691	-0.04930473	-0.04000319	
2.241	-0.04607872	-0.05996693	-0.04930325	-0.04000319	
2.2412	-0.04607995	-0.05996696	-0.04930178	-0.04000319	
2.2414	-0.04608118	-0.05996698	-0.04930031	-0.04000319	
2.2416	-0.04608239	-0.059967	-0.04929885	-0.04000319	
2.2418	-0.0460836	-0.05996703	-0.0492974	-0.0400032	
2.242	-0.04608481	-0.05996705	-0.04929596	-0.0400032	
2.2422	-0.046086	-0.05996708	-0.04929452	-0.0400032	
2.2424	-0.04608719	-0.0599671	-0.0492931	-0.0400032	
2.2426	-0.04608838	-0.05996713	-0.04929168	-0.0400032	
2.2428	-0.04608955	-0.05996716	-0.04929027	-0.0400032	
2.243	-0.04609072	-0.05996719	-0.04928887	-0.04000321	
2.2432	-0.04609188	-0.05996722	-0.04928747	-0.04000321	
2.2434	-0.04609303	-0.05996725	-0.04928609	-0.04000321	
2.2436	-0.04609418	-0.05996729	-0.0492847	-0.04000321	
2.2438	-0.04609532	-0.05996732	-0.04928333	-0.04000321	
2.244	-0.04609645	-0.05996735	-0.04928197	-0.04000322	
2.2442	-0.04609758	-0.05996739	-0.04928061	-0.04000322	
2.2444	-0.0460987	-0.05996743	-0.04927927	-0.04000322	
2.2446	-0.04609981	-0.05996747	-0.04927793	-0.04000322	
2.2448	-0.04610092	-0.05996751	-0.0492766	-0.04000323	
2.245	-0.04610202	-0.05996755	-0.04927528	-0.04000323	
2.2452	-0.0461031	-0.05996759	-0.04927396	-0.04000323	
2.2454	-0.04610419	-0.05996764	-0.04927265	-0.04000323	
2.2456	-0.04610527	-0.05996768	-0.04927135	-0.04000323	
2.2458	-0.04610634	-0.05996773	-0.04927006	-0.04000323	
2.246	-0.0461074	-0.05996778	-0.04926878	-0.04000323	
2.2462	-0.04610846	-0.05996783	-0.04926751	-0.04000323	
2.2464	-0.0461095	-0.05996788	-0.04926624	-0.04000323	
2.2466	-0.04611055	-0.05996793	-0.04926499	-0.04000323	
2.2468	-0.04611158	-0.05996799	-0.04926373	-0.04000323	
2.247	-0.04611261	-0.05996804	-0.0492625	-0.04000323	
2.2472	-0.04611363	-0.0599681	-0.04926126	-0.04000323	
2.2474	-0.04611465	-0.05996816	-0.04926004	-0.04000323	
2.2476	-0.04611566	-0.05996822	-0.04925883	-0.04000323	
2.2478	-0.04611665	-0.05996829	-0.04925762	-0.04000323	
2.248	-0.04611764	-0.05996835	-0.04925643	-0.04000323	
2.2482	-0.04611862	-0.05996841	-0.04925525	-0.04000322	
2.2484	-0.0461196	-0.05996847	-0.04925409	-0.04000322	
2.2486	-0.04612056	-0.05996853	-0.04925293	-0.04000322	
2.2488	-0.04612151	-0.05996859	-0.04925179	-0.04000322	
2.249	-0.04612245	-0.05996864	-0.04925066	-0.04000322	
2.2492	-0.04612339	-0.05996869	-0.04924954	-0.04000322	
2.2494	-0.04612431	-0.05996873	-0.04924844	-0.04000322	
2.2496	-0.04612522	-0.05996877	-0.04924735	-0.04000322	
2.2498	-0.04612612	-0.0599688	-0.04924628	-0.04000323	
2.25	-0.04612701	-0.05996883	-0.04924522	-0.04000323	
2.2502	-0.0461279	-0.05996885	-0.04924417	-0.04000323	
2.2504	-0.04612877	-0.05996887	-0.04924314	-0.04000324	
2.2506	-0.04612963	-0.05996887	-0.04924212	-0.04000324	
2.2508	-0.04613048	-0.05996888	-0.04924111	-0.04000325	
2.251	-0.04613132	-0.05996888	-0.04924012	-0.04000326	
2.2512	-0.04613215	-0.05996887	-0.04923914	-0.04000327	
2.2514	-0.04613297	-0.05996886	-0.04923818	-0.04000327	
2.2516	-0.04613378	-0.05996884	-0.04923722	-0.04000328	
2.2518	-0.04613458	-0.05996881	-0.04923628	-0.04000329	
2.252	-0.04613537	-0.05996878	-0.04923535	-0.0400033	
2.2522	-0.04613616	-0.05996875	-0.04923443	-0.04000331	
2.2524	-0.04613693	-0.05996871	-0.04923352	-0.04000333	
2.2526	-0.0461377	-0.05996867	-0.04923262	-0.04000334	
2.2528	-0.04613845	-0.05996863	-0.04923174	-0.04000335	
2.253	-0.0461392	-0.05996858	-0.04923087	-0.04000336	
2.2532	-0.04613994	-0.05996853	-0.04923001	-0.04000337	
2.2534	-0.04614067	-0.05996848	-0.04922915	-0.04000339	
2.2536	-0.0461414	-0.05996842	-0.04922831	-0.0400034	
2.2538	-0.04614211	-0.05996837	-0.04922748	-0.04000341	
2.254	-0.04614282	-0.05996831	-0.04922665	-0.04000342	
2.2542	-0.04614352	-0.05996825	-0.04922584	-0.04000343	
2.2544	-0.04614421	-0.05996819	-0.04922504	-0.04000344	
2.2546	-0.0461449	-0.05996813	-0.04922424	-0.04000346	
2.2548	-0.04614557	-0.05996807	-0.04922345	-0.04000347	
2.255	-0.04614624	-0.05996801	-0.04922267	-0.04000348	
2.2552	-0.0461469	-0.05996795	-0.04922191	-0.04000349	
2.2554	-0.04614755	-0.05996789	-0.04922114	-0.0400035	
2.2556	-0.04614819	-0.05996783	-0.04922039	-0.04000351	
2.2558	-0.04614883	-0.05996777	-0.04921965	-0.04000352	
2.256	-0.04614946	-0.05996772	-0.04921891	-0.04000353	
2.2562	-0.04615008	-0.05996766	-0.04921818	-0.04000354	
2.2564	-0.04615069	-0.05996761	-0.04921746	-0.04000355	
2.2566	-0.0461513	-0.05996756	-0.04921675	-0.04000356	
2.2568	-0.0461519	-0.0599675	-0.04921604	-0.04000357	
2.257	-0.04615249	-0.05996745	-0.04921534	-0.04000358	
2.2572	-0.04615307	-0.0599674	-0.04921466	-0.04000359	
2.2574	-0.04615365	-0.05996736	-0.04921398	-0.0400036	
2.2576	-0.04615421	-0.05996731	-0.0492133	-0.04000361	
2.2578	-0.04615477	-0.05996727	-0.04921263	-0.04000362	
2.258	-0.04615533	-0.05996723	-0.04921198	-0.04000363	
2.2582	-0.04615587	-0.05996719	-0.04921133	-0.04000364	
2.2584	-0.04615641	-0.05996716	-0.04921069	-0.04000365	
2.2586	-0.04615694	-0.05996712	-0.04921006	-0.04000365	
2.2588	-0.04615746	-0.05996709	-0.04920943	-0.04000366	
2.259	-0.04615798	-0.05996706	-0.04920882	-0.04000367	
2.2592	-0.04615849	-0.05996703	-0.04920821	-0.04000368	
2.2594	-0.04615899	-0.05996701	-0.04920761	-0.04000368	
2.2596	-0.04615948	-0.05996699	-0.04920702	-0.04000369	
2.2598	-0.04615997	-0.05996697	-0.04920644	-0.04000369	
2.26	-0.04616045	-0.05996695	-0.04920587	-0.0400037	
2.2602	-0.04616092	-0.05996694	-0.04920531	-0.04000371	
2.2604	-0.04616138	-0.05996692	-0.04920476	-0.04000371	
2.2606	-0.04616184	-0.05996691	-0.04920421	-0.04000372	
2.2608	-0.04616229	-0.05996691	-0.04920368	-0.04000372	
2.261	-0.04616273	-0.0599669	-0.04920315	-0.04000372	
2.2612	-0.04616317	-0.0599669	-0.04920263	-0.04000372	
2.2614	-0.04616359	-0.0599669	-0.04920212	-0.04000373	
2.2616	-0.04616401	-0.0599669	-0.04920163	-0.04000373	
2.2618	-0.04616442	-0.0599669	-0.04920114	-0.04000373	
2.262	-0.04616483	-0.0599669	-0.04920066	-0.04000374	
2.2622	-0.04616522	-0.0599669	-0.04920019	-0.04000374	
2.2624	-0.04616561	-0.05996691	-0.04919973	-0.04000374	
2.2626	-0.04616599	-0.05996691	-0.04919929	-0.04000374	
2.2628	-0.04616636	-0.05996692	-0.04919885	-0.04000375	
2.263	-0.04616673	-0.05996693	-0.04919842	-0.04000375	
2.2632	-0.04616708	-0.05996693	-0.049198	-0.04000375	
2.2634	-0.04616743	-0.05996694	-0.04919759	-0.04000376	
2.2636	-0.04616777	-0.05996695	-0.04919719	-0.04000377	
2.2638	-0.0461681	-0.05996696	-0.0491968	-0.04000377	
2.264	-0.04616842	-0.05996697	-0.04919641	-0.04000377	
2.2642	-0.04616874	-0.05996698	-0.04919604	-0.04000378	
2.2644	-0.04616905	-0.05996699	-0.04919568	-0.04000378	
2.2646	-0.04616934	-0.05996701	-0.04919532	-0.04000379	
2.2648	-0.04616963	-0.05996702	-0.04919497	-0.0400038	
2.265	-0.04616992	-0.05996704	-0.04919463	-0.04000381	
2.2652	-0.04617019	-0.05996705	-0.0491943	-0.04000381	
2.2654	-0.04617046	-0.05996707	-0.04919398	-0.04000382	
2.2656	-0.04617072	-0.05996709	-0.04919366	-0.04000383	
2.2658	-0.04617096	-0.0599671	-0.04919335	-0.04000384	
2.266	-0.04617121	-0.05996712	-0.04919305	-0.04000385	
2.2662	-0.04617144	-0.05996715	-0.04919276	-0.04000385	
2.2664	-0.04617166	-0.05996716	-0.04919247	-0.04000387	
2.2666	-0.04617188	-0.05996719	-0.04919219	-0.04000388	
2.2668	-0.04617209	-0.05996721	-0.04919191	-0.04000389	
2.267	-0.04617229	-0.05996723	-0.04919164	-0.0400039	
2.2672	-0.04617248	-0.05996726	-0.04919138	-0.04000391	
2.2674	-0.04617266	-0.05996729	-0.04919113	-0.04000392	
2.2676	-0.04617283	-0.05996731	-0.04919088	-0.04000394	
2.2678	-0.046173	-0.05996734	-0.04919063	-0.04000395	
2.268	-0.04617316	-0.05996737	-0.0491904	-0.04000396	
2.2682	-0.04617332	-0.0599674	-0.04919017	-0.04000398	
2.2684	-0.04617346	-0.05996743	-0.04918994	-0.04000399	
2.2686	-0.0461736	-0.05996746	-0.04918972	-0.040004	
2.2688	-0.04617373	-0.0599675	-0.0491895	-0.04000402	
2.269	-0.04617385	-0.05996753	-0.0491893	-0.04000403	
2.2692	-0.04617397	-0.05996757	-0.04918909	-0.04000405	
2.2694	-0.04617408	-0.0599676	-0.04918889	-0.04000406	
2.2696	-0.04617418	-0.05996764	-0.0491887	-0.04000408	
2.2698	-0.04617428	-0.05996768	-0.04918851	-0.04000409	
2.27	-0.04617437	-0.05996772	-0.04918833	-0.04000411	
2.2702	-0.04617445	-0.05996776	-0.04918815	-0.04000413	
2.2704	-0.04617453	-0.0599678	-0.04918798	-0.04000414	
2.2706	-0.0461746	-0.05996785	-0.04918781	-0.04000416	
2.2708	-0.04617466	-0.0599679	-0.04918765	-0.04000417	
2.271	-0.04617472	-0.05996794	-0.04918749	-0.04000419	
2.2712	-0.04617477	-0.05996799	-0.04918733	-0.0400042	
2.2714	-0.04617482	-0.05996804	-0.04918718	-0.04000422	
2.2716	-0.04617487	-0.0599681	-0.04918704	-0.04000423	
2.2718	-0.0461749	-0.05996815	-0.0491869	-0.04000425	
2.272	-0.04617493	-0.0599682	-0.04918677	-0.04000426	
2.2722	-0.04617496	-0.05996826	-0.04918663	-0.04000428	
2.2724	-0.04617498	-0.05996832	-0.04918651	-0.04000429	
2.2726	-0.046175	-0.05996837	-0.04918639	-0.04000431	
2.2728	-0.04617501	-0.05996843	-0.04918627	-0.04000432	
2.273	-0.04617502	-0.05996849	-0.04918616	-0.04000433	
2.2732	-0.04617503	-0.05996856	-0.04918604	-0.04000435	
2.2734	-0.04617503	-0.05996862	-0.04918594	-0.04000436	
2.2736	-0.04617503	-0.05996869	-0.04918584	-0.04000437	
2.2738	-0.04617502	-0.05996876	-0.04918574	-0.04000438	
2.274	-0.04617501	-0.05996883	-0.04918565	-0.04000439	
2.2742	-0.04617499	-0.0599689	-0.04918556	-0.04000441	
2.2744	-0.04617498	-0.05996897	-0.04918548	-0.04000441	
2.2746	-0.04617495	-0.05996904	-0.0491854	-0.04000442	
2.2748	-0.04617493	-0.05996912	-0.04918532	-0.04000444	
2.275	-0.0461749	-0.05996919	-0.04918525	-0.04000444	
2.2752	-0.04617487	-0.05996927	-0.04918518	-0.04000445	
2.2754	-0.04617484	-0.05996935	-0.04918511	-0.04000446	
2.2756	-0.0461748	-0.05996944	-0.04918505	-0.04000447	
2.2758	-0.04617476	-0.05996952	-0.04918499	-0.04000448	
2.276	-0.04617472	-0.0599696	-0.04918494	-0.04000448	
2.2762	-0.04617468	-0.05996969	-0.04918488	-0.04000449	
2.2764	-0.04617463	-0.05996978	-0.04918484	-0.0400045	
2.2766	-0.04617458	-0.05996986	-0.0491848	-0.0400045	
2.2768	-0.04617453	-0.05996995	-0.04918475	-0.04000451	
2.277	-0.04617448	-0.05997005	-0.04918472	-0.04000451	
2.2772	-0.04617443	-0.05997014	-0.04918468	-0.04000451	
2.2774	-0.04617437	-0.05997024	-0.04918466	-0.04000452	
2.2776	-0.04617431	-0.05997033	-0.04918463	-0.04000452	
2.2778	-0.04617425	-0.05997043	-0.04918462	-0.04000452	
2.278	-0.0461742	-0.05997054	-0.04918461	-0.04000452	
2.2782	-0.04617414	-0.05997064	-0.0491846	-0.04000452	
2.2784	-0.04617408	-0.05997074	-0.0491846	-0.04000452	
2.2786	-0.04617403	-0.05997085	-0.04918461	-0.04000451	
2.2788	-0.04617397	-0.05997096	-0.04918462	-0.04000451	
2.279	-0.04617391	-0.05997107	-0.04918465	-0.0400045	
2.2792	-0.04617386	-0.05997118	-0.04918468	-0.04000449	
2.2794	-0.0461738	-0.05997129	-0.04918471	-0.04000447	
2.2796	-0.04617374	-0.0599714	-0.04918476	-0.04000446	
2.2798	-0.04617368	-0.05997151	-0.04918481	-0.04000444	
2.28	-0.04617362	-0.05997162	-0.04918486	-0.04000442	
2.2802	-0.04617356	-0.05997173	-0.04918492	-0.04000441	
2.2804	-0.0461735	-0.05997184	-0.04918499	-0.04000439	
2.2806	-0.04617343	-0.05997195	-0.04918505	-0.04000437	
2.2808	-0.04617337	-0.05997206	-0.04918512	-0.04000435	
2.281	-0.0461733	-0.05997216	-0.0491852	-0.04000432	
2.2812	-0.04617324	-0.05997227	-0.04918528	-0.04000431	
2.2814	-0.04617317	-0.05997238	-0.04918536	-0.04000428	
2.2816	-0.0461731	-0.05997248	-0.04918545	-0.04000426	
2.2818	-0.04617303	-0.05997259	-0.04918554	-0.04000424	
2.282	-0.04617296	-0.05997269	-0.04918564	-0.04000422	
2.2822	-0.04617289	-0.0599728	-0.04918574	-0.04000419	
2.2824	-0.04617282	-0.0599729	-0.04918584	-0.04000417	
2.2826	-0.04617275	-0.05997301	-0.04918595	-0.04000415	
2.2828	-0.04617268	-0.05997311	-0.04918607	-0.04000412	
2.283	-0.0461726	-0.05997321	-0.04918618	-0.0400041	
2.2832	-0.04617253	-0.05997331	-0.0491863	-0.04000407	
2.2834	-0.04617245	-0.05997341	-0.04918643	-0.04000405	
2.2836	-0.04617238	-0.0599735	-0.04918655	-0.04000402	
2.2838	-0.0461723	-0.0599736	-0.04918668	-0.040004	
2.284	-0.04617222	-0.0599737	-0.04918681	-0.04000397	
2.2842	-0.04617215	-0.05997379	-0.04918695	-0.04000394	
2.2844	-0.04617207	-0.05997389	-0.04918709	-0.04000392	
2.2846	-0.04617199	-0.05997398	-0.04918723	-0.04000389	
2.2848	-0.04617191	-0.05997407	-0.04918737	-0.04000387	
2.285	-0.04617183	-0.05997416	-0.04918751	-0.04000384	
2.2852	-0.04617174	-0.05997425	-0.04918766	-0.04000381	
2.2854	-0.04617166	-0.05997433	-0.04918781	-0.04000379	
2.2856	-0.04617157	-0.05997442	-0.04918796	-0.04000377	
2.2858	-0.04617149	-0.0599745	-0.04918811	-0.04000374	
2.286	-0.0461714	-0.05997458	-0.04918826	-0.04000372	
2.2862	-0.04617131	-0.05997467	-0.04918842	-0.04000369	
2.2864	-0.04617122	-0.05997475	-0.04918857	-0.04000367	
2.2866	-0.04617113	-0.05997483	-0.04918873	-0.04000364	
2.2868	-0.04617104	-0.05997491	-0.04918889	-0.04000362	
2.287	-0.04617095	-0.05997498	-0.04918905	-0.0400036	
2.2872	-0.04617085	-0.05997505	-0.04918921	-0.04000358	
2.2874	-0.04617076	-0.05997513	-0.04918937	-0.04000355	
2.2876	-0.04617066	-0.0599752	-0.04918954	-0.04000353	
2.2878	-0.04617057	-0.05997527	-0.0491897	-0.04000351	
2.288	-0.04617047	-0.05997534	-0.04918987	-0.04000349	
2.2882	-0.04617037	-0.05997541	-0.04919003	-0.04000347	
2.2884	-0.04617027	-0.05997548	-0.0491902	-0.04000344	
2.2886	-0.04617017	-0.05997554	-0.04919037	-0.04000343	
2.2888	-0.04617007	-0.0599756	-0.04919054	-0.04000341	
2.289	-0.04616997	-0.05997567	-0.04919071	-0.04000339	
2.2892	-0.04616987	-0.05997572	-0.04919088	-0.04000337	
2.2894	-0.04616976	-0.05997578	-0.04919105	-0.04000335	
2.2896	-0.04616966	-0.05997584	-0.04919123	-0.04000333	
2.2898	-0.04616955	-0.0599759	-0.0491914	-0.04000331	
2.29	-0.04616944	-0.05997595	-0.04919157	-0.0400033	
2.2902	-0.04616934	-0.059976	-0.04919174	-0.04000328	
2.2904	-0.04616923	-0.05997606	-0.04919192	-0.04000327	
2.2906	-0.04616912	-0.0599761	-0.04919209	-0.04000325	
2.2908	-0.046169	-0.05997615	-0.04919226	-0.04000323	
2.291	-0.04616889	-0.05997619	-0.04919243	-0.04000322	
2.2912	-0.04616877	-0.05997624	-0.0491926	-0.04000321	
2.2914	-0.04616866	-0.05997628	-0.04919277	-0.0400032	
2.2916	-0.04616854	-0.05997632	-0.04919294	-0.04000318	
2.2918	-0.04616843	-0.05997636	-0.04919311	-0.04000318	
2.292	-0.04616831	-0.0599764	-0.04919328	-0.04000317	
2.2922	-0.04616819	-0.05997644	-0.04919345	-0.04000316	
2.2924	-0.04616807	-0.05997648	-0.04919362	-0.04000315	
2.2926	-0.04616795	-0.05997651	-0.04919379	-0.04000314	
2.2928	-0.04616783	-0.05997655	-0.04919396	-0.04000313	
2.293	-0.04616771	-0.05997659	-0.04919413	-0.04000312	
2.2932	-0.04616759	-0.05997662	-0.0491943	-0.04000312	
2.2934	-0.04616746	-0.05997665	-0.04919447	-0.04000311	
2.2936	-0.04616734	-0.05997669	-0.04919464	-0.04000311	
2.2938	-0.04616722	-0.05997672	-0.04919481	-0.0400031	
2.294	-0.04616709	-0.05997675	-0.04919499	-0.04000309	
2.2942	-0.04616697	-0.05997677	-0.04919516	-0.04000308	
2.2944	-0.04616684	-0.0599768	-0.04919533	-0.04000308	
2.2946	-0.04616671	-0.05997682	-0.04919551	-0.04000307	
2.2948	-0.04616658	-0.05997684	-0.04919568	-0.04000307	
2.295	-0.04616646	-0.05997686	-0.04919585	-0.04000306	
2.2952	-0.04616633	-0.05997688	-0.04919602	-0.04000306	
2.2954	-0.0461662	-0.0599769	-0.04919618	-0.04000305	
2.2956	-0.04616606	-0.05997691	-0.04919635	-0.04000305	
2.2958	-0.04616593	-0.05997693	-0.04919652	-0.04000305	
2.296	-0.0461658	-0.05997695	-0.04919668	-0.04000305	
2.2962	-0.04616566	-0.05997696	-0.04919684	-0.04000305	
2.2964	-0.04616553	-0.05997697	-0.04919701	-0.04000305	
2.2966	-0.0461654	-0.05997699	-0.04919717	-0.04000305	
2.2968	-0.04616526	-0.059977	-0.04919733	-0.04000306	
2.297	-0.04616512	-0.05997702	-0.04919749	-0.04000306	
2.2972	-0.04616499	-0.05997703	-0.04919766	-0.04000306	
2.2974	-0.04616485	-0.05997704	-0.04919782	-0.04000306	
2.2976	-0.04616472	-0.05997705	-0.04919799	-0.04000307	
2.2978	-0.04616458	-0.05997706	-0.04919815	-0.04000307	
2.298	-0.04616445	-0.05997707	-0.04919832	-0.04000307	
2.2982	-0.04616431	-0.05997708	-0.04919848	-0.04000307	
2.2984	-0.04616417	-0.05997709	-0.04919865	-0.04000307	
2.2986	-0.04616404	-0.0599771	-0.04919881	-0.04000307	
2.2988	-0.0461639	-0.05997711	-0.04919898	-0.04000307	
2.299	-0.04616376	-0.05997712	-0.04919914	-0.04000307	
2.2992	-0.04616363	-0.05997713	-0.04919931	-0.04000308	
2.2994	-0.04616349	-0.05997714	-0.04919947	-0.04000308	
2.2996	-0.04616335	-0.05997714	-0.04919964	-0.04000308	
2.2998	-0.04616322	-0.05997715	-0.0491998	-0.04000308	
2.3	-0.04616308	-0.05997716	-0.04919997	-0.04000308	
2.3002	-0.04616294	-0.05997717	-0.04920014	-0.04000308	
2.3004	-0.04616281	-0.05997718	-0.0492003	-0.04000308	
2.3006	-0.04616267	-0.05997718	-0.04920047	-0.04000308	
2.3008	-0.04616253	-0.05997719	-0.04920064	-0.04000308	
2.301	-0.0461624	-0.0599772	-0.0492008	-0.04000307	
2.3012	-0.04616226	-0.05997721	-0.04920097	-0.04000307	
2.3014	-0.04616212	-0.05997721	-0.04920113	-0.04000307	
2.3016	-0.04616199	-0.05997723	-0.0492013	-0.04000307	
2.3018	-0.04616185	-0.05997723	-0.04920147	-0.04000307	
2.302	-0.04616171	-0.05997724	-0.04920164	-0.04000307	
2.3022	-0.04616157	-0.05997725	-0.04920182	-0.04000307	
2.3024	-0.04616143	-0.05997726	-0.04920199	-0.04000307	
2.3026	-0.04616129	-0.05997726	-0.04920217	-0.04000307	
2.3028	-0.04616115	-0.05997726	-0.04920234	-0.04000307	
2.303	-0.04616101	-0.05997726	-0.04920252	-0.04000306	
2.3032	-0.04616087	-0.05997727	-0.04920269	-0.04000306	
2.3034	-0.04616072	-0.05997726	-0.04920287	-0.04000306	
2.3036	-0.04616058	-0.05997726	-0.04920304	-0.04000306	
2.3038	-0.04616044	-0.05997726	-0.04920322	-0.04000306	
2.304	-0.04616029	-0.05997726	-0.04920339	-0.04000306	
2.3042	-0.04616015	-0.05997725	-0.04920356	-0.04000306	
2.3044	-0.04616	-0.05997724	-0.04920373	-0.04000306	
2.3046	-0.04615985	-0.05997724	-0.0492039	-0.04000307	
2.3048	-0.0461597	-0.05997723	-0.04920406	-0.04000307	
2.305	-0.04615956	-0.05997723	-0.04920423	-0.04000307	
2.3052	-0.04615941	-0.05997722	-0.0492044	-0.04000308	
2.3054	-0.04615926	-0.05997722	-0.04920457	-0.04000308	
2.3056	-0.04615911	-0.05997721	-0.04920474	-0.04000309	
2.3058	-0.04615896	-0.05997721	-0.04920491	-0.0400031	
2.306	-0.04615881	-0.05997721	-0.04920508	-0.0400031	
2.3062	-0.04615866	-0.0599772	-0.04920525	-0.04000311	
2.3064	-0.04615851	-0.0599772	-0.04920543	-0.04000311	
2.3066	-0.04615836	-0.05997719	-0.0492056	-0.04000312	
2.3068	-0.04615821	-0.05997718	-0.04920578	-0.04000312	
2.307	-0.04615806	-0.05997717	-0.04920595	-0.04000313	
2.3072	-0.0461579	-0.05997716	-0.04920612	-0.04000314	
2.3074	-0.04615775	-0.05997715	-0.0492063	-0.04000314	
2.3076	-0.04615759	-0.05997714	-0.04920647	-0.04000315	
2.3078	-0.04615744	-0.05997713	-0.04920664	-0.04000315	
2.308	-0.04615729	-0.05997712	-0.04920681	-0.04000316	
2.3082	-0.04615713	-0.05997711	-0.04920698	-0.04000317	
2.3084	-0.04615698	-0.0599771	-0.04920714	-0.04000317	
2.3086	-0.04615682	-0.0599771	-0.04920731	-0.04000318	
2.3088	-0.04615667	-0.05997709	-0.04920748	-0.04000319	
2.309	-0.04615651	-0.05997708	-0.04920765	-0.0400032	
2.3092	-0.04615635	-0.05997707	-0.04920783	-0.04000321	
2.3094	-0.0461562	-0.05997707	-0.049208	-0.04000321	
2.3096	-0.04615604	-0.05997706	-0.04920818	-0.04000322	
2.3098	-0.04615588	-0.05997705	-0.04920835	-0.04000323	
2.31	-0.04615572	-0.05997704	-0.04920853	-0.04000324	
2.3102	-0.04615557	-0.05997704	-0.04920871	-0.04000324	
2.3104	-0.04615541	-0.05997702	-0.04920889	-0.04000325	
2.3106	-0.04615525	-0.05997701	-0.04920907	-0.04000325	
2.3108	-0.04615509	-0.05997701	-0.04920925	-0.04000326	
2.311	-0.04615493	-0.05997699	-0.04920943	-0.04000326	
2.3112	-0.04615477	-0.05997698	-0.04920961	-0.04000327	
2.3114	-0.04615461	-0.05997697	-0.04920978	-0.04000327	
2.3116	-0.04615445	-0.05997696	-0.04920996	-0.04000327	
2.3118	-0.04615429	-0.05997695	-0.04921014	-0.04000328	
2.312	-0.04615413	-0.05997694	-0.04921031	-0.04000328	
2.3122	-0.04615396	-0.05997693	-0.04921049	-0.04000329	
2.3124	-0.0461538	-0.05997692	-0.04921067	-0.0400033	
2.3126	-0.04615364	-0.05997692	-0.04921085	-0.04000331	
2.3128	-0.04615348	-0.05997691	-0.04921103	-0.04000331	
2.313	-0.04615332	-0.05997691	-0.0492112	-0.04000332	
2.3132	-0.04615315	-0.0599769	-0.04921139	-0.04000333	
2.3134	-0.04615299	-0.05997689	-0.04921157	-0.04000333	
2.3136	-0.04615283	-0.05997689	-0.04921175	-0.04000334	
2.3138	-0.04615267	-0.05997689	-0.04921193	-0.04000334	
2.314	-0.0461525	-0.05997689	-0.04921212	-0.04000334	
2.3142	-0.04615234	-0.05997688	-0.0492123	-0.04000335	
2.3144	-0.04615218	-0.05997688	-0.04921249	-0.04000335	
2.3146	-0.04615201	-0.05997688	-0.04921267	-0.04000335	
2.3148	-0.04615185	-0.05997688	-0.04921286	-0.04000336	
2.315	-0.04615169	-0.05997688	-0.04921304	-0.04000336	
2.3152	-0.04615152	-0.05997688	-0.04921323	-0.04000336	
2.3154	-0.04615136	-0.05997688	-0.04921342	-0.04000336	
2.3156	-0.04615119	-0.05997688	-0.04921361	-0.04000336	
2.3158	-0.04615103	-0.05997688	-0.0492138	-0.04000336	
2.316	-0.04615086	-0.05997689	-0.04921399	-0.04000336	
2.3162	-0.0461507	-0.05997689	-0.04921419	-0.04000336	
2.3164	-0.04615053	-0.05997689	-0.04921438	-0.04000336	
2.3166	-0.04615036	-0.05997689	-0.04921458	-0.04000336	
2.3168	-0.0461502	-0.0599769	-0.04921478	-0.04000336	
2.317	-0.04615003	-0.0599769	-0.04921498	-0.04000336	
2.3172	-0.04614986	-0.05997691	-0.04921518	-0.04000336	
2.3174	-0.04614969	-0.05997691	-0.04921538	-0.04000336	
2.3176	-0.04614952	-0.05997691	-0.04921558	-0.04000336	
2.3178	-0.04614935	-0.05997692	-0.04921578	-0.04000335	
2.318	-0.04614918	-0.05997692	-0.04921598	-0.04000335	
2.3182	-0.046149	-0.05997692	-0.04921618	-0.04000335	
2.3184	-0.04614883	-0.05997693	-0.04921639	-0.04000334	
2.3186	-0.04614866	-0.05997693	-0.04921659	-0.04000334	
2.3188	-0.04614848	-0.05997694	-0.04921679	-0.04000334	
2.319	-0.04614831	-0.05997694	-0.049217	-0.04000334	
2.3192	-0.04614813	-0.05997695	-0.0492172	-0.04000334	
2.3194	-0.04614796	-0.05997695	-0.04921741	-0.04000334	
2.3196	-0.04614778	-0.05997696	-0.04921761	-0.04000334	
2.3198	-0.0461476	-0.05997697	-0.04921782	-0.04000334	
2.32	-0.04614742	-0.05997697	-0.04921803	-0.04000334	
2.3202	-0.04614725	-0.05997698	-0.04921824	-0.04000334	
2.3204	-0.04614707	-0.05997699	-0.04921845	-0.04000334	
2.3206	-0.04614688	-0.05997699	-0.04921867	-0.04000334	
2.3208	-0.0461467	-0.059977	-0.04921889	-0.04000334	
2.321	-0.04614652	-0.059977	-0.0492191	-0.04000334	
2.3212	-0.04614634	-0.05997701	-0.04921932	-0.04000333	
2.3214	-0.04614615	-0.05997701	-0.04921954	-0.04000333	
