Time	(5) Hip Bistable 1	(6) Knee Bistable 1	(7) Hip Bistable 2	(8) Knee Bistable 2	
1.0556	-0.0601136	-0.06011079	-0.03999256	-0.03176707	
1.0558	-0.06011336	-0.06011056	-0.03999259	-0.03178158	
1.056	-0.06011312	-0.06011032	-0.03999262	-0.03179628	
1.0562	-0.06011289	-0.06011009	-0.03999265	-0.03181115	
1.0564	-0.06011265	-0.06010986	-0.03999268	-0.03182621	
1.0566	-0.06011241	-0.06010963	-0.03999271	-0.03184145	
1.0568	-0.06011217	-0.0601094	-0.03999274	-0.03185688	
1.057	-0.06011194	-0.06010917	-0.03999277	-0.03187251	
1.0572	-0.06011171	-0.06010894	-0.0399928	-0.03188833	
1.0574	-0.06011147	-0.06010871	-0.03999283	-0.03190435	
1.0576	-0.06011124	-0.06010849	-0.03999286	-0.03192058	
1.0578	-0.060111	-0.06010826	-0.03999289	-0.03193701	
1.058	-0.06011077	-0.06010803	-0.03999292	-0.03195364	
1.0582	-0.06011054	-0.0601078	-0.03999294	-0.03197049	
1.0584	-0.0601103	-0.06010758	-0.03999297	-0.03198755	
1.0586	-0.06011007	-0.06010735	-0.039993	-0.03200483	
1.0588	-0.06010984	-0.06010713	-0.03999303	-0.03202233	
1.059	-0.06010961	-0.0601069	-0.03999306	-0.03204005	
1.0592	-0.06010938	-0.06010668	-0.03999309	-0.03205801	
1.0594	-0.06010915	-0.06010646	-0.03999312	-0.03207619	
1.0596	-0.06010892	-0.06010623	-0.03999314	-0.03209462	
1.0598	-0.06010869	-0.06010601	-0.03999317	-0.03211328	
1.06	-0.06010846	-0.06010579	-0.0399932	-0.03213218	
1.0602	-0.06010824	-0.06010557	-0.03999323	-0.03215133	
1.0604	-0.06010801	-0.06010535	-0.03999326	-0.03217074	
1.0606	-0.06010778	-0.06010513	-0.03999328	-0.0321904	
1.0608	-0.06010756	-0.06010491	-0.03999331	-0.03221032	
1.061	-0.06010733	-0.06010469	-0.03999334	-0.03223051	
1.0612	-0.06010711	-0.06010447	-0.03999337	-0.03225096	
1.0614	-0.06010688	-0.06010425	-0.03999339	-0.03227169	
1.0616	-0.06010666	-0.06010403	-0.03999342	-0.0322927	
1.0618	-0.06010644	-0.06010382	-0.03999345	-0.03231398	
1.062	-0.06010621	-0.0601036	-0.03999348	-0.03233556	
1.0622	-0.06010599	-0.06010338	-0.0399935	-0.03235743	
1.0624	-0.06010577	-0.06010317	-0.03999353	-0.0323796	
1.0626	-0.06010555	-0.06010295	-0.03999355	-0.03240207	
1.0628	-0.06010533	-0.06010274	-0.03999358	-0.03242485	
1.063	-0.06010511	-0.06010252	-0.03999361	-0.03244795	
1.0632	-0.06010489	-0.06010231	-0.03999363	-0.03247136	
1.0634	-0.06010467	-0.06010209	-0.03999366	-0.0324951	
1.0636	-0.06010445	-0.06010188	-0.03999368	-0.03251917	
1.0638	-0.06010423	-0.06010167	-0.03999371	-0.03254358	
1.064	-0.06010401	-0.06010146	-0.03999374	-0.03256833	
1.0642	-0.0601038	-0.06010125	-0.03999376	-0.03259343	
1.0644	-0.06010358	-0.06010104	-0.03999379	-0.03261889	
1.0646	-0.06010336	-0.06010083	-0.03999382	-0.03264471	
1.0648	-0.06010315	-0.06010062	-0.03999384	-0.0326709	
1.065	-0.06010293	-0.06010041	-0.03999386	-0.03269746	
1.0652	-0.06010272	-0.0601002	-0.03999389	-0.03272441	
1.0654	-0.0601025	-0.06009999	-0.03999392	-0.03275175	
1.0656	-0.06010229	-0.06009978	-0.03999394	-0.03277949	
1.0658	-0.06010208	-0.06009958	-0.03999396	-0.03280764	
1.066	-0.06010186	-0.06009937	-0.03999399	-0.0328362	
1.0662	-0.06010165	-0.06009916	-0.03999401	-0.03286518	
1.0664	-0.06010144	-0.06009895	-0.03999404	-0.03289459	
1.0666	-0.06010123	-0.06009875	-0.03999406	-0.03292444	
1.0668	-0.06010102	-0.06009854	-0.03999409	-0.03295474	
1.067	-0.06010081	-0.06009834	-0.03999411	-0.0329855	
1.0672	-0.0601006	-0.06009813	-0.03999414	-0.03301672	
1.0674	-0.06010039	-0.06009793	-0.03999416	-0.03304841	
1.0676	-0.06010018	-0.06009773	-0.03999418	-0.0330806	
1.0678	-0.06009997	-0.06009753	-0.03999421	-0.03311327	
1.068	-0.06009976	-0.06009732	-0.03999423	-0.03314645	
1.0682	-0.06009956	-0.06009712	-0.03999425	-0.03318015	
1.0684	-0.06009935	-0.06009692	-0.03999428	-0.03321437	
1.0686	-0.06009914	-0.06009672	-0.0399943	-0.03324913	
1.0688	-0.06009893	-0.06009652	-0.03999433	-0.03328444	
1.069	-0.06009873	-0.06009632	-0.03999435	-0.03332031	
1.0692	-0.06009853	-0.06009612	-0.03999437	-0.03335675	
1.0694	-0.06009832	-0.06009592	-0.0399944	-0.03339377	
1.0696	-0.06009812	-0.06009572	-0.03999442	-0.0334314	
1.0698	-0.06009791	-0.06009552	-0.03999444	-0.03346963	
1.07	-0.06009771	-0.06009533	-0.03999446	-0.03350849	
1.0702	-0.06009751	-0.06009513	-0.03999449	-0.03354798	
1.0704	-0.0600973	-0.06009493	-0.03999451	-0.03358813	
1.0706	-0.0600971	-0.06009474	-0.03999453	-0.03362894	
1.0708	-0.0600969	-0.06009454	-0.03999455	-0.03367044	
1.071	-0.0600967	-0.06009435	-0.03999458	-0.03371263	
1.0712	-0.0600965	-0.06009415	-0.0399946	-0.03375553	
1.0714	-0.0600963	-0.06009395	-0.03999462	-0.03379916	
1.0716	-0.0600961	-0.06009376	-0.03999464	-0.03384355	
1.0718	-0.0600959	-0.06009357	-0.03999466	-0.03388869	
1.072	-0.06009571	-0.06009337	-0.03999469	-0.03393462	
1.0722	-0.0600955	-0.06009318	-0.03999471	-0.03398134	
1.0724	-0.06009531	-0.06009299	-0.03999473	-0.03402889	
1.0726	-0.06009511	-0.0600928	-0.03999475	-0.03407728	
1.0728	-0.06009492	-0.06009261	-0.03999477	-0.03412652	
1.073	-0.06009472	-0.06009242	-0.03999479	-0.03417665	
1.0732	-0.06009452	-0.06009222	-0.03999482	-0.03422767	
1.0734	-0.06009433	-0.06009203	-0.03999484	-0.03427963	
1.0736	-0.06009413	-0.06009185	-0.03999486	-0.03433253	
1.0738	-0.06009394	-0.06009166	-0.03999488	-0.0343864	
1.074	-0.06009374	-0.06009147	-0.0399949	-0.03444127	
1.0742	-0.06009355	-0.06009128	-0.03999492	-0.03449716	
1.0744	-0.06009335	-0.06009109	-0.03999494	-0.03455409	
1.0746	-0.06009316	-0.0600909	-0.03999496	-0.03461211	
1.0748	-0.06009297	-0.06009072	-0.03999498	-0.03467122	
1.075	-0.06009278	-0.06009053	-0.039995	-0.03473147	
1.0752	-0.06009259	-0.06009034	-0.03999503	-0.03479288	
1.0754	-0.0600924	-0.06009016	-0.03999504	-0.03485548	
1.0756	-0.06009221	-0.06008997	-0.03999506	-0.03491931	
1.0758	-0.06009202	-0.06008979	-0.03999509	-0.0349844	
1.076	-0.06009183	-0.0600896	-0.0399951	-0.03505078	
1.0762	-0.06009164	-0.06008942	-0.03999513	-0.03511848	
1.0764	-0.06009145	-0.06008923	-0.03999515	-0.03518756	
1.0766	-0.06009126	-0.06008905	-0.03999516	-0.03525803	
1.0768	-0.06009107	-0.06008887	-0.03999519	-0.03532995	
1.077	-0.06009088	-0.06008869	-0.0399952	-0.03540336	
1.0772	-0.0600907	-0.0600885	-0.03999522	-0.03547829	
1.0774	-0.06009051	-0.06008832	-0.03999525	-0.03555479	
1.0776	-0.06009033	-0.06008814	-0.03999526	-0.03563291	
1.0778	-0.06009014	-0.06008796	-0.03999528	-0.03571269	
1.078	-0.06008995	-0.06008778	-0.0399953	-0.03579419	
1.0782	-0.06008977	-0.0600876	-0.03999532	-0.03587745	
1.0784	-0.06008958	-0.06008742	-0.03999534	-0.03596253	
1.0786	-0.0600894	-0.06008724	-0.03999536	-0.03604948	
1.0788	-0.06008922	-0.06008706	-0.03999538	-0.03613836	
1.079	-0.06008903	-0.06008688	-0.0399954	-0.03622923	
1.0792	-0.06008885	-0.06008671	-0.03999542	-0.03632216	
1.0794	-0.06008867	-0.06008653	-0.03999544	-0.0364172	
1.0796	-0.06008849	-0.06008635	-0.03999545	-0.03651443	
1.0798	-0.06008831	-0.06008618	-0.03999547	-0.03661391	
1.08	-0.06008812	-0.060086	-0.03999549	-0.03671572	
1.0802	-0.06008795	-0.06008583	-0.03999551	-0.03681985	
1.0804	-0.06008776	-0.06008565	-0.03999553	-0.03692607	
1.0806	-0.06008758	-0.06008548	-0.03999555	-0.03703415	
1.0808	-0.06008741	-0.0600853	-0.03999557	-0.03714389	
1.081	-0.06008723	-0.06008513	-0.03999558	-0.0372551	
1.0812	-0.06008705	-0.06008495	-0.0399956	-0.03736761	
1.0814	-0.06008687	-0.06008478	-0.03999562	-0.03748124	
1.0816	-0.06008669	-0.0600846	-0.03999564	-0.03759586	
1.0818	-0.06008651	-0.06008443	-0.03999566	-0.03771131	
1.082	-0.06008634	-0.06008426	-0.03999567	-0.03782745	
1.0822	-0.06008616	-0.06008409	-0.03999569	-0.03794415	
1.0824	-0.06008599	-0.06008392	-0.03999571	-0.03806129	
1.0826	-0.06008581	-0.06008375	-0.03999573	-0.03817876	
1.0828	-0.06008563	-0.06008358	-0.03999574	-0.03829645	
1.083	-0.06008546	-0.0600834	-0.03999576	-0.03841424	
1.0832	-0.06008529	-0.06008324	-0.03999578	-0.03853206	
1.0834	-0.06008511	-0.06008307	-0.0399958	-0.03864979	
1.0836	-0.06008494	-0.0600829	-0.03999581	-0.03876735	
1.0838	-0.06008476	-0.06008273	-0.03999583	-0.03888467	
1.084	-0.06008459	-0.06008256	-0.03999585	-0.03900167	
1.0842	-0.06008442	-0.06008239	-0.03999586	-0.03911826	
1.0844	-0.06008425	-0.06008223	-0.03999588	-0.03923438	
1.0846	-0.06008407	-0.06008206	-0.0399959	-0.03934997	
1.0848	-0.0600839	-0.06008189	-0.03999592	-0.03946497	
1.085	-0.06008373	-0.06008172	-0.03999593	-0.0395793	
1.0852	-0.06008356	-0.06008156	-0.03999595	-0.03969293	
1.0854	-0.06008339	-0.06008139	-0.03999596	-0.0398058	
1.0856	-0.06008322	-0.06008123	-0.03999598	-0.03991785	
1.0858	-0.06008305	-0.06008106	-0.039996	-0.04002905	
1.086	-0.06008288	-0.06007994	-0.03999601	-0.04013935	
1.0862	-0.06008272	-0.06007524	-0.03999603	-0.04024872	
1.0864	-0.06008254	-0.0600672	-0.03999605	-0.04035711	
1.0866	-0.06008238	-0.06005599	-0.03999607	-0.04046448	
1.0868	-0.06008221	-0.06004177	-0.03999608	-0.04057082	
1.087	-0.06008204	-0.06002467	-0.0399961	-0.04067608	
1.0872	-0.06008188	-0.06000482	-0.03999611	-0.04078024	
1.0874	-0.06008171	-0.05998232	-0.03999613	-0.04088328	
1.0876	-0.06008155	-0.0599573	-0.03999614	-0.04098603	
1.0878	-0.06008138	-0.05992984	-0.03999616	-0.04108879	
1.088	-0.06008121	-0.05989999	-0.03999618	-0.04119161	
1.0882	-0.06008105	-0.05986782	-0.03999619	-0.04129454	
1.0884	-0.06008089	-0.05983339	-0.03999621	-0.04139762	
1.0886	-0.06008072	-0.05979676	-0.03999622	-0.04150091	
1.0888	-0.06008056	-0.05975798	-0.03999624	-0.04160445	
1.089	-0.06008039	-0.0597171	-0.03999626	-0.04170828	
1.0892	-0.06008023	-0.05967415	-0.03999627	-0.04181245	
1.0894	-0.06008007	-0.0596292	-0.03999628	-0.04191699	
1.0896	-0.06007991	-0.05958226	-0.0399963	-0.04202195	
1.0898	-0.06007975	-0.05953339	-0.03999631	-0.04212736	
1.09	-0.06007958	-0.05948261	-0.03999633	-0.04223326	
1.0902	-0.06007942	-0.05942995	-0.03999634	-0.04233968	
1.0904	-0.06007926	-0.05937544	-0.03999636	-0.04244664	
1.0906	-0.0600791	-0.05931911	-0.03999637	-0.04255419	
1.0908	-0.06007894	-0.05926098	-0.03999639	-0.04266235	
1.091	-0.06007878	-0.05920107	-0.0399964	-0.04277115	
1.0912	-0.06007862	-0.05913939	-0.03999642	-0.04288061	
1.0914	-0.06007846	-0.05907598	-0.03999643	-0.04299076	
1.0916	-0.0600783	-0.05901084	-0.03999645	-0.04310162	
1.0918	-0.06007815	-0.05894398	-0.03999646	-0.04321321	
1.092	-0.06007799	-0.05887542	-0.03999648	-0.04332558	
1.0922	-0.06007783	-0.05880516	-0.03999649	-0.04343871	
1.0924	-0.06007767	-0.05873322	-0.03999651	-0.04355266	
1.0926	-0.06007752	-0.05865961	-0.03999652	-0.04366742	
1.0928	-0.06007736	-0.05858431	-0.03999653	-0.04378303	
1.093	-0.06007721	-0.05850735	-0.03999655	-0.0438995	
1.0932	-0.06007705	-0.05842872	-0.03999656	-0.04401685	
1.0934	-0.0600769	-0.05834842	-0.03999658	-0.0441351	
1.0936	-0.06007674	-0.05826645	-0.03999659	-0.04425427	
1.0938	-0.06007659	-0.05818281	-0.03999661	-0.04437437	
1.094	-0.06007643	-0.0580975	-0.03999662	-0.04449541	
1.0942	-0.06007628	-0.05801051	-0.03999664	-0.04461743	
1.0944	-0.06007612	-0.05792183	-0.03999665	-0.04474043	
1.0946	-0.06007597	-0.05783147	-0.03999666	-0.04486442	
1.0948	-0.06007582	-0.0577394	-0.03999668	-0.04498943	
1.095	-0.06007567	-0.05764562	-0.03999669	-0.04511547	
1.0952	-0.06007552	-0.05755013	-0.0399967	-0.04524256	
1.0954	-0.06007537	-0.05745291	-0.03999672	-0.0453707	
1.0956	-0.06007521	-0.05735394	-0.03999673	-0.04549992	
1.0958	-0.06007506	-0.05725321	-0.03999674	-0.04563023	
1.096	-0.06007491	-0.05715071	-0.03999676	-0.04576164	
1.0962	-0.06007476	-0.05704642	-0.03999677	-0.04589416	
1.0964	-0.06007461	-0.05694033	-0.03999678	-0.04602782	
1.0966	-0.06007446	-0.05683242	-0.0399968	-0.04616262	
1.0968	-0.06007431	-0.05672266	-0.03999681	-0.04629858	
1.097	-0.06007417	-0.05661104	-0.03999682	-0.04643571	
1.0972	-0.06007402	-0.05649754	-0.03999684	-0.04657402	
1.0974	-0.06007387	-0.05638213	-0.03999685	-0.04671353	
1.0976	-0.06007372	-0.05626479	-0.03999686	-0.04685426	
1.0978	-0.06007357	-0.0561455	-0.03999687	-0.04699621	
1.098	-0.06007342	-0.05602422	-0.03999689	-0.0471394	
1.0982	-0.06007328	-0.05590095	-0.0399969	-0.04728384	
1.0984	-0.06007313	-0.05577564	-0.03999691	-0.04742954	
1.0986	-0.06007298	-0.05564827	-0.03999693	-0.04757651	
1.0988	-0.06007284	-0.05551881	-0.03999694	-0.04772478	
1.099	-0.06007269	-0.05538722	-0.03999695	-0.04787435	
1.0992	-0.06007255	-0.05525349	-0.03999696	-0.04802523	
1.0994	-0.0600724	-0.05511756	-0.03999697	-0.04817744	
1.0996	-0.06007226	-0.05497942	-0.03999699	-0.04833099	
1.0998	-0.06007212	-0.05483902	-0.039997	-0.0484859	
1.1	-0.06007197	-0.05469632	-0.03999701	-0.04864216	
1.1002	-0.06007183	-0.0545513	-0.03999703	-0.04879981	
1.1004	-0.06007168	-0.0544039	-0.03999704	-0.04895884	
1.1006	-0.06007154	-0.0542541	-0.03999705	-0.04911928	
1.1008	-0.0600714	-0.05410185	-0.03999706	-0.04928112	
1.101	-0.06007126	-0.05394711	-0.03999707	-0.0494444	
1.1012	-0.06007112	-0.05378983	-0.03999709	-0.04960911	
1.1014	-0.06007098	-0.05362997	-0.0399971	-0.04977528	
1.1016	-0.06007084	-0.05346748	-0.03999711	-0.0499429	
1.1018	-0.06007069	-0.05330232	-0.03999712	-0.050112	
1.102	-0.06007055	-0.05313443	-0.03999713	-0.05028259	
1.1022	-0.06007041	-0.05296377	-0.03999715	-0.05045467	
1.1024	-0.06007027	-0.05279029	-0.03999716	-0.05062826	
1.1026	-0.06007013	-0.05261392	-0.03999717	-0.05080338	
1.1028	-0.06006999	-0.05243462	-0.03999718	-0.05098002	
1.103	-0.06006986	-0.05225233	-0.03999719	-0.05115821	
1.1032	-0.06006972	-0.05206699	-0.03999721	-0.05133796	
1.1034	-0.06006958	-0.05187855	-0.03999722	-0.05151927	
1.1036	-0.06006944	-0.05168693	-0.03999723	-0.05170216	
1.1038	-0.0600693	-0.05149208	-0.03999724	-0.05188663	
1.104	-0.06006917	-0.05129394	-0.03999725	-0.0520727	
1.1042	-0.06006903	-0.05109244	-0.03999726	-0.05226039	
1.1044	-0.06006889	-0.05088751	-0.03999727	-0.05244969	
1.1046	-0.06006876	-0.05067908	-0.03999728	-0.05264062	
1.1048	-0.06006862	-0.05046708	-0.03999729	-0.0528332	
1.105	-0.06006848	-0.05025144	-0.03999731	-0.05302742	
1.1052	-0.06006835	-0.05003208	-0.03999732	-0.05322331	
1.1054	-0.06006821	-0.04980893	-0.03999733	-0.05342086	
1.1056	-0.06006808	-0.0495819	-0.03999734	-0.05362009	
1.1058	-0.06006794	-0.04935092	-0.03999735	-0.05382101	
1.106	-0.06006781	-0.0491159	-0.03999736	-0.05402363	
1.1062	-0.06006768	-0.04887676	-0.03999737	-0.05422795	
1.1064	-0.06006754	-0.04863341	-0.03999738	-0.05443398	
1.1066	-0.06006741	-0.04838577	-0.03999739	-0.05464174	
1.1068	-0.06006728	-0.04813373	-0.0399974	-0.05485122	
1.107	-0.06006714	-0.04787721	-0.03999741	-0.05506244	
1.1072	-0.06006701	-0.04761611	-0.03999742	-0.0552754	
1.1074	-0.06006688	-0.04735034	-0.03999744	-0.05549011	
1.1076	-0.06006675	-0.04707979	-0.03999745	-0.05570658	
1.1078	-0.06006662	-0.04680436	-0.03999746	-0.05592481	
1.108	-0.06006649	-0.04652395	-0.03999747	-0.0561448	
1.1082	-0.06006636	-0.04623844	-0.03999748	-0.05636656	
1.1084	-0.06006622	-0.04594773	-0.03999749	-0.0565901	
1.1086	-0.0600661	-0.04565172	-0.0399975	-0.05681541	
1.1088	-0.06006597	-0.04535027	-0.03999751	-0.05704251	
1.109	-0.06006584	-0.04504328	-0.03999752	-0.05727139	
1.1092	-0.06006571	-0.04473063	-0.03999753	-0.05750205	
1.1094	-0.06006558	-0.0444122	-0.03999754	-0.0577345	
1.1096	-0.06006545	-0.04408786	-0.03999755	-0.05796874	
1.1098	-0.06006532	-0.04375749	-0.03999756	-0.05820476	
1.11	-0.06006519	-0.04342095	-0.03999757	-0.05844257	
1.1102	-0.06006506	-0.04307812	-0.03999758	-0.05868216	
1.1104	-0.06006494	-0.04272888	-0.03999759	-0.05892352	
1.1106	-0.06006481	-0.04237307	-0.0399976	-0.05916667	
1.1108	-0.06006468	-0.04201058	-0.03999761	-0.05941158	
1.111	-0.06006455	-0.04164125	-0.03999762	-0.05965826	
1.1112	-0.06006443	-0.04126494	-0.03999763	-0.0599067	
1.1114	-0.0600643	-0.04088153	-0.03999764	-0.06015687	
1.1116	-0.06006418	-0.0404986	-0.03999765	-0.06040879	
1.1118	-0.06006405	-0.0401204	-0.03999766	-0.06066219	
1.112	-0.06006393	-0.03974656	-0.03999767	-0.06091667	
1.1122	-0.0600638	-0.03937681	-0.03999768	-0.06116372	
1.1124	-0.06006368	-0.03901101	-0.03999769	-0.06139987	
1.1126	-0.06006355	-0.03864907	-0.0399977	-0.06162569	
1.1128	-0.06006343	-0.03829092	-0.03999771	-0.06184168	
1.113	-0.06006331	-0.03793652	-0.03999772	-0.06204825	
1.1132	-0.06006318	-0.03758584	-0.03999773	-0.06224581	
1.1134	-0.06006306	-0.03723887	-0.03999773	-0.06243471	
1.1136	-0.06006294	-0.03689558	-0.03999775	-0.06261531	
1.1138	-0.06006281	-0.03655598	-0.03999775	-0.06278795	
1.114	-0.06006269	-0.03622004	-0.03999776	-0.06295294	
1.1142	-0.06006257	-0.03588779	-0.03999777	-0.06311058	
1.1144	-0.06006245	-0.0355592	-0.03999778	-0.06326118	
1.1146	-0.06006233	-0.03523428	-0.03999779	-0.06340503	
1.1148	-0.0600622	-0.03491303	-0.0399978	-0.06354239	
1.115	-0.06006208	-0.03459546	-0.03999781	-0.06367353	
1.1152	-0.06006197	-0.03428157	-0.03999782	-0.06379871	
1.1154	-0.06006184	-0.03397137	-0.03999783	-0.06391817	
1.1156	-0.06006172	-0.03366487	-0.03999783	-0.06403215	
1.1158	-0.0600616	-0.03336207	-0.03999785	-0.06414086	
1.116	-0.06006148	-0.03306298	-0.03999785	-0.06424455	
1.1162	-0.06006137	-0.03276761	-0.03999786	-0.06434339	
1.1164	-0.06006125	-0.03247598	-0.03999787	-0.0644376	
1.1166	-0.06006113	-0.03218809	-0.03999788	-0.06452737	
1.1168	-0.06006101	-0.03190394	-0.03999789	-0.06461289	
1.117	-0.06006089	-0.03162357	-0.0399979	-0.06469433	
1.1172	-0.06006077	-0.03134696	-0.03999791	-0.06477187	
1.1174	-0.06006065	-0.03107414	-0.03999791	-0.06484566	
1.1176	-0.06006054	-0.03080512	-0.03999792	-0.06491587	
1.1178	-0.06006042	-0.0305399	-0.03999793	-0.06498264	
1.118	-0.0600603	-0.03027849	-0.03999794	-0.06504612	
1.1182	-0.06006019	-0.03002091	-0.03999795	-0.06510645	
1.1184	-0.06006007	-0.02976716	-0.03999796	-0.06516376	
1.1186	-0.06005996	-0.02951726	-0.03999797	-0.06521818	
1.1188	-0.06005984	-0.02927121	-0.03999797	-0.06526984	
1.119	-0.06005973	-0.02902901	-0.03999798	-0.06531883	
1.1192	-0.06005961	-0.02879067	-0.03999799	-0.06536529	
1.1194	-0.0600595	-0.0285562	-0.039998	-0.06540932	
1.1196	-0.06005938	-0.02832561	-0.03999801	-0.06545102	
1.1198	-0.06005926	-0.02809889	-0.03999801	-0.06549048	
1.12	-0.06005915	-0.02787605	-0.03999802	-0.06552782	
1.1202	-0.06005904	-0.02765709	-0.03999803	-0.06556311	
1.1204	-0.06005893	-0.027442	-0.03999804	-0.06559644	
1.1206	-0.06005881	-0.0272308	-0.03999805	-0.0656279	
1.1208	-0.0600587	-0.02702347	-0.03999805	-0.06565756	
1.121	-0.06005859	-0.02682002	-0.03999807	-0.06568551	
1.1212	-0.06005847	-0.02662043	-0.03999807	-0.06571182	
1.1214	-0.06005836	-0.02642471	-0.03999808	-0.06573655	
1.1216	-0.06005825	-0.02623284	-0.03999809	-0.06575977	
1.1218	-0.06005814	-0.02604482	-0.0399981	-0.06578156	
1.122	-0.06005802	-0.02586063	-0.0399981	-0.06580196	
1.1222	-0.06005791	-0.02568027	-0.03999811	-0.06582104	
1.1224	-0.0600578	-0.02550372	-0.03999812	-0.06583885	
1.1226	-0.06005769	-0.02533097	-0.03999813	-0.06585546	
1.1228	-0.06005758	-0.025162	-0.03999814	-0.06587091	
1.123	-0.06005747	-0.0249968	-0.03999814	-0.06588525	
1.1232	-0.06005736	-0.02483535	-0.03999815	-0.06589853	
1.1234	-0.06005725	-0.02467762	-0.03999816	-0.06591079	
1.1236	-0.06005714	-0.02452361	-0.03999817	-0.06592209	
1.1238	-0.06005703	-0.02437329	-0.03999817	-0.06593245	
1.124	-0.06005692	-0.02422663	-0.03999818	-0.06594192	
1.1242	-0.06005682	-0.02408361	-0.03999819	-0.06595054	
1.1244	-0.06005671	-0.02394421	-0.0399982	-0.06595835	
1.1246	-0.0600566	-0.0238084	-0.0399982	-0.06596538	
1.1248	-0.06005649	-0.02367615	-0.03999821	-0.06597166	
1.125	-0.06005638	-0.02354744	-0.03999822	-0.06597722	
1.1252	-0.06005628	-0.02342223	-0.03999823	-0.06598211	
1.1254	-0.06005617	-0.0233005	-0.03999823	-0.06598634	
1.1256	-0.06005606	-0.02318221	-0.03999824	-0.06598995	
1.1258	-0.06005596	-0.02306733	-0.03999825	-0.06599295	
1.126	-0.06005585	-0.02295583	-0.03999826	-0.06599539	
1.1262	-0.06005574	-0.02284767	-0.03999826	-0.06599728	
1.1264	-0.06005564	-0.02274283	-0.03999827	-0.06599864	
1.1266	-0.06005553	-0.02264126	-0.03999827	-0.06599951	
1.1268	-0.06005542	-0.02254293	-0.03999828	-0.0659999	
1.127	-0.06005532	-0.02244781	-0.03999829	-0.06599982	
1.1272	-0.06005521	-0.02235584	-0.0399983	-0.06599931	
1.1274	-0.06005511	-0.02226701	-0.0399983	-0.06599838	
1.1276	-0.06005501	-0.02218127	-0.03999831	-0.06599705	
1.1278	-0.0600549	-0.02209857	-0.03999832	-0.06599533	
1.128	-0.0600548	-0.02201889	-0.03999833	-0.06599325	
1.1282	-0.06005469	-0.02194218	-0.03999833	-0.06599082	
1.1284	-0.06005459	-0.0218684	-0.03999834	-0.06598805	
1.1286	-0.06005449	-0.02179752	-0.03999835	-0.06598496	
1.1288	-0.06005438	-0.02172949	-0.03999835	-0.06598157	
1.129	-0.06005428	-0.02166427	-0.03999836	-0.06597789	
1.1292	-0.06005418	-0.02160181	-0.03999837	-0.06597392	
1.1294	-0.06005407	-0.02154209	-0.03999837	-0.06596969	
1.1296	-0.06005397	-0.02148506	-0.03999838	-0.0659652	
1.1298	-0.06005387	-0.02143068	-0.03999839	-0.06596047	
1.13	-0.06005377	-0.0213789	-0.03999839	-0.0659555	
1.1302	-0.06005367	-0.02132969	-0.0399984	-0.06595031	
1.1304	-0.06005357	-0.021283	-0.03999841	-0.06594491	
1.1306	-0.06005347	-0.0212388	-0.03999841	-0.0659393	
1.1308	-0.06005337	-0.02119703	-0.03999842	-0.0659335	
1.131	-0.06005327	-0.02115767	-0.03999843	-0.06592751	
1.1312	-0.06005317	-0.02112067	-0.03999843	-0.06592135	
1.1314	-0.06005307	-0.021086	-0.03999844	-0.06591502	
1.1316	-0.06005296	-0.0210536	-0.03999845	-0.06590852	
1.1318	-0.06005287	-0.02102344	-0.03999845	-0.06590188	
1.132	-0.06005277	-0.02099548	-0.03999846	-0.06589508	
1.1322	-0.06005267	-0.02096968	-0.03999846	-0.06588814	
1.1324	-0.06005257	-0.02094601	-0.03999847	-0.06588107	
1.1326	-0.06005247	-0.02092441	-0.03999848	-0.06587388	
1.1328	-0.06005237	-0.02090486	-0.03999848	-0.06586656	
1.133	-0.06005228	-0.02088731	-0.03999849	-0.06585912	
1.1332	-0.06005218	-0.02087173	-0.0399985	-0.06585158	
1.1334	-0.06005208	-0.02085808	-0.0399985	-0.06584392	
1.1336	-0.06005198	-0.02084633	-0.03999851	-0.06583618	
1.1338	-0.06005188	-0.02083642	-0.03999852	-0.06582832	
1.134	-0.06005179	-0.02082834	-0.03999852	-0.06582039	
1.1342	-0.06005169	-0.02082204	-0.03999853	-0.06581236	
1.1344	-0.06005159	-0.02081748	-0.03999854	-0.06580425	
1.1346	-0.0600515	-0.02081463	-0.03999854	-0.06579606	
1.1348	-0.0600514	-0.02081347	-0.03999855	-0.0657878	
1.135	-0.0600513	-0.02081394	-0.03999855	-0.06577947	
1.1352	-0.06005121	-0.02081602	-0.03999856	-0.06577107	
1.1354	-0.06005111	-0.02081968	-0.03999856	-0.0657626	
1.1356	-0.06005102	-0.02082487	-0.03999857	-0.06575408	
1.1358	-0.06005092	-0.02083158	-0.03999858	-0.0657455	
1.136	-0.06005083	-0.02083976	-0.03999858	-0.06573685	
1.1362	-0.06005073	-0.02084939	-0.03999859	-0.06572817	
1.1364	-0.06005064	-0.02086043	-0.03999859	-0.06571943	
1.1366	-0.06005054	-0.02087285	-0.0399986	-0.06571064	
1.1368	-0.06005045	-0.02088663	-0.03999861	-0.06570181	
1.137	-0.06005036	-0.02090172	-0.03999861	-0.06569294	
1.1372	-0.06005026	-0.02091812	-0.03999862	-0.06568403	
1.1374	-0.06005017	-0.02093577	-0.03999862	-0.06567508	
1.1376	-0.06005008	-0.02095466	-0.03999863	-0.06566609	
1.1378	-0.06004998	-0.02097476	-0.03999863	-0.06565708	
