Time	LH Force	LH_AnkleZ	LH_HipZ	LH_Knee	Pelvis	
0.209	0.04800492	-0.5943377	-0.152392	-0.4392391	-0.03106084	
0.2091	0.04800492	-0.5943416	-0.1524672	-0.4393002	-0.03097917	
0.2092	0.0479498	-0.5943469	-0.1525413	-0.4393599	-0.030906	
0.2093	0.0479498	-0.5943536	-0.152614	-0.439418	-0.03083046	
0.2094	0.04789373	-0.594362	-0.1526854	-0.4394747	-0.03075655	
0.2095	0.04789373	-0.5943721	-0.1527553	-0.4395296	-0.03067752	
0.2096	0.04783745	-0.5943842	-0.1528237	-0.4395828	-0.03060168	
0.2097	0.04783745	-0.5943984	-0.1528903	-0.4396342	-0.03050837	
0.2098	0.04778109	-0.5944149	-0.1529552	-0.4396836	-0.03042995	
0.2099	0.04778109	-0.5944338	-0.1530182	-0.4397311	-0.03035218	
0.21	0.04772475	-0.5944551	-0.1530792	-0.4397765	-0.03027437	
0.2101	0.04772475	-0.5944791	-0.1531383	-0.4398198	-0.03019035	
0.2102	0.04766961	-0.594506	-0.1531953	-0.4398609	-0.03011028	
0.2103	0.04766961	-0.5945356	-0.1532502	-0.4398998	-0.03002783	
0.2104	0.04761543	-0.5945682	-0.1533029	-0.4399364	-0.02994697	
0.2105	0.04761543	-0.5946038	-0.1533533	-0.4399707	-0.0298612	
0.2106	0.04756276	-0.5946426	-0.1534014	-0.4400026	-0.0297798	
0.2107	0.04756276	-0.5946846	-0.1534472	-0.4400321	-0.02967742	
0.2108	0.04751178	-0.5947298	-0.1534905	-0.4400591	-0.02959519	
0.2109	0.04751178	-0.5947784	-0.1535314	-0.4400836	-0.02951498	
0.211	0.04746233	-0.5948304	-0.1535699	-0.4401056	-0.02943596	
0.2111	0.04746233	-0.5948857	-0.1536059	-0.440125	-0.02935735	
0.2112	0.04741572	-0.5949444	-0.1536395	-0.4401419	-0.02927241	
0.2113	0.04741572	-0.5950066	-0.1536705	-0.4401563	-0.02919328	
0.2114	0.04737131	-0.5950722	-0.1536991	-0.4401681	-0.02911327	
0.2115	0.04737131	-0.5951412	-0.1537252	-0.4401773	-0.02903587	
0.2116	0.04732997	-0.5952136	-0.1537488	-0.4401839	-0.02895339	
0.2117	0.04732997	-0.5952932	-0.1537699	-0.4401901	-0.02887638	
0.2118	0.0473443	-0.5953761	-0.1537885	-0.4401937	-0.02878819	
0.2119	0.0473443	-0.5954624	-0.1538047	-0.4401947	-0.02872284	
0.212	0.04730738	-0.5955495	-0.1538201	-0.4401947	-0.02865786	
0.2121	0.04730738	-0.5956358	-0.1538357	-0.4401947	-0.02860082	
0.2122	0.04714685	-0.5957211	-0.1538515	-0.4401947	-0.02854224	
0.2123	0.04714685	-0.5958054	-0.1538676	-0.4401947	-0.02848525	
0.2124	0.04699677	-0.5958888	-0.1538841	-0.4401947	-0.02842294	
0.2125	0.04699677	-0.5959713	-0.1539007	-0.4401947	-0.02836412	
0.2126	0.04685883	-0.5960528	-0.1539177	-0.4401947	-0.02828946	
0.2127	0.04685883	-0.5961334	-0.1539349	-0.4401947	-0.02822883	
0.2128	0.04673091	-0.5962129	-0.1539524	-0.4401947	-0.02816903	
0.2129	0.04673091	-0.5962916	-0.1539701	-0.4401947	-0.02810938	
0.213	0.04661426	-0.5963693	-0.1539882	-0.4401947	-0.02804243	
0.2131	0.04661426	-0.5964459	-0.1540065	-0.4401947	-0.02798069	
0.2132	0.04650716	-0.5965216	-0.1540251	-0.4401947	-0.02791906	
0.2133	0.04650716	-0.5965964	-0.154044	-0.4401947	-0.02784649	
0.2134	0.04640919	-0.5966701	-0.1540631	-0.4401947	-0.02778324	
0.2135	0.04640919	-0.5967428	-0.1540826	-0.4401947	-0.0277175	
0.2136	0.04631954	-0.5968145	-0.1541023	-0.4401948	-0.02765414	
0.2137	0.04631954	-0.5968852	-0.1541223	-0.4401948	-0.02757891	
0.2138	0.04623807	-0.5969549	-0.1541426	-0.4401948	-0.02751377	
0.2139	0.04623807	-0.5970235	-0.1541632	-0.4401948	-0.02744907	
0.214	0.04616391	-0.5970912	-0.1541841	-0.4401948	-0.02737915	
0.2141	0.04616391	-0.5971578	-0.1542052	-0.4401948	-0.02731327	
0.2142	0.04609675	-0.5972234	-0.1542267	-0.4401948	-0.02723768	
0.2143	0.04609675	-0.597288	-0.1542484	-0.4401948	-0.02717055	
0.2144	0.04603564	-0.5973515	-0.1542705	-0.4401948	-0.02710119	
0.2145	0.04603564	-0.597414	-0.1542928	-0.4401948	-0.02703394	
0.2146	0.04598113	-0.5974753	-0.1543155	-0.4401948	-0.02695583	
0.2147	0.04598113	-0.5975357	-0.1543384	-0.4401948	-0.02688689	
0.2148	0.04593178	-0.597595	-0.1543616	-0.4401948	-0.02681617	
0.2149	0.04593178	-0.5976533	-0.1543851	-0.4401948	-0.02674727	
0.215	0.0458882	-0.5977105	-0.1544089	-0.4401948	-0.02678673	
0.2151	0.0458882	-0.5977666	-0.1544332	-0.4401948	-0.02672721	
0.2152	0.04585681	-0.5978215	-0.1544579	-0.4401948	-0.02657377	
0.2153	0.04585681	-0.5978754	-0.1544828	-0.4401948	-0.02660302	
0.2154	0.04581699	-0.5979282	-0.1545081	-0.4401948	-0.02653873	
0.2155	0.04581699	-0.5979798	-0.1545338	-0.4401948	-0.02647031	
0.2156	0.04578859	-0.5980304	-0.1545597	-0.4401948	-0.02639857	
0.2157	0.04578859	-0.59808	-0.154586	-0.4401948	-0.02631795	
0.2158	0.04576206	-0.5981284	-0.1546126	-0.4401948	-0.02624351	
0.2159	0.04576206	-0.5981758	-0.1546394	-0.4401948	-0.02617013	
0.216	0.04573883	-0.5982221	-0.1546666	-0.4401948	-0.02609406	
0.2161	0.04573883	-0.5982673	-0.1546941	-0.4401948	-0.02602033	
0.2162	0.04571893	-0.5983114	-0.1547218	-0.4401948	-0.02594161	
0.2163	0.04571893	-0.5983544	-0.1547499	-0.4401948	-0.0258665	
0.2164	0.04570169	-0.5983964	-0.1547782	-0.4401948	-0.02578899	
0.2165	0.04570169	-0.5984372	-0.1548069	-0.4401948	-0.02571341	
0.2166	0.04568697	-0.598477	-0.1548358	-0.4401948	-0.02561115	
0.2167	0.04568697	-0.5985156	-0.1548651	-0.4401948	-0.02553246	
0.2168	0.04567276	-0.5985532	-0.1548946	-0.4401948	-0.02545541	
0.2169	0.04567276	-0.5985897	-0.1549244	-0.4401948	-0.02537902	
0.217	0.0456622	-0.5986251	-0.1549545	-0.4401948	-0.02530233	
0.2171	0.0456622	-0.5986594	-0.1549849	-0.4401948	-0.02522495	
0.2172	0.04565334	-0.5986927	-0.1550156	-0.4401948	-0.02513986	
0.2173	0.04565334	-0.5987248	-0.1550466	-0.4401948	-0.02506039	
0.2174	0.04564548	-0.5987558	-0.1550779	-0.4401948	-0.02497917	
0.2175	0.04564548	-0.5987858	-0.1551095	-0.4401948	-0.02489992	
0.2176	0.0456388	-0.5988146	-0.1551414	-0.4401948	-0.02481572	
0.2177	0.0456388	-0.5988424	-0.1551736	-0.4401948	-0.02473537	
0.2178	0.04563285	-0.5988691	-0.155206	-0.4401948	-0.0246529	
0.2179	0.04563285	-0.5988947	-0.1552388	-0.4401948	-0.02457212	
0.218	0.0456276	-0.5989192	-0.1552718	-0.4401948	-0.02446202	
0.2181	0.0456276	-0.5989426	-0.1553051	-0.4401948	-0.02437787	
0.2182	0.04562088	-0.598965	-0.1553387	-0.4401948	-0.02429561	
0.2183	0.04562088	-0.5989863	-0.1553725	-0.4401948	-0.02421414	
0.2184	0.04561618	-0.5990065	-0.1554066	-0.4401948	-0.02413241	
0.2185	0.04561618	-0.5990255	-0.1554411	-0.4401948	-0.02405	
0.2186	0.04561177	-0.5990436	-0.1554758	-0.4401948	-0.02396696	
0.2187	0.04561177	-0.5990606	-0.1555108	-0.4401948	-0.02387328	
0.2188	0.04560711	-0.5990765	-0.155546	-0.4401948	-0.02378806	
0.2189	0.04560711	-0.5990914	-0.1555815	-0.4401948	-0.02370363	
0.219	0.045602	-0.5991051	-0.1556173	-0.4401948	-0.0236195	
0.2191	0.045602	-0.5991178	-0.1556534	-0.4401948	-0.02353508	
0.2192	0.0455966	-0.5991295	-0.1556898	-0.4401948	-0.02344171	
0.2193	0.0455966	-0.5991401	-0.1557264	-0.4401948	-0.02335509	
0.2194	0.04559043	-0.5991496	-0.1557632	-0.4401948	-0.02326895	
0.2195	0.04559043	-0.5991582	-0.1558004	-0.4401948	-0.02316207	
0.2196	0.04558356	-0.5991656	-0.1558378	-0.4401948	-0.02307374	
0.2197	0.04558356	-0.599172	-0.1558754	-0.4401948	-0.02298654	
0.2198	0.04557579	-0.5991774	-0.1559133	-0.4401948	-0.02289977	
0.2199	0.04557579	-0.5991817	-0.1559515	-0.4401948	-0.02280749	
0.22	0.04556764	-0.599185	-0.1559899	-0.4401948	-0.02271915	
0.2201	0.04556764	-0.5991873	-0.1560285	-0.4401948	-0.02262823	
0.2202	0.04555835	-0.5991885	-0.1560674	-0.4401948	-0.02253948	
0.2203	0.04555835	-0.5991887	-0.1561066	-0.4401948	-0.02245351	
0.2204	0.04554797	-0.5991887	-0.1561457	-0.4401948	-0.02238412	
0.2205	0.04554797	-0.5991887	-0.1561847	-0.4401948	-0.02231449	
0.2206	0.04517376	-0.5991887	-0.1562235	-0.4401948	-0.0222469	
0.2207	0.04517376	-0.5991887	-0.1562623	-0.4401948	-0.02217366	
0.2208	0.04481381	-0.5991887	-0.1563009	-0.4401948	-0.02210394	
0.2209	0.04481381	-0.5991887	-0.1563394	-0.4401948	-0.02201946	
0.221	0.04447244	-0.5991887	-0.1563777	-0.4401948	-0.02194788	
0.2211	0.04447244	-0.5991887	-0.156416	-0.4401948	-0.02187711	
0.2212	0.04414653	-0.5991887	-0.1564541	-0.4401948	-0.02185283	
0.2213	0.04414653	-0.5991887	-0.1564921	-0.4401948	-0.02178607	
0.2214	0.04382691	-0.5991887	-0.15653	-0.4401948	-0.02170979	
0.2215	0.04382691	-0.5991887	-0.1565678	-0.4401948	-0.02163626	
0.2216	0.0435142	-0.5991887	-0.1566055	-0.4401948	-0.02156264	
0.2217	0.0435142	-0.5991887	-0.1566431	-0.4401948	-0.02148929	
0.2218	0.04322893	-0.5991887	-0.1566805	-0.4401948	-0.02141592	
0.2219	0.04322893	-0.5991887	-0.1567178	-0.4401948	-0.02134233	
0.222	0.04295602	-0.5991887	-0.1567549	-0.4401948	-0.02126829	
0.2221	0.04295602	-0.5991887	-0.156792	-0.4401948	-0.02119375	
0.2222	0.04269456	-0.5991887	-0.1568289	-0.4401948	-0.02111871	
0.2223	0.04269456	-0.5991887	-0.1568656	-0.4401948	-0.02102812	
0.2224	0.04244443	-0.5991887	-0.1569022	-0.4401948	-0.02095012	
0.2225	0.04244443	-0.5991887	-0.1569387	-0.4401948	-0.02087332	
0.2226	0.04220609	-0.5991887	-0.156975	-0.4401948	-0.02079703	
0.2227	0.04220609	-0.5991887	-0.1570112	-0.4401948	-0.0207204	
0.2228	0.04197738	-0.5991887	-0.1570473	-0.4401948	-0.0206431	
0.2229	0.04197738	-0.5991887	-0.1570832	-0.4401948	-0.02056514	
0.223	0.0417587	-0.5991887	-0.157119	-0.4401948	-0.02048669	
0.2231	0.0417587	-0.5991887	-0.1571547	-0.4401948	-0.02039612	
0.2232	0.04154992	-0.5991887	-0.1571902	-0.4401948	-0.02031542	
0.2233	0.04154992	-0.5991887	-0.1572256	-0.4401948	-0.02020717	
0.2234	0.041347	-0.5991887	-0.1572607	-0.4401948	-0.02012464	
0.2235	0.041347	-0.5991887	-0.1572958	-0.4401948	-0.02004378	
0.2236	0.04115574	-0.5991887	-0.1573306	-0.4401948	-0.01996349	
0.2237	0.04115574	-0.5991887	-0.1573654	-0.4401948	-0.01988275	
0.2238	0.04097447	-0.5991887	-0.1574	-0.4401948	-0.01980123	
0.2239	0.04097447	-0.5991887	-0.1574344	-0.4401948	-0.01971904	
0.224	0.04080129	-0.5991887	-0.1574688	-0.4401948	-0.01965233	
0.2241	0.04080129	-0.5991887	-0.157503	-0.4401948	-0.01957019	
0.2242	0.04063452	-0.5991887	-0.157537	-0.4401948	-0.01948709	
0.2243	0.04063452	-0.5991887	-0.1575709	-0.4401948	-0.01940315	
0.2244	0.04047691	-0.5991887	-0.1576047	-0.4401948	-0.01931871	
0.2245	0.04047691	-0.5991887	-0.1576383	-0.4401948	-0.01920081	
0.2246	0.04032524	-0.5991887	-0.1576717	-0.4401948	-0.01913842	
0.2247	0.04032524	-0.5991887	-0.157705	-0.4401948	-0.01905464	
0.2248	0.04017635	-0.5991887	-0.1577382	-0.4401948	-0.01896743	
0.2249	0.04017635	-0.5991887	-0.1577712	-0.4401948	-0.01888096	
0.225	0.04004167	-0.5991887	-0.157804	-0.4401948	-0.01878868	
0.2251	0.04004167	-0.5991887	-0.1578367	-0.4401948	-0.0187005	
0.2252	0.03991429	-0.5991887	-0.1578693	-0.4401948	-0.018601	
0.2253	0.03991429	-0.5991887	-0.1579016	-0.4401948	-0.01851191	
0.2254	0.03979085	-0.5991887	-0.1579338	-0.4401948	-0.0184315	
0.2255	0.03979085	-0.5991887	-0.1579659	-0.4401948	-0.01834222	
0.2256	0.03967284	-0.5991887	-0.1579978	-0.4401948	-0.01825291	
0.2257	0.03967284	-0.5991887	-0.1580296	-0.4401948	-0.01814798	
0.2258	0.03956093	-0.5991887	-0.1580612	-0.4401948	-0.01806929	
0.2259	0.03956093	-0.5991887	-0.1580926	-0.4401948	-0.01797702	
0.226	0.03945308	-0.5991887	-0.1581239	-0.4401948	-0.01788617	
0.2261	0.03945308	-0.5991887	-0.158155	-0.4401948	-0.0177904	
0.2262	0.03935377	-0.5991888	-0.1581859	-0.4401948	-0.01769791	
0.2263	0.03935377	-0.5991888	-0.1582167	-0.4401948	-0.01760343	
0.2264	0.03925953	-0.5991888	-0.1582473	-0.4401948	-0.01751045	
0.2265	0.03925953	-0.5991888	-0.1582778	-0.4401948	-0.01741237	
0.2266	0.03917079	-0.5991888	-0.1583081	-0.4401948	-0.01731819	
0.2267	0.03917079	-0.5991888	-0.1583382	-0.4401948	-0.01721042	
0.2268	0.03908597	-0.5991888	-0.1583682	-0.4401948	-0.01712878	
0.2269	0.03908597	-0.5991888	-0.1583979	-0.4401948	-0.01703305	
0.227	0.0390035	-0.5991888	-0.1584276	-0.4401948	-0.01693804	
0.2271	0.0390035	-0.5991888	-0.158457	-0.4401948	-0.01683863	
0.2272	0.03892829	-0.5991888	-0.1584863	-0.4401948	-0.01674186	
0.2273	0.03892829	-0.5991888	-0.1585154	-0.4401948	-0.01664509	
0.2274	0.03885769	-0.5991888	-0.1585444	-0.4401948	-0.01654423	
0.2275	0.03885769	-0.5991888	-0.1585732	-0.4401949	-0.01644631	
0.2276	0.03879288	-0.5991888	-0.1586018	-0.4401949	-0.01634486	
0.2277	0.03879288	-0.5991888	-0.1586302	-0.4401949	-0.01624621	
0.2278	0.03873192	-0.5991888	-0.1586585	-0.4401949	-0.01613259	
0.2279	0.03873192	-0.5991888	-0.1586865	-0.4401949	-0.016047	
0.228	0.0386727	-0.5991888	-0.1587144	-0.4401949	-0.01594678	
0.2281	0.0386727	-0.5991888	-0.1587422	-0.4401949	-0.01584731	
0.2282	0.03861935	-0.5991888	-0.1587697	-0.4401949	-0.01574384	
0.2283	0.03861935	-0.5991888	-0.1587971	-0.4401949	-0.01564286	
0.2284	0.03856397	-0.5991888	-0.1588243	-0.4401949	-0.01554197	
0.2285	0.03856397	-0.5991888	-0.1588513	-0.4401949	-0.01543704	
0.2286	0.03851566	-0.5991888	-0.1588782	-0.4401949	-0.01533523	
0.2287	0.03851566	-0.5991888	-0.1589049	-0.4401949	-0.01523014	
0.2288	0.03847046	-0.5991888	-0.1589313	-0.4401949	-0.01512788	
0.2289	0.03847046	-0.5991888	-0.1589576	-0.4401949	-0.01501029	
0.229	0.03842716	-0.5991888	-0.1589838	-0.4401949	-0.01492301	
0.2291	0.03842716	-0.5991888	-0.1590097	-0.4401949	-0.01481944	
0.2292	0.03838337	-0.5991888	-0.1590355	-0.4401949	-0.01471668	
0.2293	0.03838337	-0.5991888	-0.1590611	-0.4401949	-0.01460962	
0.2294	0.03834565	-0.5991888	-0.1590865	-0.4401949	-0.01450525	
0.2295	0.03834565	-0.5991888	-0.1591117	-0.4401949	-0.01440101	
0.2296	0.03831068	-0.5991888	-0.1591367	-0.4401949	-0.01429287	
0.2297	0.03831068	-0.5991888	-0.1591616	-0.4401949	-0.01418776	
0.2298	0.03827973	-0.5991888	-0.1591863	-0.4401949	-0.01407928	
0.2299	0.03827973	-0.5991888	-0.1592107	-0.4401949	-0.01397369	
0.23	0.03825092	-0.5991888	-0.159235	-0.4401949	-0.01385349	
0.2301	0.03825092	-0.5991888	-0.1592591	-0.4401949	-0.01376213	
0.2302	0.03822223	-0.5991888	-0.1592831	-0.4401949	-0.01365534	
0.2303	0.03822223	-0.5991888	-0.1593068	-0.4401949	-0.01354926	
0.2304	0.03819792	-0.5991888	-0.1593304	-0.4401949	-0.01343915	
0.2305	0.03819792	-0.5991888	-0.1593537	-0.4401949	-0.01333152	
0.2306	0.03817023	-0.5991888	-0.1593769	-0.4401949	-0.01322401	
0.2307	0.03817023	-0.5991888	-0.1593999	-0.4401949	-0.01311288	
0.2308	0.03814892	-0.5991888	-0.1594227	-0.4401949	-0.01300452	
0.2309	0.03814892	-0.5991888	-0.1594453	-0.4401949	-0.01289251	
0.231	0.03812975	-0.5991888	-0.1594677	-0.4401949	-0.01278359	
0.2311	0.03812975	-0.5991888	-0.15949	-0.4401949	-0.01266109	
0.2312	0.03811159	-0.5991888	-0.159512	-0.4401949	-0.01256576	
0.2313	0.03811159	-0.5991888	-0.1595338	-0.4401949	-0.01245579	
0.2314	0.03809224	-0.5991888	-0.1595555	-0.4401949	-0.01234642	
0.2315	0.03809224	-0.5991888	-0.159577	-0.4401949	-0.01223328	
0.2316	0.03807753	-0.5991888	-0.1595982	-0.4401949	-0.01212243	
0.2317	0.03807753	-0.5991888	-0.1596193	-0.4401949	-0.01201169	
0.2318	0.03806492	-0.5991888	-0.1596402	-0.4401949	-0.01189785	
0.2319	0.03806492	-0.5991888	-0.1596609	-0.4401949	-0.01178631	
0.232	0.0380553	-0.5991888	-0.1596814	-0.4401949	-0.01167039	
0.2321	0.0380553	-0.5991888	-0.1597017	-0.4401949	-0.01155813	
0.2322	0.03804761	-0.5991888	-0.1597217	-0.4401949	-0.01143467	
0.2323	0.03804761	-0.5991889	-0.1597416	-0.4401949	-0.01133391	
0.2324	0.03803924	-0.5991889	-0.1597613	-0.4401949	-0.01122086	
0.2325	0.03803924	-0.5991889	-0.1597808	-0.4401949	-0.01110821	
0.2326	0.03803409	-0.5991889	-0.1598002	-0.4401949	-0.01099234	
0.2327	0.03803409	-0.5991889	-0.1598193	-0.4401949	-0.01087836	
0.2328	0.0380237	-0.5991889	-0.1598382	-0.4401949	-0.01076445	
0.2329	0.0380237	-0.5991889	-0.1598569	-0.4401949	-0.01065043	
0.233	0.03802037	-0.5991889	-0.1598754	-0.4401949	-0.01053009	
0.2331	0.03802037	-0.5991889	-0.1598937	-0.4401949	-0.01041461	
0.2332	0.03802025	-0.5991889	-0.1599119	-0.4401949	-0.01029947	
0.2333	0.03802025	-0.5991889	-0.1599298	-0.4401949	-0.01018001	
0.2334	0.03801925	-0.5991889	-0.1599475	-0.4401949	-0.01006412	
0.2335	0.03801925	-0.5991889	-0.159965	-0.4401949	-0.009930708	
0.2336	0.03801826	-0.5991889	-0.1599822	-0.4401949	-0.00983743	
0.2337	0.03801826	-0.5991889	-0.1599993	-0.4401949	-0.009720381	
0.2338	0.03801385	-0.5991889	-0.1600162	-0.4401949	-0.009604275	
0.2339	0.03801385	-0.5991889	-0.1600329	-0.4401949	-0.009482787	
0.234	0.03801565	-0.5991889	-0.1600494	-0.4401949	-0.009364725	
0.2341	0.03801565	-0.5991889	-0.1600657	-0.4401949	-0.009246922	
0.2342	0.03801914	-0.5991889	-0.1600818	-0.4401949	-0.009126069	
0.2343	0.03801914	-0.5991889	-0.1600977	-0.4401949	-0.009007672	
0.2344	0.0380251	-0.5991889	-0.1601133	-0.4401949	-0.00888507	
0.2345	0.0380251	-0.5991889	-0.1601288	-0.4401949	-0.008765927	
0.2346	0.03803233	-0.5991889	-0.160144	-0.4401949	-0.008638125	
0.2347	0.03803233	-0.5991889	-0.1601591	-0.4401949	-0.008526724	
0.2348	0.03803817	-0.5991889	-0.1601739	-0.4401949	-0.008407206	
0.2349	0.03803817	-0.5991889	-0.1601885	-0.4401949	-0.008287575	
0.235	0.03804684	-0.5991889	-0.1602029	-0.4401949	-0.008150676	
0.2351	0.03804684	-0.5991889	-0.1602171	-0.4401949	-0.00804699	
0.2352	0.03805422	-0.5991889	-0.1602311	-0.4401949	-0.007925545	
0.2353	0.03805422	-0.5991889	-0.1602449	-0.4401949	-0.007805072	
0.2354	0.03806325	-0.5991889	-0.1602584	-0.4401949	-0.007681171	
0.2355	0.03806325	-0.5991889	-0.1602718	-0.4401949	-0.007559146	
0.2356	0.03807439	-0.5991889	-0.160285	-0.4401949	-0.007427798	
0.2357	0.03807439	-0.5991889	-0.1602979	-0.4401949	-0.007309706	
0.2358	0.03808526	-0.5991889	-0.1603106	-0.4401949	-0.007186921	
0.2359	0.03808526	-0.5991889	-0.1603231	-0.4401949	-0.007064512	
0.236	0.03809775	-0.5991889	-0.1603354	-0.4401949	-0.006928927	
0.2361	0.03809775	-0.5991889	-0.1603474	-0.4401949	-0.006817997	
0.2362	0.03810963	-0.5991889	-0.1603593	-0.4401949	-0.006693815	
0.2363	0.03810963	-0.5991889	-0.1603709	-0.4401949	-0.006570369	
0.2364	0.03812404	-0.5991889	-0.1603824	-0.4401949	-0.006443511	
0.2365	0.03812404	-0.5991889	-0.1603936	-0.4401949	-0.006318803	
0.2366	0.0381336	-0.5991889	-0.1604046	-0.4401949	-0.006194178	
0.2367	0.0381336	-0.5991889	-0.1604154	-0.4401949	-0.006066051	
0.2368	0.03814834	-0.5991889	-0.1604259	-0.4401949	-0.00594057	
0.2369	0.03814834	-0.5991889	-0.1604363	-0.4401949	-0.005811371	
0.237	0.03816395	-0.5991889	-0.1604464	-0.4401949	-0.005685362	
0.2371	0.03816395	-0.5991889	-0.1604563	-0.4401949	-0.005546903	
0.2372	0.03817941	-0.5991889	-0.1604659	-0.4401949	-0.005436742	
0.2373	0.03817941	-0.5991889	-0.1604754	-0.4401949	-0.005309889	
0.2374	0.03819178	-0.5991889	-0.1604846	-0.4401949	-0.005183549	
0.2375	0.03819178	-0.5991889	-0.1604937	-0.4401949	-0.005053393	
0.2376	0.03820782	-0.5991889	-0.1605025	-0.4401949	-0.004925556	
0.2377	0.03820782	-0.5991889	-0.160511	-0.4401949	-0.004797876	
0.2378	0.03822529	-0.5991889	-0.1605194	-0.4401949	-0.004670161	
0.2379	0.03822529	-0.5991889	-0.1605275	-0.4401949	-0.00453674	
0.238	0.03824376	-0.5991889	-0.1605354	-0.4401949	-0.004407698	
0.2381	0.03824376	-0.5991889	-0.1605431	-0.4401949	-0.004276946	
0.2382	0.03826301	-0.5991889	-0.1605506	-0.4401949	-0.004147951	
0.2383	0.03826301	-0.5991889	-0.1605578	-0.4401949	-0.004014116	
0.2384	0.03828244	-0.5991889	-0.1605648	-0.4401949	-0.003888631	
0.2385	0.03828244	-0.5991889	-0.1605716	-0.4401949	-0.003760675	
0.2386	0.03829985	-0.5991889	-0.1605781	-0.4401949	-0.003630986	
0.2387	0.03829985	-0.5991889	-0.1605844	-0.4401949	-0.003500964	
0.2388	0.03831961	-0.5991889	-0.1605906	-0.4401949	-0.003370478	
0.2389	0.03831961	-0.5991889	-0.1605964	-0.4401949	-0.003239579	
0.239	0.03834059	-0.5991889	-0.1606021	-0.4401949	-0.003108476	
0.2391	0.03834059	-0.5991889	-0.1606075	-0.4401949	-0.002967797	
0.2392	0.03836198	-0.5991889	-0.1606127	-0.4401949	-0.002835	
0.2393	0.03836198	-0.5991889	-0.1606176	-0.4401949	-0.002702922	
0.2394	0.03838415	-0.5991889	-0.1606224	-0.4401949	-0.002571123	
0.2395	0.03838415	-0.5991889	-0.1606268	-0.4401949	-0.00243909	
0.2396	0.03840609	-0.5991889	-0.1606311	-0.4401949	-0.002299674	
0.2397	0.03840609	-0.5991889	-0.1606351	-0.4401949	-0.00217231	
0.2398	0.0384308	-0.5991889	-0.1606389	-0.4401949	-0.002041382	
0.2399	0.0384308	-0.5991889	-0.1606425	-0.4401949	-0.001908361	
0.24	0.03844213	-0.5991889	-0.1606458	-0.4401949	-0.001774973	
0.2401	0.03844213	-0.5991889	-0.160649	-0.4401949	-0.001641051	
0.2402	0.03846566	-0.5991889	-0.1606518	-0.4401949	-0.001506689	
0.2403	0.03846566	-0.5991889	-0.1606545	-0.4401949	-0.001372137	
0.2404	0.0384897	-0.5991889	-0.1606569	-0.4401949	-0.00123186	
0.2405	0.0384897	-0.5991889	-0.1606591	-0.4401949	-0.001096189	
0.2406	0.03851574	-0.5991889	-0.160661	-0.4401949	-0.0009570533	
0.2407	0.03851574	-0.5991889	-0.1606627	-0.4401949	-0.0008211652	
0.2408	0.03854139	-0.5991889	-0.1606641	-0.4401949	-0.0006824383	
0.2409	0.03854139	-0.5991889	-0.1606654	-0.4401949	-0.0005461731	
0.241	0.03868759	-0.5991889	-0.1606663	-0.4401949	-0.0004061328	
0.2411	0.03868759	-0.5991889	-0.1606671	-0.4401949	-0.0002753736	
0.2412	0.03886145	-0.5991889	-0.1606676	-0.4401949	-0.0001411341	
0.2413	0.03886145	-0.5991889	-0.1606679	-0.4401949	-6.022677E-06	
0.2414	0.03910914	-0.5991889	-0.1606679	-0.4401949	6.38496E-05	
0.2415	0.03910914	-0.5991889	-0.1606678	-0.4401949	8.222582E-05	
0.2416	0.03948465	-0.5991889	-0.1606676	-0.4401949	6.984058E-05	
0.2417	0.03948465	-0.5991889	-0.1606674	-0.4401949	4.714826E-05	
0.2418	0.0398724	-0.5991889	-0.1606673	-0.4401949	3.091801E-05	
0.2419	0.0398724	-0.5991889	-0.1606673	-0.4401949	2.232882E-05	
0.242	0.04022595	-0.5991889	-0.1606674	-0.4401949	2.406846E-05	
0.2421	0.04022595	-0.5991889	-0.1606674	-0.4401949	2.852406E-05	
0.2422	0.04060808	-0.5991889	-0.1606674	-0.4401949	3.419441E-05	
0.2423	0.04060808	-0.5991889	-0.1606673	-0.440195	3.652252E-05	
0.2424	0.04098628	-0.5991889	-0.1606673	-0.440195	4.407794E-05	
0.2425	0.04098628	-0.5991889	-0.1606672	-0.440195	3.66807E-05	
0.2426	0.04130159	-0.5991889	-0.1606672	-0.440195	3.160768E-05	
0.2427	0.04130159	-0.5991889	-0.1606672	-0.440195	2.987224E-05	
0.2428	0.04163665	-0.5991889	-0.1606672	-0.440195	3.070671E-05	
0.2429	0.04163665	-0.5991889	-0.1606672	-0.440195	3.378951E-05	
0.243	0.04197071	-0.5991889	-0.1606671	-0.440195	3.424885E-05	
0.2431	0.04197071	-0.5991889	-0.1606671	-0.440195	3.542121E-05	
0.2432	0.04228995	-0.5991889	-0.1606671	-0.440195	3.420507E-05	
0.2433	0.04228995	-0.5991889	-0.160667	-0.440195	3.402857E-05	
0.2434	0.04259349	-0.5991889	-0.160667	-0.440195	3.33103E-05	
0.2435	0.04259349	-0.5991889	-0.160667	-0.440195	4.118893E-05	
0.2436	0.04288479	-0.5991889	-0.1606669	-0.440195	3.444781E-05	
0.2437	0.04288479	-0.5991889	-0.1606669	-0.440195	3.053203E-05	
0.2438	0.04314635	-0.5991889	-0.1606669	-0.440195	2.968432E-05	
0.2439	0.04314635	-0.5991889	-0.1606669	-0.440195	3.088122E-05	
