Time	LH Force	LH_AnkleZ	LH_HipZ	LH_Knee	Pelvis	
2.7566	0.04802872	-0.9181744	-0.0774168	-0.2225302	0.1606193	
2.7567	0.04802872	-0.9177811	-0.07729204	-0.2225302	0.1606471	
2.7568	0.04794924	-0.9173877	-0.07716732	-0.2225302	0.1606608	
2.7569	0.04794924	-0.916994	-0.07704266	-0.2225302	0.1606804	
2.757	0.04786954	-0.9166002	-0.07691807	-0.2225302	0.1606986	
2.7571	0.04786954	-0.9162063	-0.07679353	-0.2225302	0.160726	
2.7572	0.04778954	-0.9158122	-0.07666903	-0.2225302	0.1607392	
2.7573	0.04778954	-0.915418	-0.0765446	-0.2225302	0.1607585	
2.7574	0.0477093	-0.9150235	-0.07642022	-0.2225302	0.1607762	
2.7575	0.0477093	-0.914629	-0.07629589	-0.2225302	0.1608031	
2.7576	0.04762879	-0.9142342	-0.07617161	-0.2225302	0.1608154	
2.7577	0.04762879	-0.9138392	-0.07604747	-0.2225303	0.1608333	
2.7578	0.04754679	-0.9134439	-0.07592355	-0.2225306	0.1608491	
2.7579	0.04754679	-0.9130481	-0.07579994	-0.2225313	0.1608737	
2.758	0.04746221	-0.9126517	-0.0756767	-0.2225324	0.1608836	
2.7581	0.04746221	-0.9122546	-0.07555393	-0.2225341	0.160899	
2.7582	0.04737525	-0.9118567	-0.07543172	-0.2225364	0.1609123	
2.7583	0.04737525	-0.911458	-0.07531015	-0.2225395	0.1609345	
2.7584	0.04728576	-0.9110582	-0.07518928	-0.2225435	0.160942	
2.7585	0.04728576	-0.9106573	-0.07506923	-0.2225485	0.160955	
2.7586	0.04719393	-0.9102552	-0.07495006	-0.2225546	0.1609659	
2.7587	0.04719393	-0.9098517	-0.07483187	-0.2225619	0.1609858	
2.7588	0.04709976	-0.9094469	-0.07471469	-0.2225705	0.1609909	
2.7589	0.04709976	-0.9090405	-0.07459864	-0.2225806	0.1610017	
2.759	0.04700341	-0.9086326	-0.07448379	-0.2225921	0.1610105	
2.7591	0.04700341	-0.9082229	-0.07437021	-0.2226053	0.1610282	
2.7592	0.04690484	-0.9078114	-0.07425793	-0.2226201	0.1610312	
2.7593	0.04690484	-0.9073981	-0.07414706	-0.2226368	0.1610399	
2.7594	0.04680433	-0.9069828	-0.07403766	-0.2226553	0.1610467	
2.7595	0.04680433	-0.9065654	-0.07392979	-0.2226758	0.1610625	
2.7596	0.04670177	-0.906146	-0.07382349	-0.2226983	0.1610637	
2.7597	0.04670177	-0.9057244	-0.07371882	-0.2227229	0.1610707	
2.7598	0.04659743	-0.9053006	-0.07361584	-0.2227496	0.1610759	
2.7599	0.04659743	-0.9048744	-0.0735146	-0.2227786	0.1610902	
2.76	0.04649125	-0.9044459	-0.07341512	-0.2228099	0.1610898	
2.7601	0.04649125	-0.9040149	-0.07331747	-0.2228435	0.1610954	
2.7602	0.04638349	-0.9035816	-0.07322167	-0.2228795	0.1610993	
2.7603	0.04638349	-0.9031457	-0.07312776	-0.2229179	0.1611125	
2.7604	0.04627411	-0.9027073	-0.07303574	-0.2229588	0.1611111	
2.7605	0.04627411	-0.9022664	-0.07294566	-0.2230021	0.1611158	
2.7606	0.04616335	-0.9018229	-0.07285754	-0.223048	0.1611189	
2.7607	0.04616335	-0.9013767	-0.07277138	-0.2230964	0.1611314	
2.7608	0.04605119	-0.900928	-0.07268717	-0.2231473	0.1611294	
2.7609	0.04605119	-0.9004768	-0.07260494	-0.2232008	0.1611336	
2.761	0.04593784	-0.9000229	-0.0725247	-0.2232568	0.1611363	
2.7611	0.04593784	-0.8995664	-0.07244643	-0.2233154	0.1611486	
2.7612	0.04582335	-0.8991073	-0.07237009	-0.2233764	0.1611465	
2.7613	0.04582335	-0.8986457	-0.07229571	-0.22344	0.1611507	
2.7614	0.04570797	-0.8981816	-0.07222325	-0.223506	0.1611536	
2.7615	0.04570797	-0.8977149	-0.07215271	-0.2235745	0.1611661	
2.7616	0.04559169	-0.8972458	-0.07208401	-0.2236454	0.1611643	
2.7617	0.04559169	-0.8967743	-0.07201716	-0.2237186	0.161169	
2.7618	0.04547467	-0.8963004	-0.07195211	-0.2237941	0.1611725	
2.7619	0.04547467	-0.8958243	-0.07188883	-0.2238719	0.1611858	
2.762	0.04535688	-0.8953459	-0.07182723	-0.2239519	0.1611849	
2.7621	0.04535688	-0.8948654	-0.07176729	-0.224034	0.1611905	
2.7622	0.04523872	-0.8943827	-0.07170896	-0.2241182	0.1611951	
2.7623	0.04523872	-0.8938981	-0.07165217	-0.2242043	0.1612096	
2.7624	0.04512003	-0.8934115	-0.07159684	-0.2242923	0.16121	
2.7625	0.04512003	-0.8929231	-0.07154292	-0.2243821	0.161217	
2.7626	0.04500107	-0.892433	-0.07149033	-0.2244736	0.1612231	
2.7627	0.04500107	-0.8919412	-0.07143901	-0.2245667	0.1612391	
2.7628	0.04488185	-0.891448	-0.07138886	-0.2246613	0.1612412	
2.7629	0.04488185	-0.8909532	-0.07133979	-0.2247573	0.16125	
2.763	0.04476255	-0.8904573	-0.07129174	-0.2248546	0.1612579	
2.7631	0.04476255	-0.8899601	-0.07124462	-0.224953	0.1612759	
2.7632	0.04464322	-0.8894619	-0.0711983	-0.2250525	0.1612799	
2.7633	0.04464322	-0.8889627	-0.07115273	-0.2251529	0.1612907	
2.7634	0.04452405	-0.8884627	-0.0711078	-0.2252541	0.1613008	
2.7635	0.04452405	-0.8879621	-0.07106342	-0.225356	0.1613209	
2.7636	0.04440491	-0.8874609	-0.07101946	-0.2254585	0.1613272	
2.7637	0.04440491	-0.8869593	-0.07097585	-0.2255614	0.1613403	
2.7638	0.04428615	-0.8864575	-0.07093247	-0.2256645	0.1613526	
2.7639	0.04428615	-0.8859555	-0.07088924	-0.2257678	0.161375	
2.764	0.04416761	-0.8854535	-0.07084601	-0.2258712	0.1613836	
2.7641	0.04416761	-0.8849517	-0.07080272	-0.2259744	0.1613991	
2.7642	0.04404947	-0.8844502	-0.07075924	-0.2260774	0.1614138	
2.7643	0.04404947	-0.8839491	-0.07071548	-0.22618	0.1614385	
2.7644	0.04393161	-0.8834486	-0.07067131	-0.2262821	0.1614495	
2.7645	0.04393161	-0.8829488	-0.07062665	-0.2263835	0.1614673	
2.7646	0.04381429	-0.8824499	-0.07058138	-0.2264841	0.1614843	
2.7647	0.04381429	-0.8819519	-0.07053541	-0.2265839	0.1615114	
2.7648	0.04369727	-0.8814551	-0.07048862	-0.2266826	0.1615246	
2.7649	0.04369727	-0.8809596	-0.07044093	-0.2267801	0.1615447	
2.765	0.04358087	-0.8804654	-0.07039222	-0.2268764	0.1615639	
2.7651	0.04358087	-0.8799729	-0.07034242	-0.2269712	0.161593	
2.7652	0.04346481	-0.879482	-0.07029141	-0.2270645	0.1616083	
2.7653	0.04346481	-0.8789928	-0.0702391	-0.2271562	0.1616304	
2.7654	0.04334938	-0.8785055	-0.07018543	-0.2272461	0.1616516	
2.7655	0.04334938	-0.8780203	-0.0701303	-0.2273341	0.1616826	
2.7656	0.04323431	-0.8775373	-0.07007359	-0.2274202	0.1616996	
2.7657	0.04323431	-0.8770564	-0.07001527	-0.2275042	0.1617234	
2.7658	0.0431197	-0.8765779	-0.06995524	-0.2275861	0.1617461	
2.7659	0.0431197	-0.8761018	-0.06989344	-0.2276657	0.1617786	
2.766	0.04300539	-0.8756283	-0.06982978	-0.227743	0.1617971	
2.7661	0.04300539	-0.8751574	-0.06976423	-0.2278179	0.1618221	
2.7662	0.04289145	-0.8746892	-0.06969671	-0.2278903	0.161846	
2.7663	0.04289145	-0.8742238	-0.06962717	-0.2279602	0.1618795	
2.7664	0.04277774	-0.8737612	-0.06955554	-0.2280274	0.1618989	
2.7665	0.04277774	-0.8733016	-0.0694818	-0.228092	0.1619246	
2.7666	0.04266428	-0.8728449	-0.06940591	-0.2281539	0.1619492	
2.7667	0.04266428	-0.8723912	-0.06932784	-0.228213	0.1619833	
2.7668	0.04255088	-0.8719407	-0.06924751	-0.2282694	0.162003	
2.7669	0.04255088	-0.8714932	-0.06916496	-0.2283229	0.1620289	
2.767	0.04243754	-0.8710487	-0.06908015	-0.2283737	0.1620536	
2.7671	0.04243754	-0.8706075	-0.06899307	-0.2284216	0.1620875	
2.7672	0.0423241	-0.8701695	-0.06890368	-0.2284666	0.162107	
2.7673	0.0423241	-0.8697345	-0.06881203	-0.2285088	0.1621326	
2.7674	0.04221049	-0.8693027	-0.06871809	-0.2285482	0.1621567	
2.7675	0.04221049	-0.8688741	-0.0686219	-0.2285848	0.1621899	
2.7676	0.04209657	-0.8684486	-0.06852344	-0.2286186	0.1622086	
2.7677	0.04209657	-0.8680262	-0.06842275	-0.2286496	0.1622331	
2.7678	0.04198233	-0.8676069	-0.06831986	-0.228678	0.1622561	
2.7679	0.04198233	-0.8671905	-0.06821483	-0.2287036	0.162288	
2.768	0.04186754	-0.8667772	-0.06810763	-0.2287267	0.1623051	
2.7681	0.04186754	-0.8663668	-0.06799838	-0.2287472	0.1623281	
2.7682	0.04175225	-0.8659592	-0.06788709	-0.2287652	0.1623492	
2.7683	0.04175225	-0.8655544	-0.06777384	-0.2287808	0.1623793	
2.7684	0.04163618	-0.8651523	-0.06765866	-0.2287941	0.1623943	
2.7685	0.04163618	-0.8647528	-0.06754163	-0.2288052	0.1624151	
2.7686	0.04151941	-0.8643559	-0.06742284	-0.2288141	0.1624339	
2.7687	0.04151941	-0.8639613	-0.06730235	-0.2288209	0.1624615	
2.7688	0.04140167	-0.8635691	-0.06718024	-0.2288259	0.1624739	
2.7689	0.04140167	-0.8631791	-0.0670566	-0.228829	0.1624919	
2.769	0.04128304	-0.8627912	-0.06693153	-0.2288304	0.1625071	
2.7691	0.04128304	-0.862405	-0.06680524	-0.2288304	0.1625243	
2.7692	0.04116117	-0.8620193	-0.06667883	-0.2288304	0.1625275	
2.7693	0.04116117	-0.8616338	-0.0665523	-0.2288304	0.1625365	
2.7694	0.04102362	-0.8612488	-0.06642566	-0.2288304	0.1625441	
2.7695	0.04102362	-0.8608641	-0.06629891	-0.2288304	0.162561	
2.7696	0.04088904	-0.8604798	-0.06617203	-0.2288304	0.1625631	
2.7697	0.04088904	-0.8600958	-0.06604503	-0.2288304	0.1625715	
2.7698	0.04075719	-0.8597122	-0.06591792	-0.2288304	0.1625785	
2.7699	0.04075719	-0.859329	-0.06579071	-0.2288304	0.1625947	
2.77	0.04062803	-0.8589461	-0.06566335	-0.2288304	0.1625963	
2.7701	0.04062803	-0.8585635	-0.0655359	-0.2288304	0.1626041	
2.7702	0.04050153	-0.8581814	-0.06540832	-0.2288304	0.1626097	
2.7703	0.04050153	-0.8577995	-0.06528075	-0.2288306	0.1626238	
2.7704	0.04037552	-0.8574176	-0.06515326	-0.228831	0.1626226	
2.7705	0.04037552	-0.8570356	-0.06502602	-0.2288319	0.1626268	
2.7706	0.04024835	-0.8566534	-0.06489911	-0.2288333	0.1626288	
2.7707	0.04024835	-0.8562708	-0.06477267	-0.2288355	0.1626395	
2.7708	0.04011985	-0.8558877	-0.06464677	-0.2288386	0.1626346	
2.7709	0.04011985	-0.8555039	-0.06452158	-0.2288427	0.1626353	
2.771	0.03999023	-0.8551193	-0.06439719	-0.228848	0.1626337	
2.7711	0.03999023	-0.8547336	-0.06427372	-0.2288546	0.1626409	
2.7712	0.03985921	-0.8543469	-0.06415126	-0.2288627	0.1626325	
2.7713	0.03985921	-0.8539588	-0.06402995	-0.2288723	0.1626297	
2.7714	0.03972704	-0.8535693	-0.0639099	-0.2288838	0.1626247	
2.7715	0.03972704	-0.8531783	-0.06379121	-0.2288971	0.1626284	
2.7716	0.03959366	-0.8527855	-0.06367396	-0.2289124	0.1626167	
2.7717	0.03959366	-0.8523909	-0.06355828	-0.2289298	0.1626107	
2.7718	0.03945919	-0.8519943	-0.06344428	-0.2289496	0.1626025	
2.7719	0.03945919	-0.8515956	-0.06333204	-0.2289717	0.1626031	
2.772	0.03932355	-0.8511947	-0.06322165	-0.2289964	0.1625884	
2.7721	0.03932355	-0.8507915	-0.0631132	-0.2290237	0.1625795	
2.7722	0.039187	-0.8503857	-0.06300679	-0.2290537	0.1625685	
2.7723	0.039187	-0.8499775	-0.0629025	-0.2290865	0.1625665	
2.7724	0.03904942	-0.8495666	-0.06280038	-0.2291223	0.1625492	
2.7725	0.03904942	-0.8491529	-0.06270052	-0.2291611	0.1625377	
2.7726	0.03891116	-0.8487363	-0.062603	-0.229203	0.1625244	
2.7727	0.03891116	-0.8483169	-0.06250788	-0.2292482	0.1625202	
2.7728	0.03877198	-0.8478944	-0.06241519	-0.2292965	0.1625008	
2.7729	0.03877198	-0.8474689	-0.06232502	-0.2293482	0.1624874	
2.773	0.03863227	-0.8470402	-0.0622374	-0.2294033	0.1624723	
2.7731	0.03863227	-0.8466083	-0.06215239	-0.2294619	0.1624665	
2.7732	0.03849184	-0.8461733	-0.06206999	-0.2295239	0.1624456	
2.7733	0.03849184	-0.8457349	-0.06199025	-0.2295895	0.1624309	
2.7734	0.0383511	-0.8452932	-0.06191321	-0.2296586	0.1624146	
2.7735	0.0383511	-0.8448482	-0.06183887	-0.2297313	0.1624079	
2.7736	0.03820994	-0.8443998	-0.06176722	-0.2298075	0.1623861	
2.7737	0.03820994	-0.8439481	-0.06169832	-0.2298874	0.1623707	
2.7738	0.03806853	-0.843493	-0.06163214	-0.2299709	0.162354	
2.7739	0.03806853	-0.8430345	-0.06156868	-0.2300579	0.162347	
2.774	0.03792697	-0.8425727	-0.06150791	-0.2301486	0.1623251	
2.7741	0.03792697	-0.8421077	-0.06144984	-0.2302427	0.1623097	
2.7742	0.03778553	-0.8416393	-0.06139442	-0.2303404	0.1622932	
2.7743	0.03778553	-0.8411677	-0.06134164	-0.2304416	0.1622866	
2.7744	0.03764416	-0.840693	-0.06129143	-0.2305462	0.1622652	
2.7745	0.03764416	-0.8402151	-0.06124377	-0.2306541	0.1622505	
2.7746	0.03750313	-0.8397343	-0.06119861	-0.2307654	0.1622348	
2.7747	0.03750313	-0.8392504	-0.06115589	-0.2308799	0.1622292	
2.7748	0.03736232	-0.8387636	-0.06111554	-0.2309975	0.1622089	
2.7749	0.03736232	-0.8382741	-0.0610775	-0.2311182	0.1621956	
2.775	0.03722212	-0.8377818	-0.0610417	-0.2312419	0.1621814	
2.7751	0.03722212	-0.8372869	-0.06100805	-0.2313684	0.1621774	
2.7752	0.03708253	-0.8367896	-0.06097647	-0.2314977	0.162159	
2.7753	0.03708253	-0.8362899	-0.06094687	-0.2316297	0.1621476	
2.7754	0.0369438	-0.835788	-0.06091916	-0.2317642	0.1621355	
2.7755	0.0369438	-0.835284	-0.06089325	-0.2319011	0.1621337	
2.7756	0.03680583	-0.8347781	-0.06086899	-0.2320402	0.1621176	
2.7757	0.03680583	-0.8342703	-0.06084632	-0.2321816	0.1621087	
2.7758	0.03666897	-0.8337609	-0.06082511	-0.2323249	0.1620992	
2.7759	0.03666897	-0.8332499	-0.06080525	-0.2324701	0.1621001	
2.776	0.03653313	-0.8327377	-0.06078659	-0.2326169	0.1620869	
2.7761	0.03653313	-0.8322243	-0.06076904	-0.2327653	0.1620809	
2.7762	0.03639855	-0.8317099	-0.06075245	-0.2329151	0.1620745	
2.7763	0.03639855	-0.8311947	-0.0607367	-0.2330662	0.1620785	
2.7764	0.03626541	-0.8306789	-0.06072163	-0.2332183	0.1620685	
2.7765	0.03626541	-0.8301626	-0.06070713	-0.2333712	0.1620658	
2.7766	0.03613377	-0.8296461	-0.06069306	-0.2335249	0.1620627	
2.7767	0.03613377	-0.8291296	-0.06067927	-0.2336791	0.1620702	
2.7768	0.03600365	-0.8286131	-0.06066559	-0.2338337	0.1620635	
2.7769	0.03600365	-0.828097	-0.06065192	-0.2339884	0.1620643	
2.777	0.0358752	-0.8275814	-0.06063811	-0.2341432	0.1620648	
2.7771	0.0358752	-0.8270665	-0.060624	-0.2342978	0.1620757	
2.7772	0.03574847	-0.8265526	-0.06060943	-0.2344521	0.1620726	
2.7773	0.03574847	-0.8260398	-0.06059427	-0.2346058	0.1620769	
2.7774	0.0356236	-0.8255283	-0.06057839	-0.2347588	0.1620809	
2.7775	0.0356236	-0.8250183	-0.06056163	-0.234911	0.1620953	
2.7776	0.03550048	-0.82451	-0.06054383	-0.235062	0.1620957	
2.7777	0.03550048	-0.8240036	-0.06052487	-0.2352119	0.1621034	
2.7778	0.03537932	-0.8234994	-0.06050461	-0.2353603	0.1621108	
2.7779	0.03537932	-0.8229974	-0.06048291	-0.2355072	0.1621286	
2.778	0.03526	-0.8224979	-0.0604596	-0.2356524	0.1621322	
2.7781	0.03526	-0.822001	-0.06043459	-0.2357956	0.1621432	
2.7782	0.0351427	-0.821507	-0.06040774	-0.2359368	0.1621538	
2.7783	0.0351427	-0.821016	-0.06037892	-0.2360758	0.1621746	
2.7784	0.03502733	-0.8205282	-0.06034797	-0.2362124	0.1621812	
2.7785	0.03502733	-0.8200437	-0.06031482	-0.2363466	0.1621951	
2.7786	0.03491396	-0.8195628	-0.06027932	-0.2364781	0.1622084	
2.7787	0.03491396	-0.8190855	-0.06024139	-0.2366068	0.1622318	
2.7788	0.03480245	-0.818612	-0.06020087	-0.2367326	0.1622409	
2.7789	0.03480245	-0.8181425	-0.06015771	-0.2368554	0.1622571	
2.779	0.03469282	-0.817677	-0.0601118	-0.2369751	0.1622726	
2.7791	0.03469282	-0.8172158	-0.06006305	-0.2370915	0.1622981	
2.7792	0.03458484	-0.8167589	-0.06001135	-0.2372046	0.1623092	
2.7793	0.03458484	-0.8163064	-0.05995666	-0.2373143	0.1623271	
2.7794	0.03447865	-0.8158585	-0.05989888	-0.2374204	0.1623442	
2.7795	0.03447865	-0.8154152	-0.05983797	-0.237523	0.162371	
2.7796	0.03437397	-0.8149767	-0.05977382	-0.2376218	0.1623833	
2.7797	0.03437397	-0.8145429	-0.05970642	-0.237717	0.1624023	
2.7798	0.03427089	-0.814114	-0.05963572	-0.2378084	0.1624202	
2.7799	0.03427089	-0.81369	-0.05956167	-0.237896	0.1624477	
2.78	0.03416912	-0.813271	-0.05948423	-0.2379797	0.1624604	
2.7801	0.03416912	-0.812857	-0.0594034	-0.2380596	0.1624796	
2.7802	0.03406864	-0.812448	-0.05931915	-0.2381355	0.1624976	
2.7803	0.03406864	-0.812044	-0.05923149	-0.2382076	0.1625249	
2.7804	0.03396916	-0.8116451	-0.05914037	-0.2382757	0.1625372	
2.7805	0.03396916	-0.8112512	-0.05904584	-0.23834	0.1625558	
2.7806	0.03387068	-0.8108623	-0.05894791	-0.2384004	0.162573	
2.7807	0.03387068	-0.8104784	-0.0588466	-0.2384571	0.1625993	
2.7808	0.03377292	-0.8100995	-0.05874192	-0.2385099	0.1626104	
2.7809	0.03377292	-0.8097256	-0.05863392	-0.2385589	0.1626275	
2.781	0.03367583	-0.8093564	-0.05852266	-0.2386043	0.162643	
2.7811	0.03367583	-0.808992	-0.05840817	-0.2386461	0.1626674	
2.7812	0.03357915	-0.8086324	-0.05829051	-0.2386844	0.1626765	
2.7813	0.03357915	-0.8082774	-0.05816977	-0.2387192	0.1626914	
2.7814	0.03348282	-0.8079268	-0.05804601	-0.2387506	0.1627044	
2.7815	0.03348282	-0.8075808	-0.05791931	-0.2387788	0.1627261	
2.7816	0.03338661	-0.8072389	-0.05778975	-0.2388038	0.1627322	
2.7817	0.03338661	-0.8069013	-0.05765744	-0.2388259	0.1627441	
2.7818	0.03329041	-0.8065677	-0.05752249	-0.238845	0.1627537	
2.7819	0.03329041	-0.8062379	-0.05738501	-0.2388614	0.162772	
2.782	0.03319394	-0.8059119	-0.05724508	-0.2388752	0.1627746	
2.7821	0.03319394	-0.8055894	-0.05710286	-0.2388865	0.1627826	
2.7822	0.03309734	-0.8052704	-0.05695847	-0.2388955	0.1627883	
2.7823	0.03309734	-0.8049545	-0.05681204	-0.2389024	0.1628025	
2.7824	0.03300017	-0.8046417	-0.05666368	-0.2389073	0.1628008	
2.7825	0.03300017	-0.8043317	-0.05651359	-0.2389104	0.1628044	
2.7826	0.03290251	-0.8040243	-0.05636188	-0.2389119	0.1628056	
2.7827	0.03290251	-0.8037194	-0.05620873	-0.238912	0.1628088	
2.7828	0.0328042	-0.8034155	-0.05605516	-0.238912	0.1627972	
2.7829	0.0328042	-0.8031124	-0.05590129	-0.238912	0.1627916	
2.783	0.03268855	-0.8028103	-0.05574712	-0.238912	0.1627847	
2.7831	0.03268855	-0.802509	-0.05559265	-0.238912	0.1627874	
2.7832	0.03257937	-0.8022086	-0.05543786	-0.238912	0.162775	
2.7833	0.03257937	-0.8019091	-0.05528278	-0.238912	0.1627691	
2.7834	0.03247622	-0.8016104	-0.05512741	-0.238912	0.1627607	
2.7835	0.03247622	-0.8013123	-0.05497191	-0.2389123	0.1627607	
2.7836	0.03237527	-0.8010147	-0.05481643	-0.2389129	0.1627447	
2.7837	0.03237527	-0.8007173	-0.05466117	-0.2389142	0.1627339	
2.7838	0.03227364	-0.8004197	-0.05450629	-0.2389162	0.1627206	
2.7839	0.03227364	-0.800122	-0.05435196	-0.2389194	0.1627159	
2.784	0.03217107	-0.7998237	-0.05419832	-0.2389237	0.1626949	
2.7841	0.03217107	-0.7995247	-0.05404559	-0.2389295	0.1626793	
2.7842	0.03206773	-0.7992247	-0.0538939	-0.238937	0.1626611	
2.7843	0.03206773	-0.7989236	-0.05374344	-0.2389463	0.1626516	
2.7844	0.0319635	-0.798621	-0.05359434	-0.2389577	0.1626258	
2.7845	0.0319635	-0.7983168	-0.05344679	-0.2389713	0.1626052	
2.7846	0.03185853	-0.7980108	-0.05330095	-0.2389873	0.1625808	
2.7847	0.03185853	-0.7977027	-0.053157	-0.239006	0.1625632	
2.7848	0.03175282	-0.7973923	-0.05301506	-0.2390276	0.1625301	
2.7849	0.03175282	-0.7970795	-0.05287533	-0.2390521	0.1625013	
2.785	0.03164659	-0.796764	-0.05273794	-0.2390798	0.1624691	
2.7851	0.03164659	-0.7964457	-0.05260305	-0.2391108	0.1624438	
2.7852	0.03153959	-0.7961244	-0.0524708	-0.2391454	0.1624031	
2.7853	0.03153959	-0.7957998	-0.05234132	-0.2391836	0.162367	
2.7854	0.03143219	-0.7954719	-0.05221476	-0.2392256	0.1623278	
2.7855	0.03143219	-0.7951404	-0.05209124	-0.2392717	0.1622959	
2.7856	0.03132429	-0.7948052	-0.05197087	-0.2393218	0.1622487	
2.7857	0.03132429	-0.7944663	-0.05185376	-0.2393762	0.1622066	
2.7858	0.03121617	-0.7941233	-0.05174002	-0.2394349	0.1621617	
2.7859	0.03121617	-0.7937762	-0.05162976	-0.239498	0.1621244	
2.786	0.03110795	-0.793425	-0.05152304	-0.2395657	0.1620722	
2.7861	0.03110795	-0.7930694	-0.05141995	-0.2396381	0.1620254	
2.7862	0.03099972	-0.7927095	-0.05132058	-0.2397152	0.1619762	
2.7863	0.03099972	-0.792345	-0.05122498	-0.239797	0.161935	
2.7864	0.03089157	-0.791976	-0.0511332	-0.2398838	0.1618792	
2.7865	0.03089157	-0.7916025	-0.05104529	-0.2399754	0.1618292	
2.7866	0.03078381	-0.7912242	-0.05096129	-0.240072	0.1617773	
2.7867	0.03078381	-0.7908413	-0.05088123	-0.2401735	0.1617338	
2.7868	0.03067646	-0.7904537	-0.05080512	-0.2402801	0.1616761	
2.7869	0.03067646	-0.7900613	-0.05073297	-0.2403916	0.1616247	
2.787	0.03056972	-0.7896642	-0.05066479	-0.2405081	0.1615717	
2.7871	0.03056972	-0.7892624	-0.05060057	-0.2406296	0.1615276	
2.7872	0.03046364	-0.788856	-0.05054027	-0.2407561	0.1614696	
2.7873	0.03046364	-0.7884448	-0.05048387	-0.2408874	0.1614185	
2.7874	0.03035873	-0.7880291	-0.05043134	-0.2410236	0.1613661	
2.7875	0.03035873	-0.7876089	-0.05038263	-0.2411646	0.1613231	
2.7876	0.03025481	-0.7871842	-0.05033766	-0.2413103	0.1612667	
2.7877	0.03025481	-0.7867551	-0.05029639	-0.2414607	0.1612174	
2.7878	0.0301523	-0.7863218	-0.05025873	-0.2416156	0.1611674	
2.7879	0.0301523	-0.7858843	-0.05022461	-0.2417749	0.1611271	
2.788	0.03005119	-0.7854428	-0.0501939	-0.2419386	0.1610738	
2.7881	0.03005119	-0.7849974	-0.05016654	-0.2421065	0.1610281	
2.7882	0.02995179	-0.7845482	-0.05014239	-0.2422785	0.160982	
2.7883	0.02995179	-0.7840955	-0.05012134	-0.2424543	0.1609459	
2.7884	0.02985428	-0.7836393	-0.05010326	-0.242634	0.1608973	
2.7885	0.02985428	-0.7831799	-0.05008801	-0.2428173	0.1608566	
2.7886	0.02975892	-0.7827173	-0.05007546	-0.243004	0.1608157	
2.7887	0.02975892	-0.782252	-0.05006545	-0.243194	0.1607853	
2.7888	0.02966566	-0.7817839	-0.05005782	-0.2433871	0.1607427	
2.7889	0.02966566	-0.7813135	-0.0500524	-0.243583	0.1607082	
2.789	0.02957493	-0.7808408	-0.05004904	-0.2437817	0.1606739	
2.7891	0.02957493	-0.7803661	-0.05004755	-0.2439828	0.1606502	
2.7892	0.02948672	-0.7798896	-0.05004774	-0.2441862	0.1606146	
2.7893	0.02948672	-0.7794117	-0.05004945	-0.2443917	0.1605873	
2.7894	0.02940132	-0.7789325	-0.05005246	-0.244599	0.1605605	
2.7895	0.02940132	-0.7784523	-0.05005661	-0.2448079	0.1605443	
2.7896	0.02931879	-0.7779713	-0.05006166	-0.2450181	0.1605166	
2.7897	0.02931879	-0.7774899	-0.05006743	-0.2452296	0.1604973	
2.7898	0.02923937	-0.7770082	-0.05007371	-0.2454419	0.1604785	
2.7899	0.02923937	-0.7765267	-0.05008031	-0.2456549	0.1604705	
2.79	0.02916297	-0.7760454	-0.05008699	-0.2458682	0.1604511	
2.7901	0.02916297	-0.7755649	-0.05009355	-0.2460818	0.16044	
2.7902	0.0290899	-0.7750852	-0.05009979	-0.2462953	0.1604295	
2.7903	0.0290899	-0.7746067	-0.05010551	-0.2465085	0.1604297	
2.7904	0.02902014	-0.7741296	-0.05011046	-0.2467212	0.1604188	
2.7905	0.02902014	-0.7736543	-0.05011446	-0.2469331	0.160416	
2.7906	0.02895391	-0.7731811	-0.0501173	-0.2471439	0.1604137	
2.7907	0.02895391	-0.7727101	-0.05011876	-0.2473535	0.1604221	
2.7908	0.02889093	-0.7722417	-0.05011863	-0.2475615	0.1604193	
2.7909	0.02889093	-0.7717761	-0.05011672	-0.2477679	0.1604245	
2.791	0.02883162	-0.7713137	-0.05011283	-0.2479723	0.16043	
2.7911	0.02883162	-0.7708547	-0.05010676	-0.2481745	0.160446	
2.7912	0.02877564	-0.7703992	-0.05009831	-0.2483743	0.1604507	
2.7913	0.02877564	-0.7699476	-0.05008731	-0.2485714	0.1604631	
2.7914	0.0287232	-0.7695002	-0.05007356	-0.2487658	0.1604757	
2.7915	0.0287232	-0.7690571	-0.05005691	-0.2489572	0.1604983	
2.7916	0.02867401	-0.7686186	-0.05003716	-0.2491453	0.1605096	
2.7917	0.02867401	-0.768185	-0.05001416	-0.2493301	0.1605282	
2.7918	0.02862811	-0.7677563	-0.04998776	-0.2495113	0.1605466	
2.7919	0.02862811	-0.7673329	-0.04995782	-0.2496887	0.1605748	
2.792	0.02858522	-0.7669149	-0.04992416	-0.2498623	0.1605914	
2.7921	0.02858522	-0.7665025	-0.04988667	-0.2500318	0.1606149	
2.7922	0.02854552	-0.7660959	-0.04984522	-0.2501971	0.1606378	
2.7923	0.02854552	-0.7656952	-0.04979971	-0.2503581	0.1606702	
2.7924	0.02850852	-0.7653006	-0.04975	-0.2505147	0.1606905	
2.7925	0.02850852	-0.7649122	-0.04969601	-0.2506667	0.1607173	
2.7926	0.02847425	-0.7645302	-0.04963765	-0.2508141	0.1607431	
