Time	(21) BR S1i	(22) BR S2i	(23) BR S3i	(24) BR S4i	
1.2354	-0.06196189	-0.07861142	-0.05803812	-0.04138858	
1.2356	-0.0619597	-0.0786128	-0.05804031	-0.04138719	
1.2358	-0.0619575	-0.07861419	-0.0580425	-0.04138581	
1.236	-0.06195531	-0.07861557	-0.05804469	-0.04138443	
1.2362	-0.06195312	-0.07861695	-0.05804688	-0.04138305	
1.2364	-0.06195092	-0.07861833	-0.05804908	-0.04138166	
1.2366	-0.06194873	-0.07861971	-0.05805127	-0.04138029	
1.2368	-0.06194653	-0.0786211	-0.05805347	-0.0413789	
1.237	-0.06194433	-0.07862248	-0.05805567	-0.04137752	
1.2372	-0.06194213	-0.07862386	-0.05805787	-0.04137614	
1.2374	-0.06193993	-0.07862525	-0.05806007	-0.04137475	
1.2376	-0.06193772	-0.07862663	-0.05806227	-0.04137337	
1.2378	-0.06193553	-0.07862801	-0.05806448	-0.04137199	
1.238	-0.06193332	-0.0786294	-0.05806668	-0.04137061	
1.2382	-0.0619311	-0.07863078	-0.05806889	-0.04136922	
1.2384	-0.0619289	-0.07863216	-0.0580711	-0.04136784	
1.2386	-0.06192669	-0.07863355	-0.05807331	-0.04136646	
1.2388	-0.06192447	-0.07863493	-0.05807553	-0.04136507	
1.239	-0.06192226	-0.07863631	-0.05807774	-0.04136369	
1.2392	-0.06192004	-0.0786377	-0.05807996	-0.0413623	
1.2394	-0.06191782	-0.07863908	-0.05808218	-0.04136092	
1.2396	-0.0619156	-0.07864046	-0.05808439	-0.04135954	
1.2398	-0.06191338	-0.07864185	-0.05808662	-0.04135815	
1.24	-0.06191115	-0.07864324	-0.05808885	-0.04135676	
1.2402	-0.06190893	-0.07864462	-0.05809107	-0.04135538	
1.2404	-0.0619067	-0.07864601	-0.0580933	-0.04135399	
1.2406	-0.06190447	-0.0786474	-0.05809553	-0.0413526	
1.2408	-0.06190224	-0.07864878	-0.05809776	-0.04135122	
1.241	-0.0619	-0.07865017	-0.0581	-0.04134983	
1.2412	-0.06189776	-0.07865156	-0.05810224	-0.04134844	
1.2414	-0.06189553	-0.07865295	-0.05810447	-0.04134705	
1.2416	-0.06189328	-0.07865434	-0.05810672	-0.04134566	
1.2418	-0.06189103	-0.07865573	-0.05810896	-0.04134427	
1.242	-0.0618888	-0.07865711	-0.05811121	-0.04134288	
1.2422	-0.06188654	-0.07865851	-0.05811346	-0.04134149	
1.2424	-0.06188429	-0.0786599	-0.05811571	-0.0413401	
1.2426	-0.06188204	-0.07866129	-0.05811796	-0.04133871	
1.2428	-0.06187978	-0.07866269	-0.05812022	-0.04133731	
1.243	-0.06187752	-0.07866408	-0.05812248	-0.04133592	
1.2432	-0.06187527	-0.07866547	-0.05812474	-0.04133453	
1.2434	-0.061873	-0.07866687	-0.058127	-0.04133313	
1.2436	-0.06187073	-0.07866827	-0.05812927	-0.04133173	
1.2438	-0.06186847	-0.07866966	-0.05813153	-0.04133034	
1.244	-0.06186619	-0.07867105	-0.05813381	-0.04132894	
1.2442	-0.06186391	-0.07867245	-0.05813608	-0.04132754	
1.2444	-0.06186164	-0.07867385	-0.05813836	-0.04132615	
1.2446	-0.06185936	-0.07867525	-0.05814064	-0.04132475	
1.2448	-0.06185707	-0.07867666	-0.05814293	-0.04132335	
1.245	-0.06185479	-0.07867805	-0.05814521	-0.04132195	
1.2452	-0.0618525	-0.07867946	-0.0581475	-0.04132055	
1.2454	-0.06185021	-0.07868086	-0.05814979	-0.04131914	
1.2456	-0.06184792	-0.07868226	-0.05815208	-0.04131774	
1.2458	-0.06184562	-0.07868367	-0.05815438	-0.04131633	
1.246	-0.06184331	-0.07868508	-0.05815669	-0.04131493	
1.2462	-0.06184101	-0.07868648	-0.05815899	-0.04131353	
1.2464	-0.06183871	-0.07868788	-0.0581613	-0.04131212	
1.2466	-0.06183639	-0.07868929	-0.05816361	-0.04131071	
1.2468	-0.06183408	-0.0786907	-0.05816592	-0.0413093	
1.247	-0.06183176	-0.07869211	-0.05816824	-0.04130789	
1.2472	-0.06182944	-0.07869352	-0.05817056	-0.04130647	
1.2474	-0.06182712	-0.07869493	-0.05817288	-0.04130507	
1.2476	-0.06182479	-0.07869635	-0.05817521	-0.04130365	
1.2478	-0.06182246	-0.07869776	-0.05817754	-0.04130223	
1.248	-0.06182013	-0.07869918	-0.05817987	-0.04130082	
1.2482	-0.06181779	-0.07870059	-0.05818221	-0.0412994	
1.2484	-0.06181544	-0.07870202	-0.05818456	-0.04129798	
1.2486	-0.0618131	-0.07870343	-0.0581869	-0.04129656	
1.2488	-0.06181075	-0.07870486	-0.05818925	-0.04129514	
1.249	-0.0618084	-0.07870628	-0.0581916	-0.04129372	
1.2492	-0.06180605	-0.0787077	-0.05819396	-0.0412923	
1.2494	-0.06180368	-0.07870913	-0.05819632	-0.04129088	
1.2496	-0.06180132	-0.07871056	-0.05819868	-0.04128945	
1.2498	-0.06179896	-0.07871198	-0.05820104	-0.04128802	
1.25	-0.06179658	-0.07871341	-0.05820342	-0.04128659	
1.2502	-0.0617942	-0.07871484	-0.0582058	-0.04128516	
1.2504	-0.06179183	-0.07871627	-0.05820817	-0.04128373	
1.2506	-0.06178944	-0.0787177	-0.05821056	-0.0412823	
1.2508	-0.06178705	-0.07871914	-0.05821295	-0.04128086	
1.251	-0.06178467	-0.07872057	-0.05821533	-0.04127943	
1.2512	-0.06178227	-0.07872201	-0.05821773	-0.04127799	
1.2514	-0.06177987	-0.07872345	-0.05822013	-0.04127655	
1.2516	-0.06177747	-0.07872488	-0.05822253	-0.04127511	
1.2518	-0.06177506	-0.07872633	-0.05822494	-0.04127367	
1.252	-0.06177264	-0.07872777	-0.05822736	-0.04127223	
1.2522	-0.06177023	-0.07872921	-0.05822977	-0.04127079	
1.2524	-0.06176781	-0.07873066	-0.05823219	-0.04126934	
1.2526	-0.06176538	-0.07873211	-0.05823462	-0.04126789	
1.2528	-0.06176296	-0.07873356	-0.05823704	-0.04126645	
1.253	-0.06176052	-0.07873501	-0.05823948	-0.04126499	
1.2532	-0.06175808	-0.07873646	-0.05824192	-0.04126354	
1.2534	-0.06175565	-0.07873791	-0.05824436	-0.04126209	
1.2536	-0.0617532	-0.07873937	-0.0582468	-0.04126063	
1.2538	-0.06175074	-0.07874083	-0.05824926	-0.04125917	
1.254	-0.06174829	-0.07874229	-0.05825171	-0.04125772	
1.2542	-0.06174583	-0.07874375	-0.05825417	-0.04125625	
1.2544	-0.06174336	-0.07874521	-0.05825664	-0.04125479	
1.2546	-0.0617409	-0.07874667	-0.0582591	-0.04125333	
1.2548	-0.06173842	-0.07874814	-0.05826158	-0.04125186	
1.255	-0.06173594	-0.0787496	-0.05826406	-0.04125039	
1.2552	-0.06173347	-0.07875107	-0.05826654	-0.04124893	
1.2554	-0.06173097	-0.07875255	-0.05826903	-0.04124745	
1.2556	-0.06172848	-0.07875402	-0.05827152	-0.04124598	
1.2558	-0.06172599	-0.07875549	-0.05827401	-0.04124451	
1.256	-0.06172348	-0.07875697	-0.05827652	-0.04124303	
1.2562	-0.06172097	-0.07875845	-0.05827903	-0.04124155	
1.2564	-0.06171847	-0.07875993	-0.05828153	-0.04124007	
1.2566	-0.06171595	-0.07876141	-0.05828405	-0.04123859	
1.2568	-0.06171342	-0.0787629	-0.05828658	-0.0412371	
1.257	-0.06171091	-0.07876438	-0.0582891	-0.04123562	
1.2572	-0.06170837	-0.07876587	-0.05829163	-0.04123413	
1.2574	-0.06170583	-0.07876736	-0.05829417	-0.04123264	
1.2576	-0.0617033	-0.07876885	-0.0582967	-0.04123115	
1.2578	-0.06170075	-0.07877035	-0.05829925	-0.04122966	
1.258	-0.06169819	-0.07877184	-0.0583018	-0.04122816	
1.2582	-0.06169565	-0.07877333	-0.05830435	-0.04122667	
1.2584	-0.06169308	-0.07877483	-0.05830692	-0.04122517	
1.2586	-0.06169052	-0.07877634	-0.05830948	-0.04122366	
1.2588	-0.06168795	-0.07877783	-0.05831205	-0.04122216	
1.259	-0.06168537	-0.07877935	-0.05831463	-0.04122065	
1.2592	-0.06168279	-0.07878085	-0.05831721	-0.04121915	
1.2594	-0.06168021	-0.07878236	-0.05831979	-0.04121764	
1.2596	-0.06167762	-0.07878387	-0.05832238	-0.04121613	
1.2598	-0.06167502	-0.07878538	-0.05832498	-0.04121462	
1.26	-0.06167243	-0.07878689	-0.05832757	-0.0412131	
1.2602	-0.06166982	-0.07878841	-0.05833018	-0.04121158	
1.2604	-0.0616672	-0.07878993	-0.05833279	-0.04121006	
1.2606	-0.0616646	-0.07879145	-0.0583354	-0.04120855	
1.2608	-0.06166197	-0.07879298	-0.05833803	-0.04120702	
1.261	-0.06165934	-0.07879451	-0.05834065	-0.0412055	
1.2612	-0.06165672	-0.07879603	-0.05834328	-0.04120397	
1.2614	-0.06165408	-0.07879756	-0.05834592	-0.04120244	
1.2616	-0.06165144	-0.07879909	-0.05834856	-0.04120091	
1.2618	-0.0616488	-0.07880063	-0.0583512	-0.04119938	
1.262	-0.06164615	-0.07880216	-0.05835385	-0.04119784	
1.2622	-0.06164349	-0.0788037	-0.05835651	-0.0411963	
1.2624	-0.06164084	-0.07880523	-0.05835916	-0.04119477	
1.2626	-0.06163817	-0.07880678	-0.05836183	-0.04119322	
1.2628	-0.06163549	-0.07880832	-0.05836451	-0.04119168	
1.263	-0.06163282	-0.07880986	-0.05836717	-0.04119014	
1.2632	-0.06163014	-0.07881141	-0.05836986	-0.04118859	
1.2634	-0.06162746	-0.07881296	-0.05837255	-0.04118704	
1.2636	-0.06162477	-0.07881451	-0.05837523	-0.04118549	
1.2638	-0.06162207	-0.07881606	-0.05837793	-0.04118393	
1.264	-0.06161937	-0.07881762	-0.05838063	-0.04118238	
1.2642	-0.06161667	-0.07881918	-0.05838333	-0.04118082	
1.2644	-0.06161395	-0.07882074	-0.05838604	-0.04117926	
1.2646	-0.06161124	-0.0788223	-0.05838876	-0.0411777	
1.2648	-0.06160853	-0.07882386	-0.05839147	-0.04117614	
1.265	-0.0616058	-0.07882543	-0.0583942	-0.04117457	
1.2652	-0.06160307	-0.07882699	-0.05839694	-0.041173	
1.2654	-0.06160034	-0.07882857	-0.05839966	-0.04117144	
1.2656	-0.0615976	-0.07883014	-0.0584024	-0.04116986	
1.2658	-0.06159485	-0.07883171	-0.05840515	-0.04116829	
1.266	-0.06159211	-0.07883328	-0.05840789	-0.04116672	
1.2662	-0.06158935	-0.07883486	-0.05841065	-0.04116514	
1.2664	-0.06158659	-0.07883644	-0.05841341	-0.04116356	
1.2666	-0.06158383	-0.07883802	-0.05841617	-0.04116198	
1.2668	-0.06158106	-0.0788396	-0.05841894	-0.0411604	
1.267	-0.06157829	-0.07884119	-0.05842171	-0.04115881	
1.2672	-0.06157552	-0.07884277	-0.05842448	-0.04115723	
1.2674	-0.06157273	-0.07884436	-0.05842727	-0.04115564	
1.2676	-0.06156994	-0.07884596	-0.05843005	-0.04115405	
1.2678	-0.06156716	-0.07884754	-0.05843284	-0.04115245	
1.268	-0.06156436	-0.07884914	-0.05843564	-0.04115086	
1.2682	-0.06156156	-0.07885074	-0.05843844	-0.04114926	
1.2684	-0.06155876	-0.07885233	-0.05844124	-0.04114767	
1.2686	-0.06155595	-0.07885394	-0.05844405	-0.04114607	
1.2688	-0.06155314	-0.07885554	-0.05844687	-0.04114446	
1.269	-0.06155032	-0.07885714	-0.05844967	-0.04114286	
1.2692	-0.0615475	-0.07885874	-0.0584525	-0.04114126	
1.2694	-0.06154467	-0.07886035	-0.05845533	-0.04113965	
1.2696	-0.06154184	-0.07886196	-0.05845815	-0.04113804	
1.2698	-0.06153901	-0.07886358	-0.05846099	-0.04113643	
1.27	-0.06153617	-0.07886519	-0.05846383	-0.04113481	
1.2702	-0.06153333	-0.0788668	-0.05846667	-0.0411332	
1.2704	-0.06153048	-0.07886842	-0.05846952	-0.04113158	
1.2706	-0.06152763	-0.07887004	-0.05847237	-0.04112997	
1.2708	-0.06152478	-0.07887165	-0.05847522	-0.04112835	
1.271	-0.06152192	-0.07887328	-0.05847808	-0.04112672	
1.2712	-0.06151906	-0.0788749	-0.05848094	-0.0411251	
1.2714	-0.0615162	-0.07887652	-0.0584838	-0.04112348	
1.2716	-0.06151333	-0.07887814	-0.05848667	-0.04112186	
1.2718	-0.06151046	-0.07887977	-0.05848954	-0.04112023	
1.272	-0.0615076	-0.07888139	-0.0584924	-0.04111861	
1.2722	-0.06150472	-0.07888302	-0.05849528	-0.04111698	
1.2724	-0.06150184	-0.07888465	-0.05849816	-0.04111535	
1.2726	-0.06149897	-0.07888628	-0.05850103	-0.04111372	
1.2728	-0.06149609	-0.07888791	-0.05850391	-0.04111209	
1.273	-0.06149321	-0.07888954	-0.05850679	-0.04111046	
1.2732	-0.06149033	-0.07889117	-0.05850967	-0.04110884	
1.2734	-0.06148744	-0.0788928	-0.05851256	-0.0411072	
1.2736	-0.06148456	-0.07889443	-0.05851544	-0.04110557	
1.2738	-0.06148167	-0.07889606	-0.05851832	-0.04110394	
1.274	-0.06147878	-0.07889769	-0.05852121	-0.04110231	
1.2742	-0.06147589	-0.07889933	-0.05852411	-0.04110067	
1.2744	-0.06147301	-0.07890096	-0.05852699	-0.04109904	
1.2746	-0.06147011	-0.07890259	-0.05852989	-0.04109741	
1.2748	-0.06146722	-0.07890423	-0.05853278	-0.04109577	
1.275	-0.06146433	-0.07890586	-0.05853567	-0.04109414	
1.2752	-0.06146144	-0.07890749	-0.05853856	-0.04109251	
1.2754	-0.06145854	-0.07890913	-0.05854146	-0.04109087	
1.2756	-0.06145565	-0.07891075	-0.05854435	-0.04108924	
1.2758	-0.06145275	-0.07891239	-0.05854725	-0.04108761	
1.276	-0.06144986	-0.07891402	-0.05855014	-0.04108597	
1.2762	-0.06144697	-0.07891566	-0.05855303	-0.04108435	
1.2764	-0.06144407	-0.07891729	-0.05855593	-0.04108271	
1.2766	-0.06144117	-0.07891893	-0.05855883	-0.04108107	
1.2768	-0.06143828	-0.07892055	-0.05856172	-0.04107945	
1.277	-0.06143538	-0.07892219	-0.05856462	-0.04107781	
1.2772	-0.06143248	-0.07892382	-0.05856752	-0.04107618	
1.2774	-0.06142959	-0.07892545	-0.05857041	-0.04107455	
1.2776	-0.06142669	-0.07892708	-0.05857331	-0.04107292	
1.2778	-0.06142379	-0.07892872	-0.05857621	-0.04107128	
1.278	-0.0614209	-0.07893034	-0.0585791	-0.04106966	
1.2782	-0.061418	-0.07893198	-0.058582	-0.04106802	
1.2784	-0.0614151	-0.07893361	-0.0585849	-0.04106639	
1.2786	-0.06141221	-0.07893524	-0.05858779	-0.04106477	
1.2788	-0.06140931	-0.07893687	-0.05859069	-0.04106313	
1.279	-0.06140641	-0.0789385	-0.05859359	-0.0410615	
1.2792	-0.06140352	-0.07894012	-0.05859648	-0.04105987	
1.2794	-0.06140062	-0.07894175	-0.05859938	-0.04105825	
1.2796	-0.06139772	-0.07894339	-0.05860228	-0.04105661	
1.2798	-0.06139483	-0.07894501	-0.05860517	-0.04105499	
1.28	-0.06139193	-0.07894664	-0.05860807	-0.04105336	
1.2802	-0.06138903	-0.07894827	-0.05861097	-0.04105173	
1.2804	-0.06138614	-0.07894989	-0.05861386	-0.04105011	
1.2806	-0.06138324	-0.07895152	-0.05861675	-0.04104848	
1.2808	-0.06138035	-0.07895315	-0.05861965	-0.04104685	
1.281	-0.06137746	-0.07895477	-0.05862254	-0.04104523	
1.2812	-0.06137456	-0.0789564	-0.05862544	-0.0410436	
1.2814	-0.06137166	-0.07895803	-0.05862834	-0.04104197	
1.2816	-0.06136877	-0.07895964	-0.05863123	-0.04104035	
1.2818	-0.06136588	-0.07896128	-0.05863412	-0.04103873	
1.282	-0.06136298	-0.0789629	-0.05863702	-0.0410371	
1.2822	-0.06136009	-0.07896452	-0.05863991	-0.04103548	
1.2824	-0.0613572	-0.07896614	-0.0586428	-0.04103386	
1.2826	-0.0613543	-0.07896776	-0.0586457	-0.04103223	
1.2828	-0.06135141	-0.07896939	-0.05864859	-0.04103062	
1.283	-0.06134852	-0.07897101	-0.05865148	-0.04102899	
1.2832	-0.06134562	-0.07897263	-0.05865438	-0.04102737	
1.2834	-0.06134273	-0.07897425	-0.05865726	-0.04102575	
1.2836	-0.06133984	-0.07897587	-0.05866016	-0.04102413	
1.2838	-0.06133695	-0.0789775	-0.05866305	-0.04102251	
1.284	-0.06133406	-0.07897911	-0.05866594	-0.04102089	
1.2842	-0.06133117	-0.07898073	-0.05866883	-0.04101927	
1.2844	-0.06132827	-0.07898235	-0.05867173	-0.04101765	
1.2846	-0.06132539	-0.07898396	-0.05867461	-0.04101603	
1.2848	-0.0613225	-0.07898559	-0.05867751	-0.04101441	
1.285	-0.0613196	-0.0789872	-0.0586804	-0.04101279	
1.2852	-0.06131672	-0.07898882	-0.05868328	-0.04101118	
1.2854	-0.06131382	-0.07899044	-0.05868617	-0.04100956	
1.2856	-0.06131093	-0.07899205	-0.05868907	-0.04100795	
1.2858	-0.06130805	-0.07899367	-0.05869195	-0.04100633	
1.286	-0.06130516	-0.07899529	-0.05869484	-0.04100472	
1.2862	-0.06130226	-0.0789969	-0.05869773	-0.0410031	
1.2864	-0.06129938	-0.07899851	-0.05870062	-0.04100149	
1.2866	-0.06129649	-0.07900013	-0.05870351	-0.04099987	
1.2868	-0.0612936	-0.07900174	-0.0587064	-0.04099826	
1.287	-0.06129072	-0.07900336	-0.05870928	-0.04099665	
1.2872	-0.06128783	-0.07900497	-0.05871217	-0.04099503	
1.2874	-0.06128494	-0.07900658	-0.05871506	-0.04099342	
1.2876	-0.06128205	-0.07900819	-0.05871794	-0.04099181	
1.2878	-0.06127916	-0.0790098	-0.05872083	-0.0409902	
1.288	-0.06127628	-0.07901142	-0.05872373	-0.04098858	
1.2882	-0.06127339	-0.07901303	-0.05872661	-0.04098697	
1.2884	-0.06127051	-0.07901464	-0.0587295	-0.04098536	
1.2886	-0.06126761	-0.07901625	-0.05873239	-0.04098375	
1.2888	-0.06126473	-0.07901786	-0.05873527	-0.04098215	
1.289	-0.06126184	-0.07901946	-0.05873815	-0.04098053	
1.2892	-0.06125896	-0.07902107	-0.05874104	-0.04097892	
1.2894	-0.06125608	-0.07902268	-0.05874392	-0.04097732	
1.2896	-0.06125319	-0.07902429	-0.05874681	-0.04097571	
1.2898	-0.0612503	-0.0790259	-0.0587497	-0.0409741	
1.29	-0.06124742	-0.0790275	-0.05875258	-0.04097249	
1.2902	-0.06124453	-0.07902911	-0.05875547	-0.04097088	
1.2904	-0.06124165	-0.07903072	-0.05875836	-0.04096927	
1.2906	-0.06123877	-0.07903232	-0.05876124	-0.04096767	
1.2908	-0.06123588	-0.07903393	-0.05876412	-0.04096607	
1.291	-0.06123299	-0.07903554	-0.05876701	-0.04096446	
1.2912	-0.06123011	-0.07903714	-0.05876989	-0.04096286	
1.2914	-0.06122722	-0.07903875	-0.05877278	-0.04096125	
1.2916	-0.06122434	-0.07904036	-0.05877566	-0.04095965	
1.2918	-0.06122146	-0.07904196	-0.05877854	-0.04095804	
1.292	-0.06121857	-0.07904356	-0.05878143	-0.04095644	
1.2922	-0.06121568	-0.07904517	-0.05878431	-0.04095483	
1.2924	-0.06121281	-0.07904677	-0.05878719	-0.04095323	
1.2926	-0.06120992	-0.07904837	-0.05879008	-0.04095163	
1.2928	-0.06120703	-0.07904997	-0.05879297	-0.04095002	
1.293	-0.06120416	-0.07905158	-0.05879584	-0.04094842	
1.2932	-0.06120127	-0.07905318	-0.05879873	-0.04094682	
1.2934	-0.06119838	-0.07905478	-0.05880162	-0.04094522	
1.2936	-0.06119551	-0.07905638	-0.05880449	-0.04094362	
1.2938	-0.06119262	-0.07905798	-0.05880738	-0.04094202	
1.294	-0.06118973	-0.07905959	-0.05881026	-0.04094042	
1.2942	-0.06118686	-0.07906118	-0.05881314	-0.04093882	
1.2944	-0.06118397	-0.07906278	-0.05881603	-0.04093722	
1.2946	-0.06118109	-0.07906438	-0.05881891	-0.04093562	
1.2948	-0.06117821	-0.07906598	-0.05882179	-0.04093402	
1.295	-0.06117532	-0.07906758	-0.05882468	-0.04093242	
1.2952	-0.06117244	-0.07906918	-0.05882756	-0.04093082	
1.2954	-0.06116956	-0.07907078	-0.05883044	-0.04092922	
1.2956	-0.06116668	-0.07907237	-0.05883332	-0.04092763	
1.2958	-0.06116379	-0.07907397	-0.05883621	-0.04092602	
1.296	-0.06116091	-0.07907557	-0.05883909	-0.04092443	
1.2962	-0.06115803	-0.07907717	-0.05884197	-0.04092283	
1.2964	-0.06115514	-0.07907876	-0.05884486	-0.04092123	
1.2966	-0.06115227	-0.07908036	-0.05884773	-0.04091964	
1.2968	-0.06114938	-0.07908195	-0.05885062	-0.04091804	
1.297	-0.0611465	-0.07908355	-0.0588535	-0.04091645	
1.2972	-0.06114362	-0.07908515	-0.05885638	-0.04091486	
1.2974	-0.06114073	-0.07908674	-0.05885926	-0.04091326	
1.2976	-0.06113785	-0.07908834	-0.05886215	-0.04091166	
1.2978	-0.06113498	-0.07908993	-0.05886503	-0.04091007	
1.298	-0.06113209	-0.07909153	-0.05886791	-0.04090847	
1.2982	-0.0611292	-0.07909312	-0.0588708	-0.04090688	
1.2984	-0.06112633	-0.07909472	-0.05887367	-0.04090529	
1.2986	-0.06112344	-0.07909631	-0.05887656	-0.04090369	
1.2988	-0.06112056	-0.0790979	-0.05887944	-0.0409021	
1.299	-0.06111768	-0.07909949	-0.05888232	-0.04090051	
1.2992	-0.0611148	-0.07910109	-0.0588852	-0.04089891	
1.2994	-0.06111191	-0.07910268	-0.05888809	-0.04089732	
1.2996	-0.06110904	-0.07910427	-0.05889096	-0.04089573	
1.2998	-0.06110615	-0.07910586	-0.05889385	-0.04089414	
1.3	-0.06110327	-0.07910746	-0.05889674	-0.04089254	
1.3002	-0.06110039	-0.07910904	-0.05889961	-0.04089095	
1.3004	-0.0610975	-0.07911064	-0.0589025	-0.04088936	
1.3006	-0.06109462	-0.07911223	-0.05890538	-0.04088777	
1.3008	-0.06109174	-0.07911382	-0.05890826	-0.04088618	
1.301	-0.06108886	-0.07911541	-0.05891114	-0.04088459	
1.3012	-0.06108597	-0.079117	-0.05891403	-0.040883	
1.3014	-0.06108309	-0.07911859	-0.0589169	-0.04088141	
1.3016	-0.06108021	-0.07912018	-0.05891979	-0.04087982	
1.3018	-0.06107732	-0.07912177	-0.05892268	-0.04087823	
1.302	-0.06107445	-0.07912336	-0.05892555	-0.04087664	
1.3022	-0.06107156	-0.07912495	-0.05892844	-0.04087505	
1.3024	-0.06106868	-0.07912654	-0.05893132	-0.04087346	
1.3026	-0.0610658	-0.07912812	-0.0589342	-0.04087188	
1.3028	-0.06106291	-0.07912971	-0.05893709	-0.04087029	
1.303	-0.06106003	-0.07913131	-0.05893997	-0.0408687	
1.3032	-0.06105715	-0.07913288	-0.05894285	-0.04086711	
1.3034	-0.06105426	-0.07913448	-0.05894574	-0.04086552	
1.3036	-0.06105138	-0.07913607	-0.05894862	-0.04086393	
1.3038	-0.0610485	-0.07913765	-0.0589515	-0.04086235	
1.304	-0.06104561	-0.07913924	-0.05895439	-0.04086076	
1.3042	-0.06104273	-0.07914083	-0.05895727	-0.04085917	
1.3044	-0.06103985	-0.07914241	-0.05896015	-0.04085759	
1.3046	-0.06103696	-0.079144	-0.05896304	-0.040856	
1.3048	-0.06103408	-0.07914559	-0.05896592	-0.04085441	
1.305	-0.0610312	-0.07914717	-0.0589688	-0.04085283	
1.3052	-0.06102831	-0.07914875	-0.05897169	-0.04085124	
1.3054	-0.06102543	-0.07915034	-0.05897458	-0.04084966	
1.3056	-0.06102255	-0.07915192	-0.05897745	-0.04084808	
1.3058	-0.06101966	-0.07915351	-0.05898034	-0.04084649	
1.306	-0.06101677	-0.07915509	-0.05898323	-0.0408449	
1.3062	-0.0610139	-0.07915668	-0.05898611	-0.04084332	
1.3064	-0.06101101	-0.07915827	-0.05898899	-0.04084174	
1.3066	-0.06100812	-0.07915985	-0.05899188	-0.04084015	
1.3068	-0.06100524	-0.07916143	-0.05899476	-0.04083857	
1.307	-0.06100236	-0.07916301	-0.05899765	-0.04083698	
1.3072	-0.06099947	-0.0791646	-0.05900053	-0.0408354	
1.3074	-0.06099659	-0.07916618	-0.05900341	-0.04083382	
1.3076	-0.0609937	-0.07916777	-0.0590063	-0.04083223	
1.3078	-0.06099081	-0.07916936	-0.05900919	-0.04083065	
1.308	-0.06098793	-0.07917093	-0.05901207	-0.04082907	
1.3082	-0.06098504	-0.07917251	-0.05901496	-0.04082748	
1.3084	-0.06098216	-0.0791741	-0.05901784	-0.0408259	
1.3086	-0.06097928	-0.07917568	-0.05902072	-0.04082432	
1.3088	-0.06097639	-0.07917726	-0.05902361	-0.04082274	
1.309	-0.0609735	-0.07917885	-0.0590265	-0.04082115	
1.3092	-0.06097062	-0.07918043	-0.05902938	-0.04081957	
1.3094	-0.06096773	-0.07918201	-0.05903227	-0.04081799	
1.3096	-0.06096484	-0.07918359	-0.05903516	-0.04081641	
1.3098	-0.06096196	-0.07918517	-0.05903804	-0.04081483	
1.31	-0.06095907	-0.07918675	-0.05904093	-0.04081325	
1.3102	-0.06095618	-0.07918833	-0.05904382	-0.04081167	
1.3104	-0.0609533	-0.07918991	-0.0590467	-0.04081009	
1.3106	-0.06095041	-0.07919149	-0.05904959	-0.04080851	
1.3108	-0.06094752	-0.07919308	-0.05905248	-0.04080692	
1.311	-0.06094464	-0.07919465	-0.05905536	-0.04080535	
1.3112	-0.06094175	-0.07919624	-0.05905825	-0.04080376	
1.3114	-0.06093886	-0.07919782	-0.05906114	-0.04080218	
1.3116	-0.06093597	-0.07919939	-0.05906402	-0.04080061	
1.3118	-0.06093308	-0.07920098	-0.05906692	-0.04079903	
1.312	-0.06093019	-0.07920256	-0.0590698	-0.04079745	
1.3122	-0.06092731	-0.07920413	-0.05907269	-0.04079587	
1.3124	-0.06092442	-0.07920571	-0.05907558	-0.04079429	
1.3126	-0.06092153	-0.07920729	-0.05907847	-0.04079271	
1.3128	-0.06091865	-0.07920887	-0.05908135	-0.04079113	
1.313	-0.06091575	-0.07921045	-0.05908424	-0.04078955	
1.3132	-0.06091286	-0.07921202	-0.05908714	-0.04078797	
1.3134	-0.06090998	-0.0792136	-0.05909002	-0.0407864	
1.3136	-0.06090709	-0.07921518	-0.05909291	-0.04078482	
1.3138	-0.06090419	-0.07921676	-0.0590958	-0.04078324	
1.314	-0.06090131	-0.07921834	-0.05909869	-0.04078167	
1.3142	-0.06089842	-0.07921991	-0.05910158	-0.04078009	
1.3144	-0.06089553	-0.07922149	-0.05910447	-0.04077851	
1.3146	-0.06089264	-0.07922307	-0.05910736	-0.04077693	
1.3148	-0.06088975	-0.07922465	-0.05911025	-0.04077535	
1.315	-0.06088686	-0.07922623	-0.05911314	-0.04077378	
1.3152	-0.06088397	-0.0792278	-0.05911603	-0.0407722	
1.3154	-0.06088108	-0.07922938	-0.05911892	-0.04077062	
1.3156	-0.06087819	-0.07923096	-0.05912181	-0.04076904	
1.3158	-0.0608753	-0.07923253	-0.0591247	-0.04076747	
1.316	-0.06087241	-0.07923411	-0.05912759	-0.04076589	
1.3162	-0.06086951	-0.07923568	-0.05913049	-0.04076432	
1.3164	-0.06086663	-0.07923725	-0.05913337	-0.04076274	
1.3166	-0.06086373	-0.07923883	-0.05913626	-0.04076117	
1.3168	-0.06086084	-0.07924041	-0.05913916	-0.04075959	
1.317	-0.06085796	-0.07924198	-0.05914205	-0.04075802	
1.3172	-0.06085506	-0.07924356	-0.05914494	-0.04075644	
1.3174	-0.06085217	-0.07924514	-0.05914783	-0.04075486	
1.3176	-0.06084928	-0.07924671	-0.05915072	-0.04075329	
1.3178	-0.06084638	-0.07924829	-0.05915362	-0.04075171	
