Time	(21) BR S1i	(22) BR S2i	(23) BR S3i	(24) BR S4i	
8.3996	-0.04052318	-0.06052431	-0.07947683	-0.05947569	
8.399799	-0.0405228	-0.06052373	-0.0794772	-0.05947627	
8.4	-0.04052242	-0.06052314	-0.07947758	-0.05947685	
8.4002	-0.04052205	-0.06052257	-0.07947795	-0.05947743	
8.4004	-0.04052167	-0.06052199	-0.07947833	-0.05947801	
8.400599	-0.0405213	-0.06052141	-0.0794787	-0.05947859	
8.4008	-0.04052092	-0.06052084	-0.07947908	-0.05947917	
8.401	-0.04052055	-0.06052026	-0.07947946	-0.05947974	
8.401199	-0.04052018	-0.06051968	-0.07947983	-0.05948032	
8.4014	-0.0405198	-0.06051911	-0.0794802	-0.05948089	
8.4016	-0.04051943	-0.06051853	-0.07948057	-0.05948147	
8.4018	-0.04051905	-0.06051796	-0.07948095	-0.05948204	
8.401999	-0.04051868	-0.06051739	-0.07948132	-0.05948262	
8.4022	-0.04051831	-0.06051681	-0.07948169	-0.05948319	
8.4024	-0.04051794	-0.06051624	-0.07948206	-0.05948376	
8.402599	-0.04051757	-0.06051567	-0.07948243	-0.05948433	
8.4028	-0.0405172	-0.0605151	-0.0794828	-0.0594849	
8.403	-0.04051683	-0.06051453	-0.07948317	-0.05948547	
8.4032	-0.04051646	-0.06051396	-0.07948354	-0.05948604	
8.403399	-0.04051609	-0.06051339	-0.07948391	-0.05948661	
8.4036	-0.04051572	-0.06051282	-0.07948428	-0.05948718	
8.4038	-0.04051535	-0.06051225	-0.07948465	-0.05948775	
8.403999	-0.04051498	-0.06051169	-0.07948501	-0.05948832	
8.4042	-0.04051462	-0.06051112	-0.07948538	-0.05948888	
8.4044	-0.04051425	-0.06051055	-0.07948575	-0.05948944	
8.4046	-0.04051388	-0.06050999	-0.07948612	-0.05949001	
8.404799	-0.04051352	-0.06050942	-0.07948648	-0.05949058	
8.405	-0.04051315	-0.06050886	-0.07948685	-0.05949114	
8.4052	-0.04051278	-0.0605083	-0.07948722	-0.0594917	
8.405399	-0.04051242	-0.06050774	-0.07948758	-0.05949226	
8.4056	-0.04051205	-0.06050717	-0.07948795	-0.05949283	
8.4058	-0.04051169	-0.06050661	-0.07948831	-0.05949339	
8.406	-0.04051133	-0.06050605	-0.07948868	-0.05949395	
8.406199	-0.04051096	-0.06050549	-0.07948904	-0.05949451	
8.4064	-0.04051059	-0.06050493	-0.0794894	-0.05949507	
8.4066	-0.04051023	-0.06050437	-0.07948977	-0.05949563	
8.406799	-0.04050987	-0.06050381	-0.07949013	-0.05949619	
8.407	-0.04050951	-0.06050326	-0.07949049	-0.05949675	
8.4072	-0.04050915	-0.0605027	-0.07949086	-0.0594973	
8.4074	-0.04050878	-0.06050214	-0.07949122	-0.05949786	
8.407599	-0.04050842	-0.06050159	-0.07949158	-0.05949841	
8.4078	-0.04050806	-0.06050103	-0.07949194	-0.05949897	
8.408	-0.0405077	-0.06050048	-0.0794923	-0.05949952	
8.4082	-0.04050734	-0.06049992	-0.07949267	-0.05950008	
8.4084	-0.04050698	-0.06049937	-0.07949302	-0.05950063	
8.4086	-0.04050662	-0.06049882	-0.07949338	-0.05950119	
8.4088	-0.04050626	-0.06049826	-0.07949375	-0.05950174	
8.408999	-0.0405059	-0.06049771	-0.0794941	-0.05950229	
8.4092	-0.04050554	-0.06049716	-0.07949446	-0.05950284	
8.4094	-0.04050518	-0.06049661	-0.07949482	-0.05950339	
8.4096	-0.04050482	-0.06049606	-0.07949518	-0.05950394	
8.4098	-0.04050447	-0.06049551	-0.07949553	-0.05950449	
8.41	-0.04050411	-0.06049496	-0.07949589	-0.05950504	
8.4102	-0.04050375	-0.06049442	-0.07949625	-0.05950559	
8.410399	-0.04050339	-0.06049387	-0.07949661	-0.05950613	
8.4106	-0.04050304	-0.06049332	-0.07949696	-0.05950668	
8.4108	-0.04050268	-0.06049277	-0.07949731	-0.05950722	
8.411	-0.04050232	-0.06049223	-0.07949767	-0.05950777	
8.4112	-0.04050197	-0.06049168	-0.07949803	-0.05950832	
8.4114	-0.04050162	-0.06049114	-0.07949839	-0.05950886	
8.4116	-0.04050126	-0.0604906	-0.07949874	-0.0595094	
8.411799	-0.04050091	-0.06049005	-0.0794991	-0.05950995	
8.412	-0.04050055	-0.06048951	-0.07949945	-0.05951049	
8.4122	-0.0405002	-0.06048897	-0.0794998	-0.05951103	
8.4124	-0.04049984	-0.06048843	-0.07950015	-0.05951157	
8.4126	-0.04049949	-0.06048789	-0.07950051	-0.05951211	
8.4128	-0.04049914	-0.06048734	-0.07950086	-0.05951265	
8.413	-0.04049879	-0.0604868	-0.07950121	-0.05951319	
8.413199	-0.04049844	-0.06048627	-0.07950157	-0.05951373	
8.4134	-0.04049808	-0.06048573	-0.07950192	-0.05951427	
8.4136	-0.04049773	-0.06048519	-0.07950227	-0.05951481	
8.4138	-0.04049738	-0.06048466	-0.07950262	-0.05951535	
8.414	-0.04049703	-0.06048412	-0.07950297	-0.05951588	
8.4142	-0.04049668	-0.06048358	-0.07950332	-0.05951642	
8.4144	-0.04049633	-0.06048305	-0.07950367	-0.05951695	
8.414599	-0.04049598	-0.06048251	-0.07950402	-0.05951749	
8.4148	-0.04049563	-0.06048198	-0.07950437	-0.05951802	
8.415	-0.04049528	-0.06048144	-0.07950472	-0.05951855	
8.4152	-0.04049493	-0.06048091	-0.07950507	-0.05951909	
8.4154	-0.04049458	-0.06048038	-0.07950542	-0.05951962	
8.4156	-0.04049423	-0.06047985	-0.07950576	-0.05952015	
8.4158	-0.04049388	-0.06047932	-0.07950611	-0.05952068	
8.415999	-0.04049354	-0.06047878	-0.07950646	-0.05952121	
8.4162	-0.04049319	-0.06047826	-0.07950681	-0.05952174	
8.4164	-0.04049284	-0.06047773	-0.07950716	-0.05952227	
8.4166	-0.04049249	-0.0604772	-0.07950751	-0.0595228	
8.4168	-0.04049215	-0.06047667	-0.07950785	-0.05952333	
8.417	-0.0404918	-0.06047614	-0.0795082	-0.05952386	
8.4172	-0.04049145	-0.06047561	-0.07950854	-0.05952438	
8.417399	-0.04049111	-0.06047509	-0.07950889	-0.05952491	
8.4176	-0.04049077	-0.06047456	-0.07950924	-0.05952544	
8.4178	-0.04049042	-0.06047404	-0.07950958	-0.05952596	
8.418	-0.04049008	-0.06047351	-0.07950992	-0.05952648	
8.4182	-0.04048973	-0.06047299	-0.07951027	-0.05952701	
8.4184	-0.04048939	-0.06047247	-0.07951061	-0.05952753	
8.4186	-0.04048904	-0.06047194	-0.07951096	-0.05952806	
8.418799	-0.0404887	-0.06047142	-0.0795113	-0.05952858	
8.419	-0.04048835	-0.0604709	-0.07951164	-0.0595291	
8.4192	-0.04048801	-0.06047038	-0.07951199	-0.05952962	
8.4194	-0.04048767	-0.06046986	-0.07951233	-0.05953014	
8.4196	-0.04048733	-0.06046934	-0.07951267	-0.05953066	
8.4198	-0.04048699	-0.06046882	-0.07951301	-0.05953118	
8.42	-0.04048664	-0.0604683	-0.07951336	-0.0595317	
8.420199	-0.0404863	-0.06046778	-0.0795137	-0.05953222	
8.4204	-0.04048596	-0.06046727	-0.07951404	-0.05953274	
8.4206	-0.04048562	-0.06046675	-0.07951438	-0.05953325	
8.4208	-0.04048528	-0.06046623	-0.07951472	-0.05953377	
8.421	-0.04048494	-0.06046572	-0.07951506	-0.05953429	
8.4212	-0.0404846	-0.0604652	-0.0795154	-0.0595348	
8.4214	-0.04048426	-0.06046468	-0.07951574	-0.05953531	
8.421599	-0.04048392	-0.06046417	-0.07951608	-0.05953583	
8.4218	-0.04048358	-0.06046366	-0.07951642	-0.05953634	
8.422	-0.04048324	-0.06046315	-0.07951676	-0.05953686	
8.4222	-0.0404829	-0.06046264	-0.0795171	-0.05953737	
8.4224	-0.04048257	-0.06046212	-0.07951743	-0.05953788	
8.4226	-0.04048223	-0.06046161	-0.07951777	-0.05953839	
8.4228	-0.04048189	-0.0604611	-0.07951811	-0.0595389	
8.422999	-0.04048155	-0.06046059	-0.07951844	-0.05953941	
8.4232	-0.04048121	-0.06046008	-0.07951879	-0.05953992	
8.4234	-0.04048088	-0.06045957	-0.07951912	-0.05954043	
8.4236	-0.04048054	-0.06045907	-0.07951946	-0.05954093	
8.4238	-0.0404802	-0.06045856	-0.07951979	-0.05954144	
8.424	-0.04047987	-0.06045805	-0.07952013	-0.05954195	
8.4242	-0.04047953	-0.06045754	-0.07952047	-0.05954245	
8.424399	-0.04047919	-0.06045704	-0.07952081	-0.05954296	
8.4246	-0.04047886	-0.06045653	-0.07952114	-0.05954347	
8.4248	-0.04047853	-0.06045603	-0.07952148	-0.05954397	
8.425	-0.04047819	-0.06045552	-0.07952181	-0.05954448	
8.4252	-0.04047786	-0.06045502	-0.07952215	-0.05954498	
8.4254	-0.04047752	-0.06045451	-0.07952248	-0.05954548	
8.4256	-0.04047719	-0.06045401	-0.07952282	-0.05954599	
8.425799	-0.04047685	-0.06045351	-0.07952315	-0.05954649	
8.426	-0.04047652	-0.06045301	-0.07952348	-0.05954699	
8.4262	-0.04047618	-0.0604525	-0.07952382	-0.0595475	
8.4264	-0.04047585	-0.060452	-0.07952415	-0.059548	
8.4266	-0.04047551	-0.0604515	-0.07952449	-0.0595485	
8.4268	-0.04047517	-0.06045099	-0.07952483	-0.05954901	
8.427	-0.04047484	-0.06045049	-0.07952517	-0.05954951	
8.427199	-0.0404745	-0.06044999	-0.0795255	-0.05955001	
8.4274	-0.04047417	-0.06044948	-0.07952584	-0.05955052	
8.4276	-0.04047383	-0.06044898	-0.07952617	-0.05955102	
8.4278	-0.04047349	-0.06044848	-0.07952651	-0.05955153	
8.427999	-0.04047315	-0.06044797	-0.07952685	-0.05955203	
8.4282	-0.04047281	-0.06044746	-0.07952718	-0.05955254	
8.4284	-0.04047247	-0.06044696	-0.07952753	-0.05955305	
8.428599	-0.04047213	-0.06044645	-0.07952786	-0.05955355	
8.4288	-0.0404718	-0.06044594	-0.07952821	-0.05955406	
8.429	-0.04047145	-0.06044543	-0.07952855	-0.05955457	
8.4292	-0.04047111	-0.06044492	-0.07952888	-0.05955508	
8.429399	-0.04047077	-0.06044441	-0.07952923	-0.05955559	
8.4296	-0.04047043	-0.0604439	-0.07952957	-0.0595561	
8.4298	-0.04047009	-0.06044338	-0.07952991	-0.05955662	
8.429999	-0.04046974	-0.06044287	-0.07953025	-0.05955713	
8.4302	-0.0404694	-0.06044235	-0.0795306	-0.05955765	
8.4304	-0.04046905	-0.06044183	-0.07953095	-0.05955816	
8.4306	-0.04046871	-0.06044132	-0.07953129	-0.05955868	
8.430799	-0.04046836	-0.0604408	-0.07953164	-0.0595592	
8.431	-0.04046801	-0.06044027	-0.07953198	-0.05955973	
8.4312	-0.04046767	-0.06043975	-0.07953233	-0.05956025	
8.431399	-0.04046732	-0.06043923	-0.07953268	-0.05956077	
8.4316	-0.04046697	-0.0604387	-0.07953303	-0.0595613	
8.4318	-0.04046662	-0.06043817	-0.07953338	-0.05956183	
8.432	-0.04046627	-0.06043764	-0.07953373	-0.05956236	
8.432199	-0.04046591	-0.06043711	-0.07953408	-0.05956289	
8.4324	-0.04046556	-0.06043658	-0.07953443	-0.05956342	
8.4326	-0.04046521	-0.06043604	-0.07953479	-0.05956395	
8.432799	-0.04046486	-0.06043551	-0.07953515	-0.05956449	
8.433	-0.0404645	-0.06043497	-0.0795355	-0.05956503	
8.4332	-0.04046414	-0.06043443	-0.07953586	-0.05956557	
8.4334	-0.04046379	-0.06043389	-0.07953621	-0.05956611	
8.433599	-0.04046343	-0.06043335	-0.07953657	-0.05956665	
8.4338	-0.04046307	-0.0604328	-0.07953693	-0.0595672	
8.434	-0.04046271	-0.06043226	-0.07953729	-0.05956775	
8.434199	-0.04046235	-0.06043171	-0.07953764	-0.05956829	
8.4344	-0.04046199	-0.06043116	-0.07953801	-0.05956884	
8.4346	-0.04046163	-0.0604306	-0.07953837	-0.0595694	
8.4348	-0.04046127	-0.06043005	-0.07953873	-0.05956995	
8.434999	-0.0404609	-0.06042949	-0.0795391	-0.05957051	
8.4352	-0.04046054	-0.06042893	-0.07953946	-0.05957107	
8.4354	-0.04046018	-0.06042837	-0.07953983	-0.05957163	
8.435599	-0.04045981	-0.06042781	-0.07954019	-0.05957219	
8.4358	-0.04045944	-0.06042724	-0.07954056	-0.05957275	
8.436	-0.04045907	-0.06042668	-0.07954092	-0.05957332	
8.4362	-0.04045871	-0.06042611	-0.0795413	-0.05957389	
8.436399	-0.04045834	-0.06042554	-0.07954166	-0.05957446	
8.4366	-0.04045797	-0.06042497	-0.07954203	-0.05957503	
8.4368	-0.0404576	-0.0604244	-0.07954241	-0.0595756	
8.436999	-0.04045723	-0.06042382	-0.07954277	-0.05957618	
8.4372	-0.04045685	-0.06042325	-0.07954314	-0.05957675	
8.4374	-0.04045648	-0.06042267	-0.07954352	-0.05957733	
8.4376	-0.04045611	-0.06042209	-0.0795439	-0.05957792	
8.437799	-0.04045573	-0.0604215	-0.07954427	-0.0595785	
8.438	-0.04045536	-0.06042092	-0.07954464	-0.05957908	
8.4382	-0.04045498	-0.06042033	-0.07954502	-0.05957967	
8.438399	-0.04045461	-0.06041974	-0.07954539	-0.05958026	
8.4386	-0.04045423	-0.06041915	-0.07954577	-0.05958085	
8.4388	-0.04045385	-0.06041856	-0.07954615	-0.05958144	
8.439	-0.04045347	-0.06041797	-0.07954653	-0.05958204	
8.439199	-0.04045309	-0.06041737	-0.07954691	-0.05958263	
8.4394	-0.04045271	-0.06041677	-0.07954729	-0.05958323	
8.4396	-0.04045233	-0.06041617	-0.07954767	-0.05958383	
8.4398	-0.04045195	-0.06041557	-0.07954805	-0.05958443	
8.44	-0.04045157	-0.06041497	-0.07954843	-0.05958503	
8.4402	-0.04045118	-0.06041436	-0.07954881	-0.05958564	
8.4404	-0.0404508	-0.06041376	-0.0795492	-0.05958625	
8.440599	-0.04045042	-0.06041315	-0.07954958	-0.05958685	
8.4408	-0.04045003	-0.06041254	-0.07954997	-0.05958746	
8.441	-0.04044965	-0.06041193	-0.07955036	-0.05958807	
8.4412	-0.04044926	-0.06041131	-0.07955074	-0.05958869	
8.4414	-0.04044887	-0.0604107	-0.07955113	-0.0595893	
8.4416	-0.04044849	-0.06041008	-0.07955152	-0.05958992	
8.4418	-0.0404481	-0.06040946	-0.07955191	-0.05959054	
8.441999	-0.04044771	-0.06040885	-0.07955229	-0.05959116	
8.4422	-0.04044732	-0.06040822	-0.07955268	-0.05959178	
8.4424	-0.04044693	-0.0604076	-0.07955307	-0.0595924	
8.4426	-0.04044654	-0.06040698	-0.07955346	-0.05959303	
8.4428	-0.04044615	-0.06040635	-0.07955385	-0.05959365	
8.443	-0.04044576	-0.06040572	-0.07955424	-0.05959428	
8.4432	-0.04044537	-0.06040509	-0.07955463	-0.05959491	
8.443399	-0.04044497	-0.06040446	-0.07955503	-0.05959554	
8.4436	-0.04044458	-0.06040383	-0.07955542	-0.05959617	
8.4438	-0.04044419	-0.0604032	-0.07955581	-0.0595968	
8.444	-0.04044379	-0.06040256	-0.0795562	-0.05959744	
8.4442	-0.0404434	-0.06040192	-0.0795566	-0.05959807	
8.4444	-0.040443	-0.06040129	-0.07955699	-0.05959871	
8.4446	-0.04044261	-0.06040065	-0.07955739	-0.05959935	
8.444799	-0.04044221	-0.06040001	-0.07955779	-0.05959999	
8.445	-0.04044181	-0.06039937	-0.07955819	-0.05960063	
8.4452	-0.04044142	-0.06039873	-0.07955858	-0.05960127	
8.4454	-0.04044102	-0.06039808	-0.07955898	-0.05960192	
8.4456	-0.04044063	-0.06039744	-0.07955938	-0.05960256	
8.4458	-0.04044023	-0.06039679	-0.07955977	-0.05960321	
8.446	-0.04043983	-0.06039614	-0.07956017	-0.05960386	
8.446199	-0.04043943	-0.06039549	-0.07956057	-0.0596045	
8.4464	-0.04043903	-0.06039485	-0.07956097	-0.05960516	
8.4466	-0.04043863	-0.06039419	-0.07956137	-0.05960581	
8.4468	-0.04043823	-0.06039354	-0.07956177	-0.05960646	
8.447	-0.04043783	-0.06039289	-0.07956216	-0.05960711	
8.4472	-0.04043743	-0.06039223	-0.07956257	-0.05960777	
8.4474	-0.04043703	-0.06039158	-0.07956297	-0.05960842	
8.447599	-0.04043663	-0.06039092	-0.07956337	-0.05960908	
8.4478	-0.04043623	-0.06039026	-0.07956377	-0.05960973	
8.448	-0.04043583	-0.06038961	-0.07956417	-0.05961039	
8.4482	-0.04043543	-0.06038895	-0.07956457	-0.05961105	
8.4484	-0.04043502	-0.06038829	-0.07956497	-0.05961171	
8.4486	-0.04043462	-0.06038763	-0.07956538	-0.05961237	
8.4488	-0.04043422	-0.06038697	-0.07956578	-0.05961303	
8.448999	-0.04043382	-0.0603863	-0.07956618	-0.0596137	
8.4492	-0.04043341	-0.06038564	-0.07956658	-0.05961436	
8.4494	-0.04043301	-0.06038497	-0.07956699	-0.05961502	
8.4496	-0.04043261	-0.06038431	-0.0795674	-0.05961569	
8.4498	-0.0404322	-0.06038364	-0.0795678	-0.05961635	
8.45	-0.0404318	-0.06038298	-0.0795682	-0.05961702	
8.4502	-0.0404314	-0.06038231	-0.0795686	-0.05961769	
8.450399	-0.04043099	-0.06038164	-0.079569	-0.05961836	
8.4506	-0.04043059	-0.06038097	-0.07956941	-0.05961902	
8.4508	-0.04043018	-0.0603803	-0.07956982	-0.05961969	
8.451	-0.04042978	-0.06037964	-0.07957022	-0.05962037	
8.4512	-0.04042938	-0.06037896	-0.07957062	-0.05962104	
8.4514	-0.04042897	-0.06037829	-0.07957103	-0.05962171	
8.4516	-0.04042857	-0.06037762	-0.07957143	-0.05962238	
8.451799	-0.04042816	-0.06037695	-0.07957184	-0.05962305	
8.452	-0.04042776	-0.06037628	-0.07957225	-0.05962372	
8.4522	-0.04042735	-0.0603756	-0.07957265	-0.0596244	
8.4524	-0.04042695	-0.06037493	-0.07957305	-0.05962507	
8.4526	-0.04042654	-0.06037426	-0.07957346	-0.05962574	
8.4528	-0.04042614	-0.06037359	-0.07957386	-0.05962642	
8.453	-0.04042573	-0.06037291	-0.07957426	-0.05962709	
8.453199	-0.04042533	-0.06037223	-0.07957467	-0.05962777	
8.4534	-0.04042492	-0.06037156	-0.07957508	-0.05962844	
8.4536	-0.04042452	-0.06037088	-0.07957548	-0.05962912	
8.4538	-0.04042411	-0.06037021	-0.07957589	-0.05962979	
8.454	-0.04042371	-0.06036953	-0.07957629	-0.05963047	
8.4542	-0.0404233	-0.06036885	-0.07957669	-0.05963115	
8.4544	-0.0404229	-0.06036818	-0.0795771	-0.05963182	
8.454599	-0.0404225	-0.0603675	-0.07957751	-0.0596325	
8.4548	-0.04042209	-0.06036682	-0.07957791	-0.05963318	
8.455	-0.04042169	-0.06036615	-0.07957831	-0.05963385	
8.4552	-0.04042128	-0.06036547	-0.07957871	-0.05963453	
8.4554	-0.04042088	-0.06036479	-0.07957912	-0.05963521	
8.4556	-0.04042048	-0.06036412	-0.07957952	-0.05963589	
8.4558	-0.04042007	-0.06036344	-0.07957993	-0.05963656	
8.455999	-0.04041967	-0.06036276	-0.07958033	-0.05963724	
8.4562	-0.04041927	-0.06036208	-0.07958073	-0.05963792	
8.4564	-0.04041886	-0.06036141	-0.07958113	-0.05963859	
8.4566	-0.04041846	-0.06036073	-0.07958154	-0.05963927	
8.4568	-0.04041805	-0.06036005	-0.07958195	-0.05963995	
8.457	-0.04041765	-0.06035938	-0.07958235	-0.05964062	
8.4572	-0.04041725	-0.0603587	-0.07958275	-0.0596413	
8.457399	-0.04041685	-0.06035802	-0.07958315	-0.05964198	
8.4576	-0.04041645	-0.06035735	-0.07958356	-0.05964265	
8.4578	-0.04041605	-0.06035667	-0.07958396	-0.05964333	
8.458	-0.04041564	-0.06035599	-0.07958435	-0.05964401	
8.4582	-0.04041524	-0.06035532	-0.07958476	-0.05964468	
8.4584	-0.04041484	-0.06035464	-0.07958516	-0.05964536	
8.4586	-0.04041444	-0.06035396	-0.07958556	-0.05964604	
8.458799	-0.04041404	-0.06035329	-0.07958596	-0.05964671	
8.459	-0.04041364	-0.06035261	-0.07958636	-0.05964739	
8.4592	-0.04041324	-0.06035193	-0.07958676	-0.05964807	
8.4594	-0.04041284	-0.06035126	-0.07958716	-0.05964874	
8.459599	-0.04041244	-0.06035059	-0.07958756	-0.05964942	
8.4598	-0.04041204	-0.06034991	-0.07958796	-0.05965009	
8.46	-0.04041164	-0.06034924	-0.07958835	-0.05965076	
8.460199	-0.04041125	-0.06034856	-0.07958876	-0.05965144	
8.4604	-0.04041085	-0.06034789	-0.07958916	-0.05965211	
8.4606	-0.04041045	-0.06034721	-0.07958955	-0.05965279	
8.4608	-0.04041005	-0.06034654	-0.07958995	-0.05965346	
8.460999	-0.04040965	-0.06034587	-0.07959035	-0.05965413	
8.4612	-0.04040926	-0.0603452	-0.07959075	-0.05965481	
8.4614	-0.04040886	-0.06034452	-0.07959114	-0.05965548	
8.461599	-0.04040846	-0.06034385	-0.07959154	-0.05965615	
8.4618	-0.04040807	-0.06034318	-0.07959193	-0.05965682	
8.462	-0.04040767	-0.06034251	-0.07959233	-0.05965749	
8.4622	-0.04040727	-0.06034184	-0.07959273	-0.05965816	
8.462399	-0.04040688	-0.06034117	-0.07959312	-0.05965883	
8.4626	-0.04040648	-0.0603405	-0.07959352	-0.0596595	
8.4628	-0.04040609	-0.06033983	-0.07959391	-0.05966017	
8.462999	-0.0404057	-0.06033916	-0.07959431	-0.05966084	
8.4632	-0.0404053	-0.06033849	-0.07959469	-0.05966151	
8.4634	-0.04040491	-0.06033782	-0.07959509	-0.05966218	
8.4636	-0.04040452	-0.06033715	-0.07959548	-0.05966284	
8.463799	-0.04040412	-0.06033649	-0.07959588	-0.05966352	
8.464	-0.04040373	-0.06033582	-0.07959627	-0.05966418	
8.4642	-0.04040334	-0.06033515	-0.07959666	-0.05966485	
8.464399	-0.04040295	-0.06033449	-0.07959705	-0.05966551	
8.4646	-0.04040256	-0.06033382	-0.07959744	-0.05966618	
8.4648	-0.04040217	-0.06033316	-0.07959783	-0.05966684	
8.465	-0.04040178	-0.06033249	-0.07959823	-0.05966751	
8.465199	-0.04040138	-0.06033183	-0.07959861	-0.05966818	
8.4654	-0.040401	-0.06033116	-0.079599	-0.05966884	
8.4656	-0.04040061	-0.0603305	-0.0795994	-0.0596695	
8.465799	-0.04040022	-0.06032984	-0.07959978	-0.05967016	
8.466	-0.04039983	-0.06032918	-0.07960017	-0.05967082	
8.4662	-0.04039944	-0.06032851	-0.07960056	-0.05967149	
8.4664	-0.04039905	-0.06032785	-0.07960095	-0.05967215	
8.466599	-0.04039867	-0.06032719	-0.07960133	-0.05967281	
8.4668	-0.04039828	-0.06032653	-0.07960172	-0.05967347	
8.467	-0.04039789	-0.06032587	-0.07960211	-0.05967413	
8.467199	-0.04039751	-0.06032522	-0.07960249	-0.05967478	
8.4674	-0.04039712	-0.06032456	-0.07960288	-0.05967544	
8.4676	-0.04039674	-0.0603239	-0.07960326	-0.0596761	
8.4678	-0.04039635	-0.06032324	-0.07960365	-0.05967676	
8.467999	-0.04039597	-0.06032258	-0.07960404	-0.05967741	
8.4682	-0.04039558	-0.06032193	-0.07960442	-0.05967807	
8.4684	-0.0403952	-0.06032127	-0.0796048	-0.05967873	
8.468599	-0.04039482	-0.06032062	-0.07960518	-0.05967938	
8.4688	-0.04039443	-0.06031996	-0.07960556	-0.05968004	
8.469	-0.04039405	-0.06031931	-0.07960595	-0.05968069	
8.4692	-0.04039367	-0.06031866	-0.07960633	-0.05968134	
8.469399	-0.04039329	-0.060318	-0.07960671	-0.059682	
8.4696	-0.04039291	-0.06031735	-0.07960709	-0.05968265	
8.4698	-0.04039253	-0.0603167	-0.07960747	-0.0596833	
8.469999	-0.04039215	-0.06031605	-0.07960786	-0.05968395	
8.4702	-0.04039177	-0.0603154	-0.07960823	-0.0596846	
8.4704	-0.04039139	-0.06031475	-0.07960861	-0.05968525	
8.4706	-0.04039101	-0.0603141	-0.07960899	-0.0596859	
8.470799	-0.04039063	-0.06031345	-0.07960937	-0.05968655	
8.471	-0.04039025	-0.0603128	-0.07960975	-0.0596872	
8.4712	-0.04038987	-0.06031216	-0.07961013	-0.05968785	
8.4714	-0.04038949	-0.06031151	-0.0796105	-0.05968849	
8.4716	-0.04038912	-0.06031086	-0.07961088	-0.05968914	
8.4718	-0.04038874	-0.06031022	-0.07961126	-0.05968978	
8.472	-0.04038836	-0.06030957	-0.07961164	-0.05969043	
8.472199	-0.04038799	-0.06030893	-0.07961201	-0.05969107	
8.4724	-0.04038761	-0.06030829	-0.07961239	-0.05969172	
8.4726	-0.04038724	-0.06030764	-0.07961276	-0.05969236	
8.4728	-0.04038686	-0.060307	-0.07961313	-0.059693	
8.473	-0.04038649	-0.06030636	-0.07961351	-0.05969364	
8.4732	-0.04038611	-0.06030572	-0.07961389	-0.05969428	
8.4734	-0.04038574	-0.06030508	-0.07961426	-0.05969492	
8.473599	-0.04038537	-0.06030444	-0.07961463	-0.05969556	
8.4738	-0.040385	-0.0603038	-0.079615	-0.0596962	
8.474	-0.04038462	-0.06030316	-0.07961538	-0.05969684	
8.4742	-0.04038425	-0.06030252	-0.07961575	-0.05969748	
8.4744	-0.04038388	-0.06030189	-0.07961611	-0.05969812	
8.4746	-0.04038351	-0.06030125	-0.07961649	-0.05969875	
8.4748	-0.04038314	-0.06030061	-0.07961686	-0.05969939	
8.474999	-0.04038277	-0.06029998	-0.07961722	-0.05970002	
8.4752	-0.0403824	-0.06029934	-0.0796176	-0.05970066	
8.4754	-0.04038203	-0.06029871	-0.07961797	-0.05970129	
8.4756	-0.04038167	-0.06029807	-0.07961833	-0.05970193	
8.4758	-0.0403813	-0.06029744	-0.0796187	-0.05970256	
8.476	-0.04038093	-0.06029681	-0.07961907	-0.05970319	
8.4762	-0.04038056	-0.06029618	-0.07961944	-0.05970382	
8.476399	-0.04038019	-0.06029554	-0.0796198	-0.05970446	
8.4766	-0.04037983	-0.06029491	-0.07962017	-0.05970509	
8.4768	-0.04037946	-0.06029429	-0.07962054	-0.05970572	
8.477	-0.0403791	-0.06029366	-0.07962091	-0.05970635	
8.4772	-0.04037873	-0.06029303	-0.07962127	-0.05970697	
8.4774	-0.04037837	-0.0602924	-0.07962164	-0.0597076	
8.4776	-0.040378	-0.06029177	-0.07962199	-0.05970823	
8.477799	-0.04037764	-0.06029114	-0.07962236	-0.05970885	
8.478	-0.04037728	-0.06029052	-0.07962272	-0.05970948	
8.4782	-0.04037691	-0.0602899	-0.07962309	-0.0597101	
8.4784	-0.04037655	-0.06028927	-0.07962345	-0.05971073	
8.4786	-0.04037619	-0.06028865	-0.07962381	-0.05971135	
8.4788	-0.04037583	-0.06028802	-0.07962417	-0.05971197	
8.479	-0.04037547	-0.0602874	-0.07962453	-0.0597126	
8.479199	-0.04037511	-0.06028678	-0.07962489	-0.05971322	
8.4794	-0.04037474	-0.06028616	-0.07962526	-0.05971384	
8.4796	-0.04037439	-0.06028554	-0.07962561	-0.05971446	
8.4798	-0.04037403	-0.06028492	-0.07962597	-0.05971508	
8.48	-0.04037367	-0.0602843	-0.07962633	-0.0597157	
8.4802	-0.04037331	-0.06028368	-0.07962669	-0.05971632	
8.4804	-0.04037295	-0.06028306	-0.07962705	-0.05971694	
8.480599	-0.0403726	-0.06028245	-0.07962741	-0.05971755	
8.4808	-0.04037224	-0.06028183	-0.07962777	-0.05971817	
8.481	-0.04037188	-0.06028122	-0.07962812	-0.05971878	
8.4812	-0.04037152	-0.0602806	-0.07962848	-0.0597194	
8.4814	-0.04037117	-0.06027998	-0.07962883	-0.05972002	
8.4816	-0.04037081	-0.06027937	-0.07962919	-0.05972063	
8.4818	-0.04037046	-0.06027876	-0.07962954	-0.05972124	
