Time	(15) Hip Ext II	(16) Hip Flx II	(17) Knee Ext II	(18) Knee Flx II	(19) Ankle Ext II	(20) Ankle Flx II	
2.6912	-0.05331028	-0.04866878	-0.05999629	-0.04001099	-0.05999571	-0.04000089	
2.6914	-0.05331029	-0.04866877	-0.05999629	-0.04001099	-0.05999571	-0.04000089	
2.6916	-0.0533103	-0.04866876	-0.05999629	-0.04001099	-0.05999571	-0.04000089	
2.6918	-0.05331031	-0.04866875	-0.05999629	-0.04001099	-0.05999571	-0.04000089	
2.692	-0.05331032	-0.04866874	-0.05999629	-0.04001099	-0.05999571	-0.04000089	
2.6922	-0.05331034	-0.04866872	-0.05999629	-0.04001098	-0.05999571	-0.04000089	
2.6924	-0.05331035	-0.04866871	-0.05999628	-0.04001098	-0.05999571	-0.04000089	
2.6926	-0.05331036	-0.0486687	-0.05999628	-0.04001098	-0.05999571	-0.04000089	
2.6928	-0.05331038	-0.04866869	-0.05999628	-0.04001098	-0.0599957	-0.04000089	
2.693	-0.05331039	-0.04866868	-0.05999628	-0.04001098	-0.0599957	-0.0400009	
2.6932	-0.0533104	-0.04866867	-0.05999629	-0.04001098	-0.0599957	-0.0400009	
2.6934	-0.05331041	-0.04866866	-0.05999629	-0.04001098	-0.05999569	-0.0400009	
2.6936	-0.05331042	-0.04866864	-0.05999629	-0.04001098	-0.05999569	-0.0400009	
2.6938	-0.05331043	-0.04866863	-0.05999629	-0.04001098	-0.05999569	-0.0400009	
2.694	-0.05331044	-0.04866862	-0.05999629	-0.04001098	-0.0599957	-0.0400009	
2.6942	-0.05331046	-0.04866861	-0.05999629	-0.04001098	-0.05999571	-0.0400009	
2.6944	-0.05331047	-0.0486686	-0.05999629	-0.04001098	-0.05999572	-0.04000089	
2.6946	-0.05331048	-0.04866858	-0.05999629	-0.04001097	-0.05999572	-0.04000089	
2.6948	-0.05331049	-0.04866857	-0.05999628	-0.04001097	-0.05999573	-0.04000089	
2.695	-0.05331051	-0.04866856	-0.05999628	-0.04001097	-0.05999573	-0.04000089	
2.6952	-0.05331052	-0.04866854	-0.05999628	-0.04001097	-0.05999573	-0.04000089	
2.6954	-0.05331053	-0.04866853	-0.05999628	-0.04001097	-0.05999572	-0.04000089	
2.6956	-0.05331054	-0.04866852	-0.05999628	-0.04001097	-0.05999572	-0.04000089	
2.6958	-0.05331055	-0.04866851	-0.05999628	-0.04001097	-0.05999572	-0.0400009	
2.696	-0.05331057	-0.0486685	-0.05999628	-0.04001097	-0.05999572	-0.0400009	
2.6962	-0.05331058	-0.04866849	-0.05999628	-0.04001097	-0.05999572	-0.0400009	
2.6964	-0.05331059	-0.04866847	-0.05999628	-0.04001096	-0.05999573	-0.04000089	
2.6966	-0.05331061	-0.04866846	-0.05999628	-0.04001096	-0.05999573	-0.04000089	
2.6968	-0.05331062	-0.04866845	-0.05999628	-0.04001096	-0.05999574	-0.04000089	
2.697	-0.05331064	-0.04866843	-0.05999627	-0.04001096	-0.05999574	-0.04000089	
2.6972	-0.05331065	-0.04866842	-0.05999627	-0.04001096	-0.05999574	-0.04000089	
2.6974	-0.05331066	-0.04866841	-0.05999627	-0.04001096	-0.05999574	-0.04000088	
2.6976	-0.05331068	-0.0486684	-0.05999627	-0.04001096	-0.05999574	-0.04000088	
2.6978	-0.05331069	-0.04866838	-0.05999627	-0.04001096	-0.05999574	-0.04000088	
2.698	-0.05331071	-0.04866837	-0.05999627	-0.04001096	-0.05999573	-0.04000089	
2.6982	-0.05331072	-0.04866835	-0.05999627	-0.04001096	-0.05999573	-0.04000089	
2.6984	-0.05331074	-0.04866834	-0.05999627	-0.04001096	-0.05999573	-0.04000089	
2.6986	-0.05331075	-0.04866833	-0.05999626	-0.04001095	-0.05999573	-0.04000089	
2.6988	-0.05331077	-0.04866831	-0.05999626	-0.04001095	-0.05999573	-0.04000089	
2.699	-0.05331079	-0.0486683	-0.05999626	-0.04001095	-0.05999573	-0.04000089	
2.6992	-0.0533108	-0.04866829	-0.05999626	-0.04001095	-0.05999572	-0.04000089	
2.6994	-0.05331082	-0.04866827	-0.05999626	-0.04001095	-0.05999572	-0.04000089	
2.6996	-0.05331083	-0.04866825	-0.05999626	-0.04001095	-0.05999572	-0.04000089	
2.6998	-0.05331085	-0.04866824	-0.05999625	-0.04001095	-0.05999572	-0.04000089	
2.7	-0.05331087	-0.04866822	-0.05999625	-0.04001094	-0.05999571	-0.0400009	
2.7002	-0.05331088	-0.04866821	-0.05999625	-0.04001094	-0.05999571	-0.0400009	
2.7004	-0.0533109	-0.04866819	-0.05999625	-0.04001094	-0.05999571	-0.0400009	
2.7006	-0.05331092	-0.04866818	-0.05999625	-0.04001094	-0.05999571	-0.0400009	
2.7008	-0.05331093	-0.04866816	-0.05999624	-0.04001093	-0.05999571	-0.0400009	
2.701	-0.05331095	-0.04866815	-0.05999624	-0.04001093	-0.05999571	-0.04000091	
2.7012	-0.05331097	-0.04866813	-0.05999624	-0.04001093	-0.05999571	-0.04000091	
2.7014	-0.05331099	-0.04866812	-0.05999624	-0.04001093	-0.05999571	-0.04000091	
2.7016	-0.053311	-0.04866811	-0.05999624	-0.04001092	-0.05999571	-0.04000092	
2.7018	-0.05331102	-0.04866809	-0.05999624	-0.04001092	-0.05999571	-0.04000091	
2.702	-0.05331104	-0.04866808	-0.05999623	-0.04001092	-0.05999571	-0.04000091	
2.7022	-0.05331106	-0.04866806	-0.05999623	-0.04001091	-0.05999572	-0.04000091	
2.7024	-0.05331108	-0.04866804	-0.05999623	-0.04001091	-0.05999571	-0.04000091	
2.7026	-0.05331109	-0.04866803	-0.05999623	-0.04001091	-0.05999571	-0.04000092	
2.7028	-0.05331111	-0.04866801	-0.05999622	-0.0400109	-0.05999571	-0.04000092	
2.703	-0.05331113	-0.04866799	-0.05999622	-0.0400109	-0.05999571	-0.04000092	
2.7032	-0.05331115	-0.04866798	-0.05999622	-0.04001089	-0.05999572	-0.04000091	
2.7034	-0.05331117	-0.04866796	-0.05999622	-0.04001089	-0.05999572	-0.04000091	
2.7036	-0.05331119	-0.04866794	-0.05999622	-0.04001088	-0.05999572	-0.04000091	
2.7038	-0.05331121	-0.04866793	-0.05999623	-0.04001088	-0.05999572	-0.04000091	
2.704	-0.05331123	-0.04866791	-0.05999623	-0.04001087	-0.05999572	-0.04000091	
2.7042	-0.05331125	-0.04866789	-0.05999624	-0.04001087	-0.05999575	-0.04000089	
2.7044	-0.05331127	-0.04866787	-0.05999624	-0.04001086	-0.05999578	-0.04000087	
2.7046	-0.05331128	-0.04866786	-0.05999624	-0.04001085	-0.0599958	-0.04000086	
2.7048	-0.0533113	-0.04866783	-0.05999624	-0.04001084	-0.05999582	-0.04000084	
2.705	-0.05331132	-0.04866781	-0.05999625	-0.04001083	-0.05999584	-0.04000084	
2.7052	-0.05331133	-0.0486678	-0.05999625	-0.04001083	-0.05999586	-0.04000083	
2.7054	-0.05331135	-0.04866777	-0.05999624	-0.04001082	-0.05999587	-0.04000082	
2.7056	-0.05331137	-0.04866775	-0.05999624	-0.04001082	-0.05999587	-0.04000082	
2.7058	-0.05331139	-0.04866774	-0.05999624	-0.04001082	-0.05999588	-0.04000081	
2.706	-0.0533114	-0.04866771	-0.05999624	-0.04001081	-0.05999588	-0.04000081	
2.7062	-0.05331142	-0.04866769	-0.05999624	-0.04001081	-0.05999588	-0.04000081	
2.7064	-0.05331143	-0.04866767	-0.05999624	-0.04001081	-0.05999587	-0.04000081	
2.7066	-0.05331145	-0.04866765	-0.05999623	-0.04001081	-0.05999587	-0.04000081	
2.7068	-0.05331147	-0.04866763	-0.05999623	-0.04001081	-0.05999586	-0.04000081	
2.707	-0.05331149	-0.04866761	-0.05999623	-0.04001081	-0.05999586	-0.04000081	
2.7072	-0.0533115	-0.04866758	-0.05999622	-0.04001082	-0.05999585	-0.04000082	
2.7074	-0.05331152	-0.04866756	-0.05999622	-0.04001082	-0.05999584	-0.04000083	
2.7076	-0.05331153	-0.04866754	-0.05999622	-0.04001082	-0.05999583	-0.04000083	
2.7078	-0.05331155	-0.04866752	-0.05999622	-0.04001082	-0.05999582	-0.04000083	
2.708	-0.05331157	-0.0486675	-0.05999621	-0.04001082	-0.05999582	-0.04000083	
2.7082	-0.05331158	-0.04866748	-0.05999621	-0.04001082	-0.05999582	-0.04000084	
2.7084	-0.0533116	-0.04866746	-0.05999621	-0.04001082	-0.05999581	-0.04000084	
2.7086	-0.05331162	-0.04866744	-0.0599962	-0.04001082	-0.0599958	-0.04000084	
2.7088	-0.05331163	-0.04866742	-0.0599962	-0.04001082	-0.05999579	-0.04000085	
2.709	-0.05331166	-0.0486674	-0.0599962	-0.04001081	-0.05999579	-0.04000084	
2.7092	-0.05331168	-0.04866738	-0.05999619	-0.04001081	-0.05999579	-0.04000084	
2.7094	-0.0533117	-0.04866736	-0.05999619	-0.04001081	-0.05999579	-0.04000084	
2.7096	-0.05331172	-0.04866735	-0.05999618	-0.0400108	-0.05999579	-0.04000084	
2.7098	-0.05331175	-0.04866733	-0.05999618	-0.0400108	-0.05999579	-0.04000085	
2.71	-0.05331177	-0.04866731	-0.05999618	-0.04001079	-0.05999579	-0.04000085	
2.7102	-0.05331179	-0.04866729	-0.05999617	-0.04001079	-0.05999579	-0.04000084	
2.7104	-0.05331182	-0.04866727	-0.05999617	-0.04001078	-0.05999579	-0.04000084	
2.7106	-0.05331184	-0.04866726	-0.05999617	-0.04001078	-0.0599958	-0.04000084	
2.7108	-0.05331187	-0.04866723	-0.05999616	-0.04001077	-0.0599958	-0.04000084	
2.711	-0.0533119	-0.04866721	-0.05999616	-0.04001077	-0.0599958	-0.04000084	
2.7112	-0.05331193	-0.0486672	-0.05999615	-0.04001076	-0.05999579	-0.04000084	
2.7114	-0.05331195	-0.04866717	-0.05999616	-0.04001075	-0.05999579	-0.04000084	
2.7116	-0.05331197	-0.04866715	-0.05999617	-0.04001075	-0.05999579	-0.04000084	
2.7118	-0.053312	-0.04866713	-0.05999617	-0.04001074	-0.05999578	-0.04000084	
2.712	-0.05331203	-0.04866711	-0.05999617	-0.04001073	-0.05999582	-0.04000082	
2.7122	-0.05331205	-0.04866709	-0.05999618	-0.04001072	-0.05999584	-0.0400008	
2.7124	-0.05331207	-0.04866707	-0.05999618	-0.04001072	-0.05999587	-0.04000079	
2.7126	-0.0533121	-0.04866705	-0.05999618	-0.04001071	-0.05999589	-0.04000078	
2.7128	-0.05331213	-0.04866702	-0.05999618	-0.04001069	-0.05999591	-0.04000077	
2.713	-0.05331215	-0.048667	-0.05999618	-0.04001069	-0.05999593	-0.04000076	
2.7132	-0.05331217	-0.04866698	-0.05999618	-0.04001068	-0.05999594	-0.04000075	
2.7134	-0.0533122	-0.04866695	-0.05999618	-0.04001067	-0.05999595	-0.04000075	
2.7136	-0.05331222	-0.04866693	-0.05999618	-0.04001066	-0.05999595	-0.04000074	
2.7138	-0.05331225	-0.04866691	-0.05999618	-0.04001066	-0.05999595	-0.04000074	
2.714	-0.05331228	-0.04866688	-0.05999617	-0.04001066	-0.05999595	-0.04000074	
2.7142	-0.0533123	-0.04866686	-0.05999617	-0.04001065	-0.05999595	-0.04000074	
2.7144	-0.05331233	-0.04866684	-0.05999617	-0.04001065	-0.05999595	-0.04000074	
2.7146	-0.05331235	-0.04866681	-0.05999617	-0.04001065	-0.05999594	-0.04000074	
2.7148	-0.05331238	-0.04866679	-0.05999616	-0.04001065	-0.05999593	-0.04000075	
2.715	-0.0533124	-0.04866676	-0.05999616	-0.04001065	-0.05999593	-0.04000075	
2.7152	-0.05331243	-0.04866674	-0.05999615	-0.04001065	-0.05999592	-0.04000076	
2.7154	-0.05331245	-0.04866672	-0.05999615	-0.04001065	-0.05999591	-0.04000076	
2.7156	-0.05331248	-0.04866669	-0.05999615	-0.04001065	-0.0599959	-0.04000077	
2.7158	-0.0533125	-0.04866667	-0.05999615	-0.04001065	-0.05999589	-0.04000078	
2.716	-0.05331253	-0.04866665	-0.05999614	-0.04001065	-0.05999588	-0.04000078	
2.7162	-0.05331255	-0.04866663	-0.05999614	-0.04001064	-0.05999587	-0.04000079	
2.7164	-0.05331258	-0.0486666	-0.05999614	-0.04001064	-0.05999587	-0.04000079	
2.7166	-0.0533126	-0.04866659	-0.05999613	-0.04001064	-0.05999587	-0.04000079	
2.7168	-0.05331263	-0.04866656	-0.05999613	-0.04001063	-0.05999586	-0.0400008	
2.717	-0.05331266	-0.04866654	-0.05999613	-0.04001063	-0.05999586	-0.0400008	
2.7172	-0.05331268	-0.04866651	-0.05999613	-0.04001063	-0.05999585	-0.0400008	
2.7174	-0.05331271	-0.04866649	-0.05999612	-0.04001063	-0.05999586	-0.0400008	
2.7176	-0.05331274	-0.04866647	-0.05999612	-0.04001063	-0.05999586	-0.0400008	
2.7178	-0.05331277	-0.04866645	-0.05999611	-0.04001062	-0.05999586	-0.04000079	
2.718	-0.0533128	-0.04866643	-0.05999611	-0.04001062	-0.05999586	-0.0400008	
2.7182	-0.05331283	-0.0486664	-0.05999611	-0.04001062	-0.05999586	-0.0400008	
2.7184	-0.05331285	-0.04866638	-0.05999611	-0.04001061	-0.05999586	-0.0400008	
2.7186	-0.05331288	-0.04866635	-0.05999611	-0.04001061	-0.05999585	-0.0400008	
2.7188	-0.0533129	-0.04866632	-0.05999612	-0.04001061	-0.05999584	-0.0400008	
2.719	-0.05331292	-0.0486663	-0.05999613	-0.04001061	-0.05999584	-0.0400008	
2.7192	-0.05331295	-0.04866627	-0.05999613	-0.04001061	-0.05999586	-0.04000079	
2.7194	-0.05331297	-0.04866625	-0.05999614	-0.0400106	-0.05999589	-0.04000077	
2.7196	-0.05331299	-0.04866622	-0.05999614	-0.0400106	-0.05999592	-0.04000076	
2.7198	-0.05331302	-0.04866619	-0.05999615	-0.04001059	-0.05999593	-0.04000075	
2.72	-0.05331304	-0.04866617	-0.05999615	-0.04001059	-0.05999595	-0.04000074	
2.7202	-0.05331306	-0.04866615	-0.05999615	-0.04001058	-0.05999596	-0.04000073	
2.7204	-0.05331308	-0.04866612	-0.05999615	-0.04001058	-0.05999596	-0.04000073	
2.7206	-0.0533131	-0.04866609	-0.05999615	-0.04001058	-0.05999597	-0.04000073	
2.7208	-0.05331312	-0.04866606	-0.05999615	-0.04001058	-0.05999598	-0.04000072	
2.721	-0.05331314	-0.04866604	-0.05999615	-0.04001058	-0.05999598	-0.04000072	
2.7212	-0.05331317	-0.04866601	-0.05999615	-0.04001058	-0.05999598	-0.04000072	
2.7214	-0.05331319	-0.04866599	-0.05999615	-0.04001058	-0.05999597	-0.04000072	
2.7216	-0.05331321	-0.04866596	-0.05999614	-0.04001058	-0.05999597	-0.04000073	
2.7218	-0.05331323	-0.04866593	-0.05999614	-0.04001059	-0.05999596	-0.04000073	
2.722	-0.05331325	-0.04866591	-0.05999614	-0.04001059	-0.05999595	-0.04000073	
2.7222	-0.05331327	-0.04866588	-0.05999614	-0.04001059	-0.05999594	-0.04000074	
2.7224	-0.05331329	-0.04866586	-0.05999614	-0.04001059	-0.05999593	-0.04000074	
2.7226	-0.05331331	-0.04866584	-0.05999614	-0.0400106	-0.05999592	-0.04000075	
2.7228	-0.05331333	-0.04866581	-0.05999614	-0.0400106	-0.05999592	-0.04000075	
2.723	-0.05331335	-0.04866579	-0.05999613	-0.0400106	-0.05999591	-0.04000075	
2.7232	-0.05331337	-0.04866576	-0.05999613	-0.0400106	-0.05999591	-0.04000076	
2.7234	-0.0533134	-0.04866574	-0.05999613	-0.0400106	-0.0599959	-0.04000076	
2.7236	-0.05331342	-0.04866571	-0.05999612	-0.0400106	-0.0599959	-0.04000076	
2.7238	-0.05331345	-0.04866569	-0.05999612	-0.04001059	-0.05999589	-0.04000077	
2.724	-0.05331347	-0.04866567	-0.05999612	-0.0400106	-0.05999588	-0.04000077	
2.7242	-0.05331349	-0.04866564	-0.05999612	-0.0400106	-0.05999587	-0.04000078	
2.7244	-0.05331352	-0.04866562	-0.05999612	-0.0400106	-0.05999586	-0.04000078	
2.7246	-0.05331354	-0.04866559	-0.05999612	-0.0400106	-0.05999586	-0.04000078	
2.7248	-0.05331357	-0.04866557	-0.05999611	-0.0400106	-0.05999586	-0.04000078	
2.725	-0.05331359	-0.04866555	-0.05999611	-0.04001061	-0.05999585	-0.04000079	
2.7252	-0.05331362	-0.04866553	-0.05999611	-0.0400106	-0.05999585	-0.04000079	
2.7254	-0.05331365	-0.0486655	-0.05999611	-0.0400106	-0.05999584	-0.04000079	
2.7256	-0.05331368	-0.04866548	-0.0599961	-0.0400106	-0.05999584	-0.04000079	
2.7258	-0.0533137	-0.04866546	-0.05999611	-0.04001059	-0.05999583	-0.0400008	
2.726	-0.05331373	-0.04866543	-0.05999612	-0.04001059	-0.05999583	-0.0400008	
2.7262	-0.05331375	-0.04866541	-0.05999612	-0.04001059	-0.05999582	-0.0400008	
2.7264	-0.05331378	-0.04866538	-0.05999613	-0.04001059	-0.05999585	-0.04000079	
2.7266	-0.0533138	-0.04866536	-0.05999614	-0.04001059	-0.05999587	-0.04000077	
2.7268	-0.05331383	-0.04866534	-0.05999614	-0.04001058	-0.0599959	-0.04000076	
2.727	-0.05331385	-0.04866531	-0.05999614	-0.04001058	-0.05999592	-0.04000074	
2.7272	-0.05331388	-0.04866529	-0.05999615	-0.04001058	-0.05999593	-0.04000074	
2.7274	-0.0533139	-0.04866526	-0.05999615	-0.04001057	-0.05999595	-0.04000073	
2.7276	-0.05331392	-0.04866524	-0.05999615	-0.04001057	-0.05999596	-0.04000073	
2.7278	-0.05331395	-0.04866521	-0.05999615	-0.04001057	-0.05999596	-0.04000072	
2.728	-0.05331397	-0.04866519	-0.05999615	-0.04001056	-0.05999597	-0.04000072	
2.7282	-0.053314	-0.04866517	-0.05999615	-0.04001056	-0.05999597	-0.04000072	
2.7284	-0.05331402	-0.04866514	-0.05999615	-0.04001056	-0.05999596	-0.04000072	
2.7286	-0.05331405	-0.04866512	-0.05999615	-0.04001056	-0.05999596	-0.04000072	
2.7288	-0.05331407	-0.04866509	-0.05999615	-0.04001057	-0.05999596	-0.04000073	
2.729	-0.05331409	-0.04866507	-0.05999614	-0.04001057	-0.05999595	-0.04000073	
2.7292	-0.05331411	-0.04866504	-0.05999614	-0.04001057	-0.05999595	-0.04000073	
2.7294	-0.05331413	-0.04866501	-0.05999614	-0.04001058	-0.05999594	-0.04000074	
2.7296	-0.05331416	-0.04866499	-0.05999614	-0.04001058	-0.05999593	-0.04000075	
2.7298	-0.05331418	-0.04866496	-0.05999614	-0.04001058	-0.05999592	-0.04000075	
2.73	-0.05331421	-0.04866494	-0.05999614	-0.04001058	-0.05999591	-0.04000076	
2.7302	-0.05331423	-0.04866492	-0.05999614	-0.04001059	-0.05999591	-0.04000076	
2.7304	-0.05331425	-0.04866489	-0.05999614	-0.04001059	-0.05999591	-0.04000076	
2.7306	-0.05331428	-0.04866487	-0.05999613	-0.04001059	-0.0599959	-0.04000076	
2.7308	-0.05331431	-0.04866484	-0.05999613	-0.04001059	-0.0599959	-0.04000077	
2.731	-0.05331433	-0.04866482	-0.05999613	-0.04001059	-0.05999589	-0.04000077	
2.7312	-0.05331435	-0.04866479	-0.05999613	-0.04001059	-0.05999588	-0.04000078	
2.7314	-0.05331438	-0.04866477	-0.05999613	-0.0400106	-0.05999587	-0.04000079	
2.7316	-0.0533144	-0.04866474	-0.05999613	-0.0400106	-0.05999586	-0.04000079	
2.7318	-0.05331443	-0.04866472	-0.05999612	-0.0400106	-0.05999586	-0.04000079	
2.732	-0.05331445	-0.0486647	-0.05999612	-0.0400106	-0.05999586	-0.04000079	
2.7322	-0.05331448	-0.04866467	-0.05999612	-0.0400106	-0.05999586	-0.04000079	
2.7324	-0.05331451	-0.04866464	-0.05999612	-0.0400106	-0.05999585	-0.0400008	
2.7326	-0.05331453	-0.04866462	-0.05999612	-0.0400106	-0.05999585	-0.0400008	
2.7328	-0.05331456	-0.0486646	-0.05999612	-0.0400106	-0.05999584	-0.0400008	
2.733	-0.05331459	-0.04866457	-0.05999612	-0.0400106	-0.05999584	-0.04000081	
2.7332	-0.05331461	-0.04866455	-0.05999612	-0.04001061	-0.05999583	-0.04000081	
2.7334	-0.05331463	-0.04866452	-0.05999612	-0.04001061	-0.05999582	-0.04000081	
2.7336	-0.05331466	-0.0486645	-0.05999611	-0.04001061	-0.05999582	-0.04000082	
2.7338	-0.05331468	-0.04866447	-0.05999611	-0.04001061	-0.05999581	-0.04000082	
2.734	-0.0533147	-0.04866444	-0.05999611	-0.04001061	-0.05999581	-0.04000082	
2.7342	-0.05331472	-0.04866441	-0.05999612	-0.04001062	-0.0599958	-0.04000082	
2.7344	-0.05331475	-0.04866439	-0.05999612	-0.04001062	-0.0599958	-0.04000083	
2.7346	-0.05331477	-0.04866436	-0.05999613	-0.04001062	-0.05999579	-0.04000083	
2.7348	-0.05331479	-0.04866434	-0.05999614	-0.04001061	-0.05999582	-0.04000081	
2.735	-0.05331481	-0.04866431	-0.05999614	-0.04001061	-0.05999585	-0.0400008	
2.7352	-0.05331483	-0.04866428	-0.05999615	-0.04001061	-0.05999587	-0.04000078	
2.7354	-0.05331485	-0.04866426	-0.05999615	-0.04001061	-0.05999589	-0.04000077	
2.7356	-0.05331488	-0.04866423	-0.05999616	-0.0400106	-0.05999591	-0.04000076	
2.7358	-0.05331489	-0.04866421	-0.05999616	-0.04001059	-0.05999592	-0.04000075	
2.736	-0.05331492	-0.04866418	-0.05999616	-0.04001059	-0.05999593	-0.04000075	
2.7362	-0.05331494	-0.04866415	-0.05999616	-0.04001059	-0.05999594	-0.04000074	
2.7364	-0.05331495	-0.04866413	-0.05999616	-0.04001059	-0.05999594	-0.04000074	
2.7366	-0.05331498	-0.0486641	-0.05999616	-0.04001059	-0.05999594	-0.04000074	
2.7368	-0.053315	-0.04866407	-0.05999616	-0.04001059	-0.05999594	-0.04000074	
2.737	-0.05331501	-0.04866404	-0.05999616	-0.04001059	-0.05999594	-0.04000075	
2.7372	-0.05331503	-0.04866402	-0.05999616	-0.0400106	-0.05999594	-0.04000075	
2.7374	-0.05331505	-0.04866399	-0.05999616	-0.0400106	-0.05999593	-0.04000075	
2.7376	-0.05331507	-0.04866397	-0.05999616	-0.04001061	-0.05999592	-0.04000076	
2.7378	-0.05331508	-0.04866394	-0.05999616	-0.04001061	-0.05999591	-0.04000076	
2.738	-0.0533151	-0.04866391	-0.05999616	-0.04001062	-0.0599959	-0.04000076	
2.7382	-0.05331512	-0.04866389	-0.05999616	-0.04001062	-0.05999589	-0.04000077	
2.7384	-0.05331514	-0.04866386	-0.05999616	-0.04001062	-0.05999589	-0.04000077	
2.7386	-0.05331516	-0.04866384	-0.05999616	-0.04001063	-0.05999588	-0.04000077	
2.7388	-0.05331518	-0.04866382	-0.05999615	-0.04001063	-0.05999588	-0.04000078	
2.739	-0.0533152	-0.04866379	-0.05999615	-0.04001064	-0.05999587	-0.04000078	
2.7392	-0.05331522	-0.04866377	-0.05999615	-0.04001064	-0.05999586	-0.04000079	
2.7394	-0.05331524	-0.04866374	-0.05999615	-0.04001064	-0.05999585	-0.04000079	
2.7396	-0.05331526	-0.04866372	-0.05999615	-0.04001065	-0.05999586	-0.0400008	
2.7398	-0.05331528	-0.0486637	-0.05999615	-0.04001065	-0.05999586	-0.0400008	
2.74	-0.0533153	-0.04866368	-0.05999615	-0.04001065	-0.05999586	-0.0400008	
2.7402	-0.05331533	-0.04866366	-0.05999615	-0.04001065	-0.05999585	-0.0400008	
2.7404	-0.05331535	-0.04866363	-0.05999614	-0.04001065	-0.05999585	-0.0400008	
2.7406	-0.05331537	-0.04866361	-0.05999614	-0.04001065	-0.05999584	-0.0400008	
2.7408	-0.05331539	-0.04866359	-0.05999614	-0.04001065	-0.05999584	-0.0400008	
2.741	-0.05331542	-0.04866357	-0.05999614	-0.04001065	-0.05999583	-0.04000081	
2.7412	-0.05331544	-0.04866355	-0.05999614	-0.04001065	-0.05999582	-0.04000081	
2.7414	-0.05331547	-0.04866353	-0.05999614	-0.04001065	-0.05999582	-0.04000081	
2.7416	-0.05331549	-0.0486635	-0.05999614	-0.04001065	-0.05999582	-0.04000081	
2.7418	-0.05331552	-0.04866348	-0.05999614	-0.04001065	-0.05999582	-0.04000081	
2.742	-0.05331554	-0.04866346	-0.05999613	-0.04001065	-0.05999582	-0.04000082	
2.7422	-0.05331557	-0.04866343	-0.05999613	-0.04001065	-0.05999582	-0.04000082	
2.7424	-0.05331559	-0.04866341	-0.05999613	-0.04001065	-0.05999581	-0.04000082	
2.7426	-0.05331561	-0.04866339	-0.05999613	-0.04001065	-0.0599958	-0.04000083	
2.7428	-0.05331564	-0.04866337	-0.05999613	-0.04001066	-0.0599958	-0.04000083	
2.743	-0.05331566	-0.04866334	-0.05999613	-0.04001066	-0.05999579	-0.04000084	
2.7432	-0.05331568	-0.04866332	-0.05999613	-0.04001066	-0.05999579	-0.04000084	
2.7434	-0.05331571	-0.0486633	-0.05999613	-0.04001066	-0.05999578	-0.04000084	
2.7436	-0.05331573	-0.04866327	-0.05999612	-0.04001067	-0.05999578	-0.04000084	
2.7438	-0.05331575	-0.04866325	-0.05999614	-0.04001067	-0.05999577	-0.04000084	
2.744	-0.05331577	-0.04866322	-0.05999614	-0.04001067	-0.05999577	-0.04000085	
2.7442	-0.0533158	-0.0486632	-0.05999615	-0.04001067	-0.05999577	-0.04000086	
2.7444	-0.05331581	-0.04866317	-0.05999616	-0.04001067	-0.05999579	-0.04000084	
2.7446	-0.05331583	-0.04866315	-0.05999617	-0.04001066	-0.05999582	-0.04000082	
2.7448	-0.05331585	-0.04866312	-0.05999618	-0.04001066	-0.05999584	-0.04000081	
2.745	-0.05331587	-0.04866309	-0.05999618	-0.04001066	-0.05999586	-0.0400008	
2.7452	-0.05331589	-0.04866307	-0.05999618	-0.04001065	-0.05999588	-0.04000079	
2.7454	-0.0533159	-0.04866305	-0.05999618	-0.04001065	-0.05999589	-0.04000078	
2.7456	-0.05331592	-0.04866302	-0.05999618	-0.04001065	-0.0599959	-0.04000077	
2.7458	-0.05331594	-0.04866299	-0.05999619	-0.04001065	-0.05999591	-0.04000077	
2.746	-0.05331596	-0.04866297	-0.05999619	-0.04001065	-0.05999592	-0.04000077	
2.7462	-0.05331597	-0.04866294	-0.05999619	-0.04001065	-0.05999591	-0.04000077	
2.7464	-0.05331599	-0.04866292	-0.05999619	-0.04001065	-0.05999591	-0.04000077	
2.7466	-0.05331601	-0.04866289	-0.05999619	-0.04001065	-0.05999591	-0.04000077	
2.7468	-0.05331602	-0.04866286	-0.05999619	-0.04001066	-0.0599959	-0.04000077	
2.747	-0.05331604	-0.04866284	-0.05999618	-0.04001067	-0.05999589	-0.04000077	
2.7472	-0.05331606	-0.04866282	-0.05999618	-0.04001067	-0.05999589	-0.04000077	
2.7474	-0.05331608	-0.04866279	-0.05999618	-0.04001068	-0.05999587	-0.04000078	
2.7476	-0.05331609	-0.04866277	-0.05999618	-0.04001068	-0.05999586	-0.04000079	
2.7478	-0.05331611	-0.04866274	-0.05999618	-0.04001069	-0.05999585	-0.04000079	
2.748	-0.05331612	-0.04866272	-0.05999618	-0.04001069	-0.05999585	-0.04000079	
2.7482	-0.05331614	-0.0486627	-0.05999618	-0.04001069	-0.05999584	-0.0400008	
2.7484	-0.05331616	-0.04866268	-0.05999618	-0.0400107	-0.05999584	-0.0400008	
2.7486	-0.05331618	-0.04866266	-0.05999618	-0.0400107	-0.05999583	-0.04000081	
2.7488	-0.05331619	-0.04866264	-0.05999618	-0.0400107	-0.05999582	-0.04000081	
2.749	-0.05331621	-0.04866262	-0.05999617	-0.04001071	-0.05999582	-0.04000081	
2.7492	-0.05331623	-0.0486626	-0.05999617	-0.04001071	-0.05999581	-0.04000081	
