Time	Back_Left_Ankle	Back_Left_Hip_Joint	Back_Left_Knee_Joint	
0.0618	0.017942	0.01440091	-0.0001534569	
0.0624	0.01802639	0.01443587	0.0001074374	
0.063	0.01853192	0.01464869	-0.0001281251	
0.0636	0.01870338	0.01477245	-0.0001126967	
0.0642	0.0187978	0.01481855	0.0001167099	
0.0648	0.019315	0.01502923	-0.0001254435	
0.0654	0.01947624	0.01514277	-0.0001005288	
0.066	0.01955696	0.01515269	0.0001836621	
0.06659999	0.02007697	0.01535991	-6.051736E-05	
0.0672	0.02022692	0.01546226	-2.279749E-05	
0.0678	0.02030949	0.01541421	0.0003550828	
0.0684	0.02082998	0.01561804	0.00011015	
0.069	0.02146547	0.01577838	-0.0002038001	
0.0696	0.02162821	0.0158432	-0.0002397717	
0.0702	0.02171323	0.01571157	0.0001461898	
0.0708	0.0222713	0.01585755	-0.0001282413	
0.0714	0.02238278	0.01591719	-0.0001429432	
0.072	0.02246933	0.01571728	0.0003679282	
0.0726	0.02302204	0.01586523	9.675316E-05	
0.07319999	0.02370036	0.01598186	-0.0002471972	
0.0738	0.02385019	0.01598467	-0.000276837	
0.0744	0.02393909	0.01570487	0.0002678657	
0.075	0.02451986	0.01580794	-2.558397E-05	
0.0756	0.02461176	0.01579054	5.913244E-06	
0.0762	0.02524658	0.01588219	-0.0003184801	
0.0768	0.02534889	0.01584639	-0.0003023407	
0.0774	0.02544017	0.01544457	0.0004231486	
0.078	0.0260226	0.01553297	0.0001265267	
0.0786	0.02674701	0.01560406	-0.000249424	
0.0792	0.02686239	0.01553539	-0.0002577629	
0.07979999	0.02695563	0.01506667	0.0005032252	
0.0804	0.02755986	0.01512057	0.0001893871	
0.081	0.02830958	0.0151634	-0.0002046784	
0.0816	0.02841321	0.01505837	-0.0002104954	
0.0822	0.02850819	0.01450324	0.0006320662	
0.0828	0.02912765	0.01452715	0.0003052709	
0.0834	0.029899	0.01454638	-0.0001041607	
0.084	0.02999806	0.01440271	-9.457134E-05	
0.0846	0.03009469	0.01376889	0.0008285877	
0.0852	0.03072637	0.0137682	0.0004913392	
0.0858	0.03151611	0.01376842	6.902472E-05	
0.08639999	0.03234095	0.01374383	-0.0003762841	
0.087	0.03245395	0.0135293	-0.0003542629	
0.0876	0.03255256	0.01279181	0.0006369702	
0.0882	0.0332109	0.01274147	0.0002774646	
0.0888	0.03403387	0.01270068	-0.0001692435	
0.0894	0.03413655	0.01245918	-0.0001248205	
0.09	0.03423652	0.01165973	0.0009451658	
0.0906	0.03489688	0.01159353	0.0005821167	
0.09119999	0.03573155	0.01154232	0.0001275226	
0.0918	0.03659878	0.01147429	-0.0003474251	
0.0924	0.03670322	0.01119614	-0.0003125176	
0.09299999	0.03680479	0.01032789	0.0007989326	
0.0936	0.03748167	0.01022361	0.0004209618	
0.0942	0.03834165	0.01014178	-5.20805E-05	
0.0948	0.03844729	0.009830568	2.051383E-05	
0.0954	0.03922798	0.009727966	-0.0004130757	
0.096	0.03933395	0.009354296	-0.000233576	
0.0966	0.03943723	0.008365933	0.001066799	
0.0972	0.04010571	0.008246556	0.0006910606	
0.09779999	0.04097603	0.008157309	0.0002114122	
0.0984	0.04187831	0.008058241	-0.0002871607	
0.099	0.04198585	0.007720602	-0.000223061	
0.09959999	0.0420903	0.006746464	0.0009942085	
0.1002	0.04278126	0.006601919	0.0006024347	
0.1008	0.04367187	0.006490353	0.0001083788	
0.1014	0.04459269	0.006371513	-0.0004032414	
0.102	0.04470136	0.006009083	-0.0003429681	
0.1026	0.04480685	0.004995096	0.0008931917	
0.1032	0.04550967	0.004826408	0.0004912678	
0.1038	0.04641726	0.004695426	-1.493094E-05	
0.1044	0.04652669	0.004312075	6.853069E-05	
0.105	0.04733988	0.004155814	-0.0003908146	
0.1056	0.04744935	0.00370565	-0.0001939739	
0.1062	0.04755588	0.002598778	0.001190464	
0.1068	0.04825152	0.002420311	0.0007909913	
0.1074	0.04916448	0.002284243	0.0002812544	
0.108	0.05010864	0.002146312	-0.0002457257	
0.1086	0.05021913	0.001763923	-0.0001973363	
0.1092	0.05032631	0.0007176649	0.001045411	
0.1098	0.05104417	0.000526085	0.0006319931	
0.1104	0.05196832	0.0003748025	0.0001138956	
0.111	0.05291905	0.0002194893	-0.0004192944	
0.1116	0.05303072	-0.0001778597	-0.0003825221	
0.1122	0.05313802	-0.001238868	0.000845407	
0.1128	0.05386794	-0.001448617	0.0004227133	
0.1134	0.05479846	-0.001619739	-0.0001018886	
0.114	0.0549087	-0.002031212	-5.662604E-05	
0.1146	0.05501579	-0.003100257	0.001170753	
0.1152	0.05574999	-0.003315282	0.0007450177	
0.1158	0.05667899	-0.003493974	0.0002201289	
0.1164	0.05763312	-0.003678691	-0.0003193967	
0.117	0.05774986	-0.004094926	-0.0003072481	
0.1176	0.05785649	-0.005158061	0.0008664584	
0.1182	0.05860301	-0.005392097	0.0004311563	
0.1188	0.05953688	-0.005593044	-9.981987E-05	
0.1194	0.05964624	-0.006011997	-9.888247E-05	
0.12	0.05975231	-0.007071403	0.001051289	
0.1206	0.06050253	-0.007311427	0.0006131545	
0.1212	0.06143384	-0.007521108	8.22516E-05	
0.1218	0.06238972	-0.007739388	-0.0004633847	
0.1224	0.06253726	-0.008197724	-0.0004470033	
0.123	0.06264275	-0.009256975	0.0006573544	
0.1236	0.06340463	-0.009517384	0.0002097844	
0.1242	0.06433992	-0.009751243	-0.0003270317	
0.1248	0.06447852	-0.01020646	-0.0003324444	
0.1254	0.06458322	-0.01125047	0.000728935	
