X,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,-2.995000e+00,5.000000e-03
0,3.80e+00,2.88e+00,
1,3.64e+00,3.52e+00,
2,3.68e+00,3.52e+00,
3,3.52e+00,2.32e+00,
4,3.60e+00,3.20e+00,
5,3.40e+00,3.48e+00,
6,3.52e+00,3.40e+00,
7,3.32e+00,2.16e+00,
8,3.40e+00,3.16e+00,
9,3.24e+00,3.40e+00,
10,3.28e+00,2.12e+00,
11,3.12e+00,3.16e+00,
12,3.20e+00,3.36e+00,
13,3.00e+00,2.48e+00,
14,3.08e+00,2.00e+00,
15,2.88e+00,3.24e+00,
16,2.96e+00,3.28e+00,
17,2.76e+00,2.20e+00,
18,2.84e+00,1.84e+00,
19,2.64e+00,3.24e+00,
20,2.72e+00,3.24e+00,
21,2.56e+00,1.88e+00,
22,2.68e+00,1.80e+00,
23,2.48e+00,3.12e+00,
24,2.56e+00,3.08e+00,
25,2.36e+00,1.72e+00,
26,2.44e+00,1.80e+00,
27,2.16e+00,3.04e+00,
28,2.32e+00,2.92e+00,
29,2.12e+00,1.72e+00,
30,2.20e+00,3.00e+00,
31,2.00e+00,2.08e+00,
32,2.08e+00,1.56e+00,
33,1.92e+00,2.52e+00,
34,2.00e+00,2.72e+00,
35,1.80e+00,1.76e+00,
36,1.88e+00,1.36e+00,
37,1.68e+00,2.40e+00,
38,1.76e+00,2.56e+00,
39,1.64e+00,1.40e+00,
40,1.72e+00,1.16e+00,
41,1.52e+00,2.32e+00,
42,1.60e+00,2.32e+00,
43,1.40e+00,1.20e+00,
44,1.48e+00,1.04e+00,
45,1.32e+00,2.20e+00,
46,1.40e+00,1.72e+00,
47,1.20e+00,9.60e-01,
48,1.28e+00,9.20e-01,
49,1.16e+00,2.00e+00,
50,1.24e+00,1.44e+00,
51,1.04e+00,8.00e-01,
52,1.12e+00,1.84e+00,
53,9.60e-01,1.16e+00,
54,1.04e+00,7.60e-01,
55,9.20e-01,1.20e+00,
56,1.00e+00,1.20e+00,
57,8.00e-01,6.40e-01,
58,8.80e-01,4.40e-01,
59,7.20e-01,1.00e+00,
60,8.40e-01,9.60e-01,
61,6.80e-01,4.40e-01,
62,7.60e-01,3.60e-01,
63,6.00e-01,1.08e+00,
64,7.20e-01,1.00e+00,
65,5.60e-01,4.00e-01,
66,6.40e-01,3.20e-01,
67,5.20e-01,1.12e+00,
68,4.80e-01,7.60e-01,
69,6.00e-01,3.60e-01,
70,5.60e-01,6.40e-01,
71,4.40e-01,3.20e-01,
72,5.20e-01,4.00e-01,
73,4.00e-01,2.00e-01,
74,4.80e-01,3.20e-01,
75,3.60e-01,7.20e-01,
76,3.20e-01,2.00e-01,
77,4.80e-01,7.20e-01,
78,4.80e-01,9.60e-01,
79,3.20e-01,4.00e-01,
80,3.20e-01,2.80e-01,
81,4.00e-01,5.20e-01,
